wav,n10,n20,n30,ref 10,ref 20,ref 30
1570.8,-62.85443497,-66.5745697,-73.43744659,-41.48666763,-43.31377411,-46.46941376
1570.81,-62.62771225,-66.34267426,-73.45017242,-41.60942841,-43.22403717,-46.39878845
1570.82,-62.35152435,-66.10526276,-73.31381989,-41.60110474,-43.08406448,-46.43051529
1570.83,-62.1227951,-65.90235138,-73.0695343,-41.74874115,-42.92899704,-46.35295486
1570.84,-61.97153473,-65.70772552,-72.59564972,-41.80530548,-42.84978867,-46.22170639
1570.85,-61.86193466,-65.54016876,-72.10134888,-41.71790314,-42.72338104,-46.07964325
1570.86,-61.85741425,-65.38907623,-71.6027832,-41.69095993,-42.54504395,-46.07257843
1570.87,-61.87840271,-65.2583313,-70.98925018,-41.81077576,-42.33442688,-45.87964249
1570.88,-61.95920944,-65.20935822,-70.46751404,-41.84117889,-42.32206345,-45.7196846
1570.89,-62.07283401,-65.15026093,-70.08647156,-41.80000305,-42.13733292,-45.73953629
1570.9,-62.27894211,-65.10248566,-69.70158386,-41.91736221,-42.0178566,-45.64326096
1570.91,-62.55158234,-65.13228607,-69.35520172,-41.90889359,-42.16583633,-45.46218109
1570.92,-62.82989502,-65.12465668,-69.09771729,-42.08782578,-42.10572815,-45.5040741
1570.93,-63.1401825,-65.08835602,-68.95796204,-42.19049072,-42.01755524,-45.54833221
1570.94,-63.41099548,-65.14156342,-68.83715057,-42.17216492,-42.16711426,-45.54410553
1570.95,-63.67977905,-65.17864227,-68.76921844,-42.27695084,-42.33287811,-45.45272446
1570.96,-63.89163971,-65.08061218,-68.77462769,-42.4154129,-42.36373138,-45.4618988
1570.97,-64.09328461,-65.0149231,-68.75623322,-42.43689728,-42.36625671,-45.54547882
1570.98,-64.28643036,-65.029953,-68.74182129,-42.59796143,-42.52815628,-45.45009995
1570.99,-64.50841522,-65.00305939,-68.72990417,-42.78536606,-42.67021561,-45.35746002
1571,-64.76369476,-65.0092926,-68.72679901,-42.79954529,-42.83917618,-45.20015717
1571.01,-64.99841309,-64.98738098,-68.75695801,-42.90217972,-42.91039658,-45.25198364
1571.02,-65.43585968,-64.9149704,-68.80873108,-43.12753677,-43.00805283,-45.08202362
1571.03,-65.90284729,-64.94992828,-68.90688324,-43.36694336,-43.22064209,-44.88779831
1571.04,-66.26041412,-64.9118576,-69.08322906,-43.44807816,-43.36384964,-44.91706085
1571.05,-66.65943146,-64.83016205,-69.317276,-43.62997818,-43.4619751,-44.94047546
1571.06,-66.84600067,-64.82427979,-69.58214569,-43.86040878,-43.78115082,-44.84152222
1571.07,-66.94334412,-64.67906952,-69.97808075,-43.9778862,-44.10300446,-44.89424515
1571.08,-66.7960968,-64.51465607,-70.46006012,-44.04851151,-44.15480423,-44.97346497
1571.09,-66.49354553,-64.37117004,-70.86604309,-44.01312637,-44.44367218,-44.89678955
1571.1,-66.2599411,-64.22760773,-71.35150146,-44.02789307,-44.69909668,-44.83620453
1571.11,-65.8811264,-64.11352539,-71.90547943,-44.06688309,-44.64697266,-44.9754715
1571.12,-65.54746246,-63.98042679,-72.3849411,-43.69740295,-44.72829819,-45.04862976
1571.13,-65.20497894,-63.93652344,-72.77687836,-43.53910828,-45.03538513,-45.03891754
1571.14,-64.77908325,-63.87002182,-73.09708405,-43.45338058,-45.15232086,-45.05017853
1571.15,-64.4948349,-63.75035858,-73.20091248,-43.27064133,-45.11629868,-45.15065384
1571.16,-64.1055069,-63.76656342,-73.20153809,-43.03473663,-45.14979935,-45.25837326
1571.17,-63.81385803,-63.82542419,-73.1552887,-42.86334229,-45.25849533,-45.30916214
1571.18,-63.60997772,-63.8699646,-73.06622314,-42.86612701,-45.4245224,-45.39373016
1571.19,-63.33896637,-64.00694275,-72.82948303,-42.59822845,-45.39410782,-45.54084778
1571.2,-63.13027191,-64.09082031,-72.58802032,-42.43518448,-45.22681808,-45.84280014
1571.21,-63.00682831,-64.24570465,-72.37968445,-42.40771866,-45.40666962,-45.80913544
1571.22,-62.86175156,-64.46016693,-72.20422363,-42.31949234,-45.50737,-45.95386124
1571.23,-62.76622391,-64.57717133,-72.08031464,-42.23569489,-45.3134079,-46.25973511
1571.24,-62.71940231,-64.79888153,-71.97725677,-42.27449036,-45.27028656,-46.2793808
1571.25,-62.64266205,-65.05077362,-71.85057068,-42.3122673,-45.34943771,-46.22310257
1571.26,-62.6224823,-65.24620819,-71.80755615,-42.32843399,-45.24959183,-46.29613876
1571.27,-62.61898804,-65.54371643,-71.68255615,-42.34309006,-45.12109756,-46.35982513
1571.28,-62.68018341,-65.79061127,-71.55575562,-42.48451996,-45.10110474,-46.1991539
1571.29,-62.79096222,-66.06221008,-71.4551239,-42.58018494,-45.07027817,-46.23440933
1571.3,-62.87240982,-66.29239655,-71.33843231,-42.60493469,-44.98472595,-46.32148361
1571.31,-63.03168869,-66.50858307,-71.22128296,-42.62702179,-45.00686646,-46.23898315
1571.32,-63.18335342,-66.79372406,-71.02480316,-42.78008652,-45.13347626,-46.09820557
1571.33,-63.31474304,-66.88564301,-70.8191452,-42.96372604,-45.07913589,-46.02825546
1571.34,-63.53590012,-67.06593323,-70.61141205,-42.87715912,-44.98755646,-45.99256134
1571.35,-63.66043091,-67.3119812,-70.38988495,-42.84013748,-44.95613098,-46.01604462
1571.36,-63.91242218,-67.46534729,-70.15509033,-42.98747635,-44.98064804,-45.83563232
1571.37,-64.05686951,-67.56179047,-69.99903107,-42.99187088,-45.0875206,-45.76199341
1571.38,-64.11365509,-67.65213013,-69.83746338,-42.94048309,-44.95077133,-45.67473984
1571.39,-64.23322296,-67.75161743,-69.78067017,-43.1447258,-44.9702034,-45.63431931
1571.4,-64.26216125,-67.81617737,-69.79049683,-43.27866364,-45.12569046,-45.51140213
1571.41,-64.19300842,-67.82150269,-69.85962677,-43.25745773,-44.95588303,-45.54774857
1571.42,-64.05912781,-67.81842804,-69.94706726,-43.2928009,-44.92733002,-45.52980423
1571.43,-63.93396759,-67.73308563,-70.04432678,-43.32403946,-45.07521439,-45.49223328
1571.44,-63.82202911,-67.67847443,-70.14096832,-43.37673569,-45.14335632,-45.53736877
1571.45,-63.78557205,-67.57388306,-70.2540741,-43.38572693,-45.08408737,-45.68157959
1571.46,-63.74771881,-67.47994995,-70.33141327,-43.38240814,-45.14366531,-45.66220093
1571.47,-63.73082733,-67.48239899,-70.44190216,-43.41184998,-45.35952377,-45.70009613
1571.48,-63.75235748,-67.43865204,-70.51708984,-43.41010666,-45.33159256,-45.931427
1571.49,-63.75335693,-67.40197754,-70.56375122,-43.44975662,-45.32571793,-46.0437851
1571.5,-63.79415512,-67.47094727,-70.62464142,-43.49940872,-45.424263,-46.11550522
1571.51,-63.82718658,-67.50119781,-70.73513794,-43.67152786,-45.41342163,-46.16251755
1571.52,-63.89833069,-67.56590271,-70.90407562,-43.76508713,-45.43135834,-46.29436111
1571.53,-63.99793243,-67.66543579,-71.11467743,-43.71763229,-45.41847992,-46.43251038
1571.54,-64.11400604,-67.80269623,-71.24947357,-43.98759079,-45.47494507,-46.48710632
1571.55,-64.28808594,-67.88610077,-71.3143158,-44.22910309,-45.56971359,-46.4654541
1571.56,-64.41400146,-67.82118225,-71.44054413,-44.24083328,-45.56565857,-46.57768631
1571.57,-64.63809967,-67.82861328,-71.44935608,-44.31145859,-45.58480453,-46.61109161
1571.58,-64.85434723,-67.72599792,-71.53577423,-44.24669266,-45.68731689,-46.5813446
1571.59,-65.11798096,-67.57455444,-71.6300354,-44.19796371,-45.76324081,-46.49327087
1571.6,-65.45090485,-67.45831299,-71.5806427,-44.06962967,-45.70282745,-46.60274124
1571.61,-65.81781769,-67.31245422,-71.45014191,-43.91318893,-45.69503403,-46.49527359
1571.62,-66.29333496,-67.24990845,-71.2617569,-43.80424118,-45.82955933,-46.32910919
1571.63,-66.62683105,-67.21146393,-71.0013504,-43.67233276,-45.78657532,-46.25018692
1571.64,-66.91695404,-67.01999664,-70.74328613,-43.50515747,-45.66099548,-46.13097382
1571.65,-67.00815582,-66.9187851,-70.63497925,-43.23648071,-45.70475388,-46.06360626
1571.66,-66.98739624,-66.74798584,-70.57297516,-43.1113739,-45.62291718,-46.05707169
1571.67,-66.8922348,-66.46924591,-70.55747986,-43.00888062,-45.52028656,-45.98332214
1571.68,-66.63652802,-66.29284668,-70.57196045,-42.62546921,-45.57532883,-45.89466095
1571.69,-66.47895813,-66.13289642,-70.58670807,-42.4778862,-45.46102905,-45.8141098
1571.7,-66.21598053,-65.98194122,-70.58766937,-42.4126358,-45.33186722,-45.71845627
1571.71,-65.91678619,-65.88169098,-70.4625473,-42.29173279,-45.25971985,-45.66931915
1571.72,-65.66346741,-65.76711273,-70.35464478,-42.18752289,-45.05998611,-45.6318512
1571.73,-65.35561371,-65.75922394,-70.23280334,-42.14396667,-44.98434448,-45.57217026
1571.74,-65.08361053,-65.69699097,-70.2175827,-42.09661102,-45.0041008,-45.48752594
1571.75,-64.7437439,-65.65577698,-70.37107849,-42.06681061,-44.82658005,-45.57418823
1571.76,-64.43914032,-65.65473175,-70.49710083,-42.0811882,-44.65644836,-45.55562973
1571.77,-64.17370605,-65.65765381,-70.68684387,-42.17002869,-44.60980225,-45.40507507
1571.78,-63.92011261,-65.69535828,-70.86753845,-42.23731232,-44.48796463,-45.39862823
1571.79,-63.68502808,-65.71748352,-70.99185944,-42.29076004,-44.26185608,-45.37940598
1571.8,-63.3842659,-65.76361084,-71.16762543,-42.33958435,-44.24959564,-45.30120087
1571.81,-63.14524078,-65.87590027,-71.33630371,-42.50302887,-44.24775314,-45.30604935
1571.82,-62.89764023,-65.95768738,-71.53736877,-42.61561584,-44.13933945,-45.30037308
1571.83,-62.67565155,-66.08408356,-71.81519318,-42.5836792,-44.11087799,-45.33153152
1571.84,-62.51488495,-66.32085419,-72.13963318,-42.57881546,-44.16846466,-45.32484055
1571.85,-62.40571976,-66.52182007,-72.28936768,-42.82822037,-44.1586647,-45.1880188
1571.86,-62.32665253,-66.74961853,-72.38344574,-42.75257874,-44.143116,-45.05008316
1571.87,-62.25595856,-67.04849243,-72.44652557,-42.65755463,-44.13824081,-44.98890305
1571.88,-62.26195526,-67.34951782,-72.49028015,-42.95938492,-44.12900162,-44.89832687
1571.89,-62.23892593,-67.62788391,-72.57098389,-42.99901199,-44.18008423,-44.74465942
1571.9,-62.26447296,-67.85228729,-72.66255951,-42.93460846,-44.2513237,-44.70911407
1571.91,-62.34025192,-68.09986115,-72.89589691,-42.91623306,-44.25273514,-44.6111412
1571.92,-62.40998077,-68.36070251,-73.06391144,-42.98233032,-44.37346268,-44.43876266
1571.93,-62.57846832,-68.53194427,-73.23749542,-43.01811218,-44.39815521,-44.42361069
1571.94,-62.73847198,-68.72171021,-73.34741211,-42.98387909,-44.31089401,-44.50455856
1571.95,-62.95384598,-68.94743347,-73.22493744,-42.94229126,-44.4814682,-44.3478241
1571.96,-63.21267319,-69.29203033,-73.06368256,-42.93379593,-44.7522583,-44.32896423
1571.97,-63.4451561,-69.41207886,-72.91277313,-42.93910217,-44.63883591,-44.46535492
1571.98,-63.71166992,-69.6161499,-72.68037415,-42.89353943,-44.6762085,-44.56263351
1571.99,-64.00860596,-69.83415222,-72.54073334,-42.82356644,-44.94781876,-44.71728516
1572,-64.39634705,-69.86539459,-72.28514862,-42.94390488,-44.98675537,-44.78464127
1572.01,-64.79079437,-69.77741241,-72.15372467,-42.8715477,-45.05179977,-44.90657425
1572.02,-65.28416443,-69.50411987,-71.91773224,-42.8351059,-45.05331421,-45.11791992
1572.03,-65.87004852,-69.32463074,-71.60365295,-43.01074982,-45.07279587,-45.24742508
1572.04,-66.42210388,-69.19559479,-71.37006378,-43.11120224,-45.01821136,-45.4186554
1572.05,-66.97229767,-69.08982086,-71.0687561,-43.0130043,-44.9900322,-45.65472794
1572.06,-67.5324707,-69.07310486,-70.7576828,-43.18039322,-45.06863022,-45.89579773
1572.07,-68.16218567,-68.96813965,-70.47840881,-43.34737396,-45.03598022,-46.04936218
1572.08,-68.62229156,-68.81195831,-70.10410309,-43.33844757,-45.02545166,-46.26636505
1572.09,-69.10218048,-68.62593079,-69.77787018,-43.28848648,-44.93749237,-46.63333511
1572.1,-69.32791901,-68.519104,-69.51725769,-43.28417969,-44.88436127,-46.71347046
1572.11,-69.34156036,-68.42172241,-69.3274765,-43.32321167,-44.96223068,-46.84740829
1572.12,-69.15624237,-68.31005096,-69.22169495,-43.33177185,-44.81689072,-47.19287491
1572.13,-68.67517853,-68.24882507,-69.17757416,-43.10365295,-44.73407364,-47.25094986
1572.14,-67.92881012,-68.23252106,-69.17225647,-42.95297241,-44.75180054,-47.27129364
1572.15,-67.37786102,-68.25004578,-69.22705078,-43.01216125,-44.63219452,-47.35613251
1572.16,-66.64941406,-68.0880127,-69.32366943,-42.87361145,-44.44112396,-47.4176178
1572.17,-66.02301788,-67.914711,-69.38056946,-42.59862137,-44.41997147,-47.38278198
1572.18,-65.47422028,-67.69054413,-69.47188568,-42.52127075,-44.32484818,-47.29848099
1572.19,-65.02338409,-67.40422058,-69.47311401,-42.5124588,-44.27170181,-47.19955063
1572.2,-64.63751984,-67.21498108,-69.51826477,-42.3025856,-44.12412643,-47.11945343
1572.21,-64.2644043,-67.08608246,-69.51483154,-42.27526093,-43.99742508,-47.02376556
1572.22,-63.94684982,-67.09465027,-69.49232483,-42.26000214,-43.95603943,-46.84347534
1572.23,-63.65700912,-67.00012207,-69.55218506,-42.186306,-43.98534393,-46.71198654
1572.24,-63.35002899,-66.86859894,-69.54099274,-42.10782623,-43.90614319,-46.76093292
1572.25,-63.12283325,-66.66814423,-69.53372955,-42.1075058,-43.83320618,-46.64897919
1572.26,-62.89582825,-66.53363037,-69.61330414,-42.11129761,-43.94372177,-46.54618835
1572.27,-62.73032761,-66.36099243,-69.68349457,-42.1671524,-43.88696289,-46.54306793
1572.28,-62.60166931,-66.17266846,-69.81176758,-42.19283676,-43.79751205,-46.50675583
1572.29,-62.5089035,-66.1693573,-69.96039581,-42.30270386,-43.94082642,-46.45711899
1572.3,-62.48423386,-66.10169983,-70.04066467,-42.45938873,-43.98745728,-46.47215271
1572.31,-62.49455261,-66.01264954,-70.06350708,-42.5806427,-44.02770996,-46.50944901
1572.32,-62.53453064,-65.95357513,-70.04905701,-42.58315277,-44.14201736,-46.47328568
1572.33,-62.60676575,-65.88539124,-69.94348145,-42.83402252,-44.27034378,-46.45772171
1572.34,-62.75643158,-65.80971527,-69.88157654,-43.0685463,-44.34791946,-46.40681458
1572.35,-62.8754921,-65.7407074,-69.79623413,-43.06934738,-44.53157806,-46.46857452
1572.36,-63.092556,-65.76096344,-69.64888763,-43.26399231,-44.72180557,-46.48332596
1572.37,-63.32934952,-65.81794739,-69.55289459,-43.57767868,-44.93071365,-46.41957092
1572.38,-63.58311844,-65.80408478,-69.41197968,-43.68867874,-45.1962738,-46.29524612
1572.39,-63.79690933,-65.86251831,-69.37365723,-43.76716232,-45.30166626,-46.36082077
1572.4,-63.96894455,-65.87747955,-69.32302856,-43.96931076,-45.60675049,-46.22232819
1572.41,-64.1836319,-65.90874481,-69.20716095,-44.11564255,-45.9212265,-46.02065277
1572.42,-64.34361267,-65.87132263,-69.19498444,-44.16183853,-46.12555695,-45.99959946
1572.43,-64.54273987,-65.84287262,-69.13462067,-44.23157883,-46.20502853,-45.94430923
1572.44,-64.81733704,-65.8766098,-69.13743591,-44.37234497,-46.58896637,-45.77732849
1572.45,-65.03216553,-65.98493958,-69.18453979,-44.49401093,-46.99614716,-45.68609619
1572.46,-65.32652283,-65.9703064,-69.22727203,-44.54051208,-46.88725662,-45.64184189
1572.47,-65.56635284,-66.09252167,-69.28787994,-44.41487503,-47.13722992,-45.56896591
1572.48,-65.82396698,-66.32218933,-69.2862854,-44.4136734,-47.52300644,-45.56022263
1572.49,-66.09533691,-66.39749146,-69.3044281,-44.44576263,-47.55091476,-45.49814224
1572.5,-66.30789948,-66.54850769,-69.29918671,-44.38612747,-47.81168365,-45.52860641
1572.51,-66.51551056,-66.64029694,-69.22933197,-44.33126068,-47.72600937,-45.5214653
1572.52,-66.69028473,-66.70863342,-69.17711639,-44.42977142,-47.79981613,-45.56830597
1572.53,-66.8298645,-66.66236877,-69.10914612,-44.42982864,-47.83240891,-45.65410995
1572.54,-66.9719696,-66.58097839,-68.94322205,-44.41176605,-47.8432045,-45.72743607
1572.55,-67.05204773,-66.54411316,-68.80364227,-44.45388412,-47.64425278,-45.72560501
1572.56,-67.14162445,-66.52385712,-68.65207672,-44.51055145,-47.41300201,-45.74711609
1572.57,-67.17384338,-66.50614929,-68.47471619,-44.50080872,-47.18587875,-45.92938614
1572.58,-67.10187531,-66.53042603,-68.39109802,-44.52609253,-46.92259979,-46.18305206
1572.59,-67.05856323,-66.5521698,-68.26387024,-44.53144836,-46.90122986,-46.14582443
1572.6,-66.92238617,-66.59764862,-68.20378876,-44.54998779,-46.88127136,-46.286026
1572.61,-66.72193146,-66.4593277,-68.25064087,-44.59772873,-46.50275421,-46.54768372
1572.62,-66.55619812,-66.42253876,-68.26890564,-44.54854584,-46.24368286,-46.64318085
1572.63,-66.205513,-66.47692871,-68.35070038,-44.51506805,-46.17975235,-46.7812233
1572.64,-65.94332123,-66.46018219,-68.44470978,-44.57312012,-45.95069504,-46.80215836
1572.65,-65.65003204,-66.45352173,-68.53813171,-44.48031998,-45.71769714,-46.96899796
1572.66,-65.35713196,-66.52857971,-68.61328125,-44.47141647,-45.51795959,-46.98855972
1572.67,-65.14744568,-66.57460785,-68.64220428,-44.54619598,-45.33634186,-46.96520996
1572.68,-64.94396973,-66.4997406,-68.74749756,-44.41457367,-45.12120819,-46.96631241
1572.69,-64.78987885,-66.48480988,-68.79537964,-44.15105057,-44.87842178,-46.90604401
1572.7,-64.68066406,-66.48970032,-68.8589859,-44.12192154,-44.64894104,-46.77663803
1572.71,-64.52503967,-66.55924225,-68.98744202,-44.11126328,-44.46731186,-46.5336113
1572.72,-64.42830658,-66.63399506,-69.10614777,-44.04393768,-44.33870316,-46.41717911
1572.73,-64.38576508,-66.79368591,-69.21614075,-43.92310715,-44.08688736,-46.46757126
1572.74,-64.29045868,-66.99304199,-69.35791779,-43.9332428,-43.88267517,-46.20736694
1572.75,-64.27505493,-67.13250732,-69.40650177,-43.92208481,-43.94898224,-46.04085541
1572.76,-64.23233032,-67.2300415,-69.52206421,-43.94205856,-43.75402451,-46.01647949
1572.77,-64.18708801,-67.32356262,-69.6457901,-43.98844528,-43.61132431,-45.87157822
1572.78,-64.21512604,-67.48402405,-69.57673645,-44.04896164,-43.63521957,-45.76465988
1572.79,-64.19950104,-67.59372711,-69.61113739,-44.16270828,-43.47442245,-45.72885132
1572.8,-64.27804565,-67.7080307,-69.60134125,-44.26074982,-43.32407761,-45.74849701
1572.81,-64.31738281,-68.03708649,-69.47898865,-44.26984024,-43.38785553,-45.69654083
1572.82,-64.36677551,-68.26407623,-69.38461304,-44.45854568,-43.42855453,-45.68737793
1572.83,-64.50395203,-68.36090851,-69.2558136,-44.62442398,-43.37122726,-45.71165466
1572.84,-64.50678253,-68.49961853,-69.11101532,-44.63674545,-43.41205597,-45.78646469
1572.85,-64.57318115,-68.5585556,-68.98065186,-44.80028534,-43.4981575,-45.79822159
1572.86,-64.65786743,-68.57788086,-68.79745483,-44.93553543,-43.56589127,-45.86687088
1572.87,-64.65904999,-68.48318481,-68.66311646,-45.00920105,-43.70113754,-45.9687233
1572.88,-64.69527435,-68.43806458,-68.50442505,-45.23942566,-43.8011322,-46.04429626
1572.89,-64.73059082,-68.49986267,-68.36504364,-45.61141586,-43.9501915,-46.16174698
1572.9,-64.7390976,-68.46099854,-68.29998016,-45.77046585,-44.11947632,-46.27309799
1572.91,-64.82330322,-68.45141602,-68.23942566,-45.82580185,-44.29368591,-46.55524445
1572.92,-64.87683868,-68.43099976,-68.22480774,-45.75200653,-44.40900803,-46.65035248
1572.93,-64.90136719,-68.40487671,-68.23143768,-45.83340073,-44.69884109,-46.57572937
1572.94,-65.02494049,-68.3155365,-68.29320526,-46.00927734,-44.98289108,-46.77838135
1572.95,-65.11502075,-68.1388092,-68.4225769,-45.93159485,-44.97563171,-46.95228195
1572.96,-65.24196625,-68.02597809,-68.5067749,-45.68479919,-45.29600525,-47.02392578
1572.97,-65.39910126,-67.9865799,-68.61981201,-45.60122299,-45.61711502,-47.08835602
1572.98,-65.54172516,-67.90512848,-68.79105377,-45.55197525,-45.78138733,-47.06589508
1572.99,-65.73256683,-67.90219879,-68.8937149,-45.46949005,-46.07622528,-47.03881454
1573,-65.92883301,-67.86411285,-68.95063019,-45.3176384,-46.2517128,-47.04888916
1573.01,-66.20872498,-67.77282715,-68.98339081,-45.23829269,-46.33765411,-47.10309982
1573.02,-66.49026489,-67.6609726,-68.94900513,-45.07230377,-46.4961319,-47.02346802
1573.03,-66.79766083,-67.53931427,-68.8618927,-44.91554642,-46.68231964,-46.96308899
1573.04,-67.26503754,-67.44192505,-68.80632019,-44.83448029,-46.60608673,-46.85504913
1573.05,-67.69586182,-67.42647552,-68.70806885,-44.7834816,-46.57777405,-46.75878525
1573.06,-68.03787994,-67.40265656,-68.721138,-44.64209747,-46.46766663,-46.78811646
1573.07,-68.38619232,-67.45828247,-68.68734741,-44.53382492,-46.23443604,-46.79310989
1573.08,-68.57923889,-67.49598694,-68.77229309,-44.41901016,-46.28275299,-46.74994278
1573.09,-68.63539124,-67.39754486,-68.93134308,-44.35551834,-46.18993759,-46.76560211
1573.1,-68.65454865,-67.2675705,-68.97673035,-44.28617859,-45.90185165,-46.8104744
1573.11,-68.48763275,-67.03872681,-69.05008698,-44.1059494,-45.7784996,-46.8497467
1573.12,-68.28835297,-66.90355682,-69.06497955,-44.10233307,-45.7910881,-47.00932312
1573.13,-67.96629333,-66.73271179,-69.11003876,-44.12125778,-45.64558029,-47.10919189
1573.14,-67.65707397,-66.62260437,-69.1436615,-43.80538177,-45.56739807,-47.19798279
1573.15,-67.38053131,-66.62935638,-69.16271973,-43.75255585,-45.49036407,-47.28544998
1573.16,-67.00382996,-66.56630707,-69.20616913,-43.71460724,-45.46581268,-47.26317596
1573.17,-66.77069855,-66.40251923,-69.21910858,-43.509552,-45.3248024,-47.41463852
1573.18,-66.62422943,-66.28385925,-69.17954254,-43.27354813,-45.1999321,-47.5381813
1573.19,-66.41172791,-66.14865112,-69.20285034,-43.1280632,-45.16448212,-47.55229187
1573.2,-66.24211121,-66.043396,-69.2309494,-43.03728485,-45.16966248,-47.37844849
1573.21,-66.09226227,-65.98265839,-69.27729797,-42.89357758,-45.12136459,-47.41175461
1573.22,-65.91358185,-65.93447113,-69.44776917,-42.73799133,-44.98283768,-47.56838226
1573.23,-65.78344727,-66.00246429,-69.56006622,-42.66277313,-44.95614243,-47.38793564
1573.24,-65.59772491,-66.04021454,-69.64102173,-42.63499069,-45.14551926,-47.34196854
1573.25,-65.42510223,-66.0165329,-69.79390717,-42.61341095,-45.05850983,-47.35923004
1573.26,-65.29708862,-66.02361298,-69.78596497,-42.58081436,-45.11462021,-47.21009827
1573.27,-65.16242981,-66.05956268,-69.84220123,-42.59678268,-45.27254486,-47.08034515
1573.28,-65.08888245,-66.08570862,-69.787117,-42.68324661,-45.30002213,-46.89832306
1573.29,-65.0124054,-66.13317871,-69.6129303,-42.66973495,-45.40546417,-46.80564117
1573.3,-64.91416168,-66.20314789,-69.49651337,-42.69233322,-45.60976028,-46.6490097
1573.31,-64.91197205,-66.32553864,-69.34188843,-42.840271,-45.76062393,-46.4640007
1573.32,-64.92087555,-66.32817078,-69.23304749,-42.93039703,-45.82913208,-46.20746613
1573.33,-64.96834564,-66.35002136,-69.13946533,-42.98478317,-45.91525269,-46.02611923
1573.34,-65.04570007,-66.38015747,-68.97434998,-43.20674133,-45.9977684,-45.91893768
1573.35,-65.12419891,-66.34988403,-68.82606506,-43.33996201,-46.09706879,-45.75121689
1573.36,-65.30931854,-66.38041687,-68.67489624,-43.48228455,-46.16402435,-45.74679184
1573.37,-65.46582794,-66.48221588,-68.58652496,-43.7135849,-46.35473633,-45.65385437
1573.38,-65.56483459,-66.58130646,-68.55276489,-44.05796814,-46.52654266,-45.60048294
1573.39,-65.75485992,-66.63919067,-68.44845581,-44.25331879,-46.6088028,-45.63763046
1573.4,-65.91134644,-66.66590118,-68.46689606,-44.41743088,-46.71095657,-45.77456665
1573.41,-66.04934692,-66.688797,-68.5337677,-44.51929092,-46.85767365,-45.80521011
1573.42,-66.25931549,-66.78475189,-68.5954895,-44.78438187,-47.15669632,-45.82411957
1573.43,-66.41765594,-66.8371048,-68.7360611,-45.06579971,-47.26067734,-45.99160767
1573.44,-66.63957214,-66.92427826,-68.82213593,-44.94477463,-47.21100235,-46.13039398
1573.45,-66.89139557,-67.06011963,-68.876297,-44.77283859,-47.46006775,-46.25951385
1573.46,-67.12438202,-67.18827057,-68.96484375,-44.94781113,-47.66644287,-46.40168381
1573.47,-67.43777466,-67.17471313,-69.00344849,-44.83864212,-47.77781296,-46.51195908
1573.48,-67.7135849,-67.26958466,-69.05747986,-44.64396667,-47.81424713,-46.69711304
1573.49,-68.02468872,-67.30407715,-69.07225037,-44.66267395,-47.91568756,-46.79745102
1573.5,-68.44444275,-67.34255981,-69.14694214,-44.59503174,-48.0348587,-46.91290665
1573.51,-68.75873566,-67.30503845,-69.1971283,-44.43877411,-48.05321884,-47.02843475
1573.52,-69.07679749,-67.26394653,-69.20245361,-44.29344559,-48.00920105,-47.1565094
1573.53,-69.46205902,-67.27223206,-69.20969391,-44.25064087,-47.9653511,-47.15637207
1573.54,-69.74320221,-67.29212952,-69.21204376,-44.19346237,-47.94714355,-47.1923027
1573.55,-69.92269135,-67.27081299,-69.25229645,-44.10012054,-47.71981049,-47.45448685
1573.56,-69.94933319,-67.21125031,-69.25819397,-44.03675461,-47.56460571,-47.33380127
1573.57,-69.86429596,-67.22068787,-69.31329346,-44.00241852,-47.5644722,-47.24510193
1573.58,-69.68087769,-67.18095398,-69.40232849,-43.96766281,-47.3064537,-47.21696091
1573.59,-69.32372284,-67.18386841,-69.52133179,-43.96485519,-47.04695129,-47.21079636
1573.6,-68.93608856,-67.24620819,-69.53007507,-43.9056282,-46.971241,-47.19776535
1573.61,-68.5426178,-67.24013519,-69.50042725,-44.03746796,-46.88371277,-47.15485382
1573.62,-68.06232452,-67.16537476,-69.45591736,-44.04065704,-46.74354553,-47.12701797
1573.63,-67.70616913,-67.07642365,-69.33644104,-43.96255875,-46.63710785,-47.09144974
1573.64,-67.42100525,-67.00896454,-69.26698303,-44.16635513,-46.53147888,-47.06724548
1573.65,-67.13392639,-66.9849472,-69.17500305,-44.35216522,-46.33319855,-47.03466797
1573.66,-66.95240021,-66.96084595,-69.08683014,-44.2218399,-46.16387939,-47.03599548
1573.67,-66.76182556,-67.051651,-69.09407043,-44.28070068,-46.09653091,-47.0733757
1573.68,-66.61844635,-67.06620789,-69.11103821,-44.38510895,-45.95697784,-47.03759766
1573.69,-66.47319794,-67.10948944,-69.10661316,-44.4106636,-45.87392807,-47.00587845
1573.7,-66.31452942,-67.19621277,-69.15513611,-44.38179016,-45.70788956,-47.045784
1573.71,-66.22039032,-67.33115387,-69.11194611,-44.42146301,-45.56675339,-47.0395813
1573.72,-66.14743042,-67.56542969,-69.04420471,-44.4522171,-45.60808182,-47.0484581
1573.73,-66.08914948,-67.76024628,-68.96543121,-44.53471375,-45.58451843,-47.13649368
1573.74,-66.06930542,-67.88988495,-68.78429413,-44.46195221,-45.52099609,-47.10354614
1573.75,-66.07512665,-68.11034393,-68.63101959,-44.46105576,-45.56804657,-47.03245544
1573.76,-66.08982849,-68.32824707,-68.530159,-44.54865646,-45.61828232,-47.0626297
