wav,n10,n20,n30,ref 10,ref 20,ref 30
1520,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.01,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.02,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.03,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.04,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.05,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.06,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.07,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.08,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.09,-67.41910553,-65.58327484,-70.03343964,-41.92118073,-42.43281555,-42.0069313
1520.1,-67.34376526,-65.47116089,-69.96551514,-41.95373917,-42.36280441,-41.9411087
1520.11,-67.22201538,-65.32622528,-69.9272995,-41.95448303,-42.35614014,-41.84641266
1520.12,-67.28458405,-65.23918915,-69.87871552,-41.93799591,-42.40939331,-41.82686234
1520.13,-67.28780365,-65.11225128,-69.88394165,-41.95578766,-42.38119507,-41.73636246
1520.14,-67.36194611,-64.93305969,-69.92128754,-41.89667511,-42.42088318,-41.63886642
1520.15,-67.30474854,-64.87043762,-69.90682983,-41.9400444,-42.38298798,-41.61170578
1520.16,-67.22943115,-64.7952652,-70.00698853,-41.97906494,-42.6065712,-41.5934639
1520.17,-67.13907623,-64.77493286,-70.16364288,-41.9317627,-42.60518265,-41.48480988
1520.18,-67.10131073,-64.80548859,-70.36598969,-41.95311356,-42.78982162,-41.55448914
1520.19,-67.01528931,-64.82997894,-70.56776428,-42.02572632,-42.87628937,-41.48963547
1520.2,-66.92082214,-64.85409546,-70.82512665,-42.10704422,-42.96334839,-41.52621841
1520.21,-66.83694458,-64.80318451,-70.9800415,-42.12557983,-42.80115509,-41.68926239
1520.22,-66.78132629,-64.81646729,-71.18054199,-42.13505554,-42.7720108,-41.59910965
1520.23,-66.78606415,-64.84868622,-71.2251358,-41.92748642,-42.97367096,-41.37799454
1520.24,-66.84212494,-64.90234375,-71.28337097,-41.87709045,-42.95598602,-41.41092682
1520.25,-66.95055389,-64.98433685,-71.37838745,-41.83835983,-42.98603439,-41.31153107
1520.26,-67.0850296,-65.03606415,-71.26087189,-41.85957718,-42.92711639,-41.27209091
1520.27,-67.18839264,-65.08636475,-71.34576416,-41.71089935,-42.87123871,-41.35528946
1520.28,-67.27085876,-65.11168671,-71.26189423,-41.67754364,-42.8113327,-41.43828583
1520.29,-67.37911224,-65.18205261,-71.17159271,-41.5982666,-42.92749023,-41.44446564
1520.3,-67.45915985,-65.22792053,-71.07745361,-41.56118774,-42.86775208,-41.45380402
1520.31,-67.61940002,-65.32730103,-70.88047791,-41.63806152,-42.86519623,-41.37649918
1520.32,-67.70311737,-65.39705658,-70.79677582,-41.63907242,-42.92164612,-41.28225327
1520.33,-67.8984375,-65.44728851,-70.62391663,-41.75910187,-42.72104645,-41.3834343
1520.34,-68.0355072,-65.64108276,-70.56878662,-41.80973816,-42.80445099,-41.44524765
1520.35,-68.1831665,-65.69374847,-70.61437988,-41.8040657,-42.79883575,-41.33827972
1520.36,-68.38310242,-65.84864807,-70.55289459,-41.84659576,-42.72097397,-41.37945557
1520.37,-68.6395874,-65.98044586,-70.46710968,-41.96263885,-42.56501007,-41.36129761
1520.38,-69.01641083,-66.10085297,-70.37316895,-41.95216751,-42.55535126,-41.37351227
1520.39,-69.38818359,-66.25198364,-70.23334503,-41.87903976,-42.30430603,-41.4992218
1520.4,-69.79202271,-66.3572464,-70.19636536,-41.98452759,-42.18018341,-41.51228333
1520.41,-70.08301544,-66.60457611,-70.12969971,-41.89187241,-42.31126022,-41.30884552
1520.42,-70.31040192,-66.7183609,-70.07138824,-41.98257446,-42.21034241,-41.36231995
1520.43,-70.50184631,-66.83194733,-70.02854919,-42.11267853,-42.10944748,-41.588974
1520.44,-70.63883209,-66.89391327,-69.97480774,-42.28625107,-42.09593964,-41.622612
1520.45,-70.68354034,-66.93453979,-69.95316315,-42.17759323,-42.06744003,-41.81571198
1520.46,-70.65042114,-66.98464203,-70.03766632,-42.19738007,-41.97674179,-41.89770889
1520.47,-70.6261673,-66.98577118,-70.08058929,-42.15712738,-42.11005402,-41.96654892
1520.48,-70.54457092,-67.02374268,-70.20478058,-42.05225372,-42.05199814,-42.00236893
1520.49,-70.59030151,-67.01998901,-70.33837128,-42.15692902,-41.90499878,-42.25600433
1520.5,-70.61138153,-67.0785141,-70.48779297,-42.10014343,-41.99944305,-42.22806549
1520.51,-70.65174103,-67.18011475,-70.69559479,-42.07923889,-41.90152359,-42.39023972
1520.52,-70.68526459,-67.27684021,-70.82975769,-41.96800232,-42.00094223,-42.4899292
1520.53,-70.72180176,-67.43630219,-71.05123901,-41.86750793,-42.17219162,-42.22580338
1520.54,-70.8813858,-67.55278778,-71.18458557,-41.87341309,-42.20217896,-42.20268631
1520.55,-71.03231812,-67.66366577,-71.25040436,-41.91233444,-42.07634354,-42.18696976
1520.56,-71.365448,-67.78935242,-71.41706848,-41.96257019,-42.11914825,-42.14563751
1520.57,-71.44012451,-67.88162231,-71.53102875,-41.81800842,-42.07936859,-42.00460434
1520.58,-71.47289276,-67.9802475,-71.62418365,-41.92855453,-41.98407745,-42.00036621
1520.59,-71.43968201,-68.04142761,-71.76663208,-41.89033508,-42.13499451,-41.72761536
1520.6,-71.4441452,-68.06027985,-71.79213715,-41.86956024,-42.09365082,-41.69348145
1520.61,-71.54768372,-68.04056549,-71.95219421,-42.00141525,-41.97473145,-41.75808334
1520.62,-71.62436676,-67.95560455,-72.12850952,-42.07582474,-41.96206284,-41.71022797
1520.63,-71.66738129,-67.96357727,-72.31642151,-42.0614624,-41.96191788,-41.60838699
1520.64,-71.64750671,-67.91663361,-72.49237061,-42.00872803,-41.79102325,-41.50081253
1520.65,-71.66246033,-67.94833374,-72.61513519,-42.19567871,-41.91347504,-41.41351318
1520.66,-71.69879913,-67.9356842,-72.68881226,-42.08771896,-42.04986191,-41.28728485
1520.67,-71.7098465,-67.93271637,-72.70152283,-42.33677292,-41.86002731,-41.28722763
1520.68,-71.73031616,-67.94154358,-72.55036163,-42.28219223,-41.99119568,-41.25764465
1520.69,-71.58849335,-67.8988266,-72.41860199,-42.25902939,-42.02727127,-41.06618881
1520.7,-71.48300934,-67.93653107,-72.19468689,-42.16822815,-42.03620529,-41.09399033
1520.71,-71.23039246,-67.87563324,-71.9222641,-42.09590149,-42.09848404,-40.99571609
1520.72,-70.95896912,-67.89289856,-71.76392365,-42.13167572,-42.05095673,-40.99156952
1520.73,-70.639534,-67.91423798,-71.38287354,-41.88734055,-42.08358765,-41.08336258
1520.74,-70.36752319,-67.88775635,-71.07461548,-41.83340454,-42.07106018,-41.13321686
1520.75,-70.05344391,-67.86901093,-70.73482513,-41.64189911,-42.16477966,-41.2149086
1520.76,-69.89725494,-67.65501404,-70.41434479,-41.61297226,-42.02879333,-41.20054626
1520.77,-69.82064056,-67.54655457,-70.20680237,-41.70945358,-42.24694824,-41.2946701
1520.78,-69.76254272,-67.30635071,-69.95611572,-41.59645081,-42.27036285,-41.19701004
1520.79,-69.741539,-67.12589264,-69.79682922,-41.70943451,-42.31867218,-41.3600235
1520.8,-69.73176575,-66.95418549,-69.62504578,-41.63975143,-42.37786865,-41.29992676
1520.81,-69.74597168,-66.78656006,-69.43547821,-41.7514801,-42.21601105,-41.33116913
1520.82,-69.76902771,-66.78084564,-69.29654694,-41.69203568,-42.24337387,-41.24308014
1520.83,-69.77373505,-66.70191193,-69.14116669,-41.76174164,-42.16859055,-41.28622818
1520.84,-69.70059967,-66.6770401,-69.07481384,-41.81260681,-42.40783691,-41.34334183
1520.85,-69.57050323,-66.52937317,-69.01668549,-41.81108093,-42.16270828,-41.38910294
1520.86,-69.41299438,-66.41964722,-69.0005188,-41.93861771,-42.06031418,-41.54621506
1520.87,-69.2698288,-66.38287354,-69.0185318,-41.87244034,-42.01568604,-41.45236969
1520.88,-69.14417267,-66.34805298,-69.10671997,-41.96231079,-41.87522125,-41.44838715
1520.89,-69.08573151,-66.37833405,-69.22521973,-42.01700974,-41.84046173,-41.48000336
1520.9,-69.0158844,-66.33322906,-69.37224579,-42.06425476,-41.6584053,-41.52412796
1520.91,-69.03668976,-66.33802032,-69.55298615,-42.06443787,-41.66452789,-41.56213379
1520.92,-69.02431488,-66.30501556,-69.71311188,-41.79452515,-41.61567688,-41.50537491
1520.93,-69.11017609,-66.23505402,-70.01628113,-42.0033493,-41.53593445,-41.58199692
1520.94,-69.13674164,-66.1989212,-70.33089447,-41.8691864,-41.50232697,-41.54083252
1520.95,-69.21917725,-66.12191772,-70.69140625,-41.88420105,-41.37589645,-41.56419373
1520.96,-69.18562317,-66.17034149,-71.08690643,-41.87249374,-41.51247787,-41.54822159
1520.97,-69.10303497,-66.17812347,-71.42018127,-41.61130142,-41.36906433,-41.51828003
1520.98,-69.09721375,-66.21234894,-71.83745575,-41.61862564,-41.383358,-41.64217377
1520.99,-68.99504852,-66.19906616,-72.15538788,-41.46363449,-41.27327347,-41.64134979
1521,-68.94255066,-66.17273712,-72.50912476,-41.51761627,-41.29889297,-41.68989563
1521.01,-68.85540771,-66.16777039,-72.97111511,-41.35581589,-41.42050171,-41.63350677
1521.02,-68.80397797,-66.11445618,-73.3731842,-41.23813629,-41.45896149,-41.69902039
1521.03,-68.83235168,-66.04789734,-73.860466,-41.30370712,-41.68159866,-41.6528244
1521.04,-68.881073,-65.99733734,-74.08998871,-41.22054672,-41.49307251,-41.68782043
1521.05,-69.03712463,-65.99620056,-74.16796112,-41.22641754,-41.6235733,-41.55677414
1521.06,-69.14266968,-66.00875092,-74.04067993,-41.11170197,-41.63159943,-41.39836502
1521.07,-69.20941162,-65.91486359,-73.70491791,-41.13973236,-41.67345047,-41.34809494
1521.08,-69.1631012,-65.85014343,-73.51222229,-41.16069031,-41.76682281,-41.30411911
1521.09,-68.97160339,-65.70644379,-73.22271729,-41.15424347,-41.58239365,-41.31407928
1521.1,-68.82962799,-65.62992859,-73.02336121,-41.24437332,-41.77179337,-41.27589798
1521.11,-68.66587067,-65.58740234,-72.77806854,-41.14622879,-41.74837494,-41.21556091
1521.12,-68.61459351,-65.45885468,-72.44633484,-41.42419052,-41.79610443,-41.21858215
1521.13,-68.55358124,-65.3842926,-72.07852936,-41.37458801,-41.81760406,-41.16298676
1521.14,-68.51156616,-65.25679016,-71.66080475,-41.57052231,-41.75686264,-41.07557297
1521.15,-68.46943665,-65.21578217,-71.2793808,-41.63153076,-41.89863586,-41.02777863
1521.16,-68.40412903,-65.14185333,-70.77137756,-41.5419693,-41.799263,-40.92572784
1521.17,-68.43351746,-65.00654602,-70.3453598,-41.79811478,-41.84228516,-41.06881714
1521.18,-68.42919159,-64.98763275,-69.92317963,-41.78184891,-41.86301422,-41.00628662
1521.19,-68.4906311,-64.98474121,-69.55652618,-41.92812729,-41.94016647,-41.07374573
1521.2,-68.5558548,-65.07440948,-69.21572876,-41.82275009,-41.94065857,-41.06232452
1521.21,-68.62228394,-65.16539764,-68.83018494,-41.78690338,-41.93396378,-41.01659775
1521.22,-68.67762756,-65.2221756,-68.5247879,-41.93574905,-41.96879959,-41.03238297
1521.23,-68.67469025,-65.33818054,-68.20944214,-41.87894058,-41.81867981,-40.99020004
1521.24,-68.6870575,-65.40344238,-67.97651672,-41.94893265,-42.01313019,-41.09612274
1521.25,-68.60877991,-65.52667236,-67.7339859,-41.86713409,-41.868927,-41.17663956
1521.26,-68.54660797,-65.59152222,-67.56482697,-41.92538071,-41.87879944,-41.2530899
1521.27,-68.49770355,-65.71447754,-67.50217438,-42.01620865,-42.0154953,-41.31293488
1521.28,-68.46511078,-65.78456116,-67.39128876,-42.10720825,-41.99559021,-41.21263504
1521.29,-68.58270264,-65.9094162,-67.33956909,-42.13999176,-42.24523926,-41.2917099
1521.3,-68.51583099,-66.04399109,-67.30438995,-42.07567596,-42.04660416,-41.2448349
1521.31,-68.58609009,-66.10145569,-67.31529236,-42.30969238,-42.06632996,-41.33717346
1521.32,-68.61396027,-66.28059387,-67.37443542,-42.25521851,-42.03762054,-41.37384415
1521.33,-68.62958527,-66.37676239,-67.4284668,-42.42440414,-41.91199112,-41.26470184
1521.34,-68.67424011,-66.50073242,-67.54724884,-42.31407547,-41.94837952,-41.31013107
1521.35,-68.68021393,-66.60982513,-67.65047455,-42.27650833,-41.78728867,-41.18402863
1521.36,-68.82048798,-66.69497681,-67.86336517,-42.45546722,-41.72389984,-41.24701309
1521.37,-68.8796463,-66.90008545,-68.09618378,-42.3693924,-41.69500732,-41.11896133
1521.38,-68.90945435,-67.0371933,-68.3614502,-42.46852875,-41.68981171,-41.21810913
1521.39,-68.90431213,-67.21088409,-68.63871002,-42.40159607,-41.62982178,-41.15898895
1521.4,-68.84715271,-67.31594086,-68.85932922,-42.3758316,-41.53896332,-40.93706131
1521.41,-68.74513245,-67.41160583,-69.17285919,-42.4097023,-41.64666748,-41.01459503
1521.42,-68.64568329,-67.53605652,-69.38180542,-42.19566345,-41.54574203,-40.88910294
1521.43,-68.56314087,-67.60588074,-69.67677307,-42.09362411,-41.53145599,-41.03424835
1521.44,-68.51374817,-67.7469635,-69.93648529,-41.94970703,-41.47616959,-40.9632225
1521.45,-68.51856995,-67.83538818,-70.22740173,-41.99160767,-41.59194565,-40.91273499
1521.46,-68.51558685,-67.98564148,-70.50070953,-41.89968491,-41.65785599,-40.98551941
1521.47,-68.50210571,-68.11923981,-70.49059296,-41.61418533,-41.60402298,-41.03268051
1521.48,-68.55444336,-68.34495544,-70.59770203,-41.58591461,-41.59996796,-41.09264374
1521.49,-68.51672363,-68.5422287,-70.62685394,-41.48209763,-41.59582901,-41.01335144
1521.5,-68.53585052,-68.69853973,-70.60986328,-41.5533905,-41.5719223,-41.01241684
1521.51,-68.38027954,-68.90837097,-70.62812805,-41.43218994,-41.59519958,-41.00972748
1521.52,-68.09063721,-69.13070679,-70.51830292,-41.28629684,-41.5711174,-40.9258728
1521.53,-67.86981201,-69.46215057,-70.42465973,-41.24713516,-41.76086044,-40.99450302
1521.54,-67.59442902,-69.83835602,-70.19636536,-41.21841049,-41.80710602,-41.04671478
1521.55,-67.47296143,-70.09017944,-69.98614502,-41.29892731,-41.67802429,-41.0991745
1521.56,-67.27101135,-70.30732727,-69.84954071,-41.31996536,-41.83140182,-41.18549347
1521.57,-67.11901855,-70.46172333,-69.63298798,-41.38063049,-41.8285675,-41.18426895
1521.58,-67.04480743,-70.49468994,-69.49994659,-41.42769241,-41.79813766,-41.0855751
1521.59,-66.94864655,-70.51616669,-69.35045624,-41.47502899,-41.77229691,-41.08771896
1521.6,-66.90068054,-70.39668274,-69.24899292,-41.60861206,-41.68465805,-41.31277466
1521.61,-66.88128662,-70.28813934,-69.05903625,-41.71650314,-41.67724609,-41.24489212
1521.62,-66.87689209,-70.02999115,-68.77577209,-41.86391449,-41.66558838,-41.30979919
1521.63,-66.8891449,-69.70475769,-68.48945618,-42.00925446,-41.694561,-41.15322113
1521.64,-66.88452148,-69.41085815,-68.13645172,-42.12677765,-41.72356033,-41.16137314
1521.65,-66.87689209,-68.87017059,-67.83324432,-42.1465683,-41.70274353,-41.33005142
1521.66,-66.86270905,-68.59780121,-67.51795197,-42.34506226,-41.7361908,-41.12182617
1521.67,-66.86222839,-68.15322113,-67.31047821,-42.55381012,-41.81955719,-41.10755157
1521.68,-66.87942505,-67.74182129,-67.07273102,-42.56956482,-41.67816162,-41.27905655
1521.69,-66.93462372,-67.49343109,-66.84264374,-42.65461731,-41.6652565,-41.26794052
1521.7,-67.04504395,-67.24037933,-66.58252716,-42.56415939,-41.80270386,-41.39260101
1521.71,-67.1966629,-67.09207916,-66.31121063,-42.52745056,-41.80107117,-41.36702347
1521.72,-67.49893951,-66.7310791,-66.09253693,-42.76813507,-41.66242218,-41.401371
1521.73,-67.73005676,-66.51425171,-65.86785889,-42.70011902,-41.52603149,-41.4599762
1521.74,-68.06931305,-66.21782684,-65.73165131,-42.77375031,-41.31952286,-41.41992569
1521.75,-68.32939911,-65.99795532,-65.61914063,-42.7908783,-41.55371094,-41.4851532
1521.76,-68.67847443,-65.88768005,-65.50653076,-42.77192688,-41.53995514,-41.49851227
1521.77,-69.0181427,-65.70498657,-65.43448639,-42.88292313,-41.5974884,-41.53853226
1521.78,-69.22783661,-65.62071228,-65.32997131,-42.79502106,-41.62398911,-41.68083191
1521.79,-69.50996399,-65.42645264,-65.24714661,-42.81900787,-41.6317749,-41.61016846
1521.8,-69.6643219,-65.31866455,-65.19395447,-42.86563492,-41.73373032,-41.6326561
1521.81,-69.75487518,-65.21338654,-65.20313263,-42.83998108,-41.62472534,-41.64799118
1521.82,-69.8147583,-65.11518097,-65.28419495,-42.9696579,-41.67377853,-41.77761841
1521.83,-69.81517792,-65.05148315,-65.36787415,-42.7746048,-41.70471954,-41.97784805
1521.84,-69.88697052,-64.99994659,-65.45969391,-42.74076843,-41.58327866,-41.8010788
1521.85,-69.88846588,-65.04788208,-65.54070282,-42.70848846,-41.55680847,-41.65396118
1521.86,-69.9224472,-65.01893616,-65.64945984,-42.41090393,-41.40166855,-41.73552704
1521.87,-69.87976074,-65.11164093,-65.70081329,-42.40344238,-41.27500153,-41.64330292
1521.88,-69.78749084,-65.25341797,-65.81621552,-42.24992752,-41.46196365,-41.41718292
1521.89,-69.62204742,-65.31549835,-65.95874786,-42.29277802,-41.3819046,-41.42690277
1521.9,-69.37947083,-65.34300995,-66.12203979,-42.28950882,-41.4570694,-41.35800552
1521.91,-69.01230621,-65.35992432,-66.2792511,-42.12388611,-41.43041229,-41.22332764
1521.92,-68.6061554,-65.46988678,-66.37966156,-42.06378555,-41.52705002,-41.24747086
1521.93,-68.2504425,-65.53184509,-66.56847382,-41.93003845,-41.64612961,-41.19754791
1521.94,-67.88098145,-65.65766144,-66.66130066,-41.88960266,-41.67916489,-41.19096375
1521.95,-67.59282684,-65.77433014,-66.75444794,-41.84523392,-41.67401505,-41.21260452
1521.96,-67.27765656,-65.80905914,-66.81698608,-41.64125061,-41.7069664,-41.12770844
1521.97,-67.02141571,-65.87628937,-66.85960388,-41.56858826,-41.80593872,-41.10914993
1521.98,-66.8260498,-65.9065094,-66.9675293,-41.50420761,-41.82488632,-40.92562866
1521.99,-66.6033783,-65.99375916,-67.08261108,-41.34328461,-41.77423477,-40.89698792
1522,-66.48443604,-66.08127594,-67.21019745,-41.13193893,-41.85783768,-40.86906052
1522.01,-66.41685486,-66.16570282,-67.2995224,-41.1317215,-41.84067535,-40.77953339
1522.02,-66.37468719,-66.29168701,-67.38262177,-41.0507431,-41.77166367,-40.83652115
1522.03,-66.37704468,-66.47558594,-67.45999908,-41.11719513,-41.76244736,-40.68850708
1522.04,-66.37503815,-66.59288788,-67.60144806,-41.11705399,-41.76563644,-40.73713684
1522.05,-66.42552185,-66.73783112,-67.78260803,-41.1250267,-41.80710602,-40.76799774
1522.06,-66.50805664,-66.78858948,-67.94263458,-41.21002197,-41.77669144,-40.6511116
1522.07,-66.65457916,-66.86920929,-68.21257019,-41.23985291,-41.65110779,-40.65848541
1522.08,-66.81026459,-66.90648651,-68.28646088,-41.35335159,-41.48152542,-40.64965439
1522.09,-66.99755859,-67.00518799,-68.3055191,-41.32078171,-41.52415848,-40.56391144
1522.1,-67.24456787,-67.17137146,-68.23738861,-41.33159256,-41.48456192,-40.50921249
1522.11,-67.61079407,-67.25271606,-68.07460022,-41.42154312,-41.45866776,-40.49613953
1522.12,-68.0446701,-67.4019928,-68.03260803,-41.39577103,-41.46229935,-40.47860336
1522.13,-68.50879669,-67.44527435,-67.8496933,-41.39157867,-41.39954758,-40.34822845
1522.14,-69.04529572,-67.513237,-67.69590759,-41.45993042,-41.44626617,-40.32413483
1522.15,-69.54237366,-67.4846344,-67.47567749,-41.4555397,-41.37885666,-40.35010529
1522.16,-70.0892334,-67.41832733,-67.27371979,-41.63464355,-41.29053879,-40.34368515
1522.17,-70.57764435,-67.45672607,-67.10326385,-41.6105423,-41.17847824,-40.33756638
1522.18,-70.99320221,-67.35197449,-66.84817505,-41.61484909,-41.14969635,-40.39560699
1522.19,-71.50016785,-67.35791016,-66.63195038,-41.86309052,-41.21908569,-40.43280029
1522.2,-71.71120453,-67.24830627,-66.32997894,-41.98875046,-41.17644501,-40.48649216
1522.21,-71.70941925,-67.13910675,-66.0162735,-41.9955864,-41.19591522,-40.46454239
1522.22,-71.59210968,-67.08747101,-65.72257233,-42.02832031,-41.31545258,-40.38729858
1522.23,-71.0893631,-66.95497131,-65.43395996,-41.86936569,-41.2399025,-40.3716011
1522.24,-70.6534729,-66.88985443,-65.18193054,-41.91098785,-41.23674393,-40.34450912
1522.25,-70.18146515,-66.77004242,-64.99814606,-41.95436096,-41.26668549,-40.40374756
1522.26,-69.66337585,-66.65382385,-64.87604523,-42.04177094,-41.25640869,-40.51151276
1522.27,-69.22023773,-66.42233276,-64.7399826,-42.07939148,-41.42128754,-40.66334915
1522.28,-68.81673431,-66.2517395,-64.63459778,-41.97644043,-41.38447571,-40.73563004
1522.29,-68.38881683,-66.08911133,-64.52136993,-42.02859116,-41.38939285,-40.81072235
1522.3,-68.05584717,-65.96125031,-64.44324493,-41.9378891,-41.40786743,-40.94264603
1522.31,-67.72440338,-65.87444305,-64.4355545,-41.90154648,-41.344841,-40.97136688
1522.32,-67.39479828,-65.80189514,-64.39266968,-41.92278671,-41.30226898,-41.01691818
1522.33,-67.13157654,-65.76983643,-64.41358948,-41.95910263,-41.27893448,-41.15657043
1522.34,-66.85139465,-65.71718597,-64.44972992,-42.027565,-41.19351959,-41.13596344
1522.35,-66.63538361,-65.73094177,-64.54932404,-42.03004837,-41.20340347,-41.1615715
1522.36,-66.41659546,-65.78385925,-64.64901733,-41.99475861,-41.19490051,-41.05236435
1522.37,-66.1945343,-65.85393524,-64.72055054,-42.05826569,-41.17983627,-40.9887886
1522.38,-66.04385376,-65.97621155,-64.87362671,-42.04685211,-41.21099472,-40.9403801
1522.39,-65.91624451,-66.07743835,-65.00286102,-41.99899292,-41.19911957,-40.810215
1522.4,-65.88235474,-66.23518372,-65.19629669,-41.89868546,-41.27583694,-40.79909134
1522.41,-65.87767029,-66.33209229,-65.43655396,-41.81784439,-41.29499054,-40.83871078
1522.42,-65.82487488,-66.41926575,-65.6835022,-41.77777481,-41.26292038,-40.78981781
1522.43,-65.92248535,-66.48457336,-65.97966766,-41.73594284,-41.3056488,-40.82726288
1522.44,-65.96126556,-66.51913452,-66.26438904,-41.66575241,-41.36439133,-40.88249969
1522.45,-66.04037476,-66.60101318,-66.52558899,-41.59151077,-41.31863785,-40.87521744
1522.46,-66.12747192,-66.69719696,-66.73103333,-41.51670074,-41.402565,-40.84159851
1522.47,-66.18257141,-66.82582092,-66.98159027,-41.50649261,-41.39159012,-40.69893646
1522.48,-66.2766037,-66.85922241,-67.27559662,-41.34996796,-41.42240524,-40.60606766
1522.49,-66.40119171,-66.88301849,-67.62962341,-41.26792145,-41.37393951,-40.58411789
1522.5,-66.51808167,-66.82250977,-68.03869629,-41.34305573,-41.3901329,-40.42132568
1522.51,-66.60327148,-66.64530945,-68.41159821,-41.46304703,-41.30408478,-40.58094406
1522.52,-66.69109344,-66.54497528,-68.84621429,-41.50756836,-41.45109177,-40.56777954
1522.53,-66.66192627,-66.48461914,-69.13117981,-41.54195023,-41.47386932,-40.63206863
1522.54,-66.70874023,-66.43227386,-69.43238831,-41.52854156,-41.57000732,-40.62581635
1522.55,-66.72924042,-66.38791656,-69.46791077,-41.54970169,-41.60544586,-40.56892014
1522.56,-66.74524689,-66.2857132,-69.45195007,-41.46537399,-41.60726547,-40.60706711
1522.57,-66.85340118,-66.14954376,-69.43534851,-41.48930359,-41.72604752,-40.56864929
1522.58,-66.83738708,-66.03106689,-69.1920166,-41.51191711,-41.7305336,-40.54030228
1522.59,-66.80483246,-65.80477142,-68.83428955,-41.39828873,-41.56676483,-40.62601852
1522.6,-66.67678833,-65.72664642,-68.48886871,-41.42193222,-41.54598999,-40.53904724
1522.61,-66.55213165,-65.6233902,-68.13521576,-41.42359924,-41.54172897,-40.62303543
1522.62,-66.51927185,-65.52045441,-67.78987122,-41.40385056,-41.51461029,-40.62393951
1522.63,-66.35414124,-65.40219879,-67.43688965,-41.49785995,-41.55819702,-40.52391052
1522.64,-66.26382446,-65.29371643,-67.16969299,-41.58998871,-41.51573181,-40.52389526
1522.65,-66.10993195,-65.17747498,-66.86198425,-41.57911682,-41.56255722,-40.50210953
1522.66,-66.01416779,-65.05632019,-66.61125183,-41.56143951,-41.49754333,-40.55021286
1522.67,-65.99274445,-64.96871948,-66.32823181,-41.52428818,-41.31919861,-40.55379105
1522.68,-65.95068359,-64.83647919,-66.03805542,-41.58271027,-41.27322388,-40.58685303
1522.69,-65.96686554,-64.75267792,-65.76796722,-41.56235504,-41.18175125,-40.65288162
1522.7,-65.98640442,-64.71459961,-65.54735565,-41.61646271,-41.12498474,-40.64221954
1522.71,-66.03993225,-64.71893311,-65.38264465,-41.70335007,-41.19320297,-40.58409119
1522.72,-66.10032654,-64.72528076,-65.25198364,-41.67146301,-41.11120224,-40.58480453
1522.73,-66.23057556,-64.70162964,-65.19057465,-41.56367111,-41.14172745,-40.50737381
1522.74,-66.27960205,-64.64942169,-65.12519073,-41.50546646,-41.16611862,-40.43676758
1522.75,-66.35599518,-64.55844879,-65.13610077,-41.45309067,-41.18164825,-40.39614105
1522.76,-66.41509247,-64.48913574,-65.13163757,-41.37700653,-41.17720032,-40.41585541
1522.77,-66.41243744,-64.4067688,-65.11745453,-41.35199738,-41.14117432,-40.46973801
1522.78,-66.42279053,-64.34416199,-65.1678772,-41.34416962,-41.14332199,-40.37886429
1522.79,-66.40074921,-64.27435303,-65.24150848,-41.35847092,-41.12285995,-40.45098495
1522.8,-66.33442688,-64.16246796,-65.37529755,-41.42889023,-41.17695618,-40.4909935
1522.81,-66.20659637,-64.06762695,-65.52929688,-41.42882538,-41.22000885,-40.4276886
1522.82,-66.03395081,-63.89323425,-65.71804047,-41.50919724,-41.12025452,-40.47387695
1522.83,-65.91307068,-63.80962753,-65.95657349,-41.54813766,-41.0260849,-40.51575851
1522.84,-65.71834564,-63.7611618,-66.13143158,-41.50791168,-41.06101227,-40.49860382
1522.85,-65.57794952,-63.73582077,-66.36586761,-41.50521851,-40.97169495,-40.41540527
1522.86,-65.28971863,-63.75609207,-66.57119751,-41.45620346,-41.05826187,-40.27875519
1522.87,-65.00325775,-63.72616959,-66.81807709,-41.48725128,-41.2383728,-40.19029236
1522.88,-64.68404388,-63.83348083,-67.14942169,-41.52881622,-41.42107391,-40.08495331
1522.89,-64.35662842,-63.83061981,-67.49897003,-41.59645081,-41.50543976,-39.97586823
1522.9,-64.112854,-63.87363434,-67.8494339,-41.50548553,-41.52507782,-40.03807449
1522.91,-63.88156509,-63.95384598,-68.17350769,-41.32043839,-41.5825386,-39.95272064
1522.92,-63.72198105,-63.99198532,-68.49298859,-41.29807663,-41.57564545,-39.90703583
1522.93,-63.56813431,-64.05193329,-68.77419281,-41.43222046,-41.62774658,-39.87777328
1522.94,-63.4481163,-64.14732361,-69.06782532,-41.30778122,-41.64922333,-39.86097717
1522.95,-63.31267548,-64.27864075,-69.32663727,-41.29226303,-41.7022171,-39.83644104
1522.96,-63.23608398,-64.45032501,-69.60262299,-41.32701111,-41.73262405,-39.78045654
