wav,TE0,TE1,ref
1548.37,-37.03286743,-36.30120087,-33.8319397
1548.38,-37.16902542,-36.15487289,-33.93777466
1548.39,-37.30553436,-36.07843399,-33.9054718
1548.4,-37.50254822,-36.05855179,-33.86310959
1548.41,-37.61878586,-35.93212509,-33.82749939
1548.42,-37.6607132,-35.69213867,-33.79177094
1548.43,-37.94546127,-35.72161484,-33.78138351
1548.44,-38.27213287,-35.64704132,-33.7557373
1548.45,-38.42630005,-35.46179962,-33.78868866
1548.46,-38.72504807,-35.34674454,-33.88367081
1548.47,-39.02329254,-35.30477905,-33.68582153
1548.48,-39.31246185,-35.10641479,-33.58916855
1548.49,-39.68041229,-34.95650864,-33.56866837
1548.5,-39.94805908,-34.83998489,-33.43685913
1548.51,-40.46295166,-34.78900528,-33.33566284
1548.52,-40.90843582,-34.6629715,-33.32830811
1548.53,-41.28731537,-34.45775223,-33.31035233
1548.54,-41.69178009,-34.39464951,-33.17776489
1548.55,-42.07051086,-34.17368698,-33.03048325
1548.56,-42.28166199,-33.99535751,-33.11985779
1548.57,-42.75239944,-33.85524368,-33.08105087
1548.58,-43.24856186,-33.76234436,-32.98534775
1548.59,-43.66852188,-33.63515472,-33.00938797
1548.6,-44.03720093,-33.43780518,-33.01610565
1548.61,-44.57960892,-33.36224365,-32.9715271
1548.62,-45.27394867,-33.38056183,-32.87402344
1548.63,-45.66022491,-33.2088356,-32.9727478
1548.64,-46.03102875,-33.17782974,-32.89852905
1548.65,-46.71113586,-33.16248322,-32.81604004
1548.66,-47.23238754,-33.17127991,-32.79743195
1548.67,-47.72022629,-33.08044815,-32.87573242
1548.68,-48.14824295,-33.08980179,-32.87900543
1548.69,-48.69161606,-33.14228058,-32.86185074
1548.7,-49.07484818,-33.14908218,-32.99121094
1548.71,-49.4042511,-33.05842209,-33.04071808
1548.72,-49.76081085,-33.09059906,-33.04481506
1548.73,-50.0942688,-33.15749741,-33.04463196
1548.74,-50.09184265,-33.13512802,-33.18867111
1548.75,-50.09926224,-33.26418304,-33.30026245
1548.76,-50.35194778,-33.33196259,-33.22009277
1548.77,-50.44818115,-33.44849396,-33.26087189
1548.78,-50.26292419,-33.45450211,-33.35696793
1548.79,-50.05704117,-33.42264557,-33.32248306
1548.8,-49.87714386,-33.52362823,-33.36023331
1548.81,-49.56641388,-33.49734879,-33.43570709
1548.82,-49.29767227,-33.51947021,-33.57053375
1548.83,-49.12882996,-33.65883636,-33.42620468
1548.84,-48.70848083,-33.60914612,-33.42415619
1548.85,-48.37664795,-33.60798645,-33.47584534
1548.86,-47.86825562,-33.43723297,-33.51573181
1548.87,-47.47796631,-33.56026459,-33.40688705
1548.88,-46.99089813,-33.57505417,-33.45629501
1548.89,-46.39600372,-33.49164963,-33.54288101
1548.9,-46.19441223,-33.50733948,-33.45359421
1548.91,-45.87553024,-33.69304657,-33.37678909
1548.92,-45.39651108,-33.61206818,-33.35615921
1548.93,-44.96276855,-33.54154968,-33.37333679
1548.94,-44.71096039,-33.58769608,-33.32234573
1548.95,-44.48403549,-33.59243011,-33.36933899
1548.96,-44.02927017,-33.57499695,-33.41146469
1548.97,-43.68022156,-33.58050537,-33.39760971
1548.98,-43.45266724,-33.69305801,-33.32386017
1548.99,-42.97919464,-33.69415665,-33.32251358
1549,-42.62380219,-33.69946289,-33.27122879
1549.01,-42.43854523,-33.81637955,-33.23177719
1549.02,-42.27809525,-33.84296036,-33.19066238
1549.03,-41.87171555,-33.82339859,-33.28730774
1549.04,-41.72733688,-33.96717453,-33.2832222
1549.05,-41.56271744,-34.09780884,-33.22201538
1549.06,-41.23735046,-34.28743744,-33.00069046
1549.07,-40.75387192,-34.17871475,-33.12916183
1549.08,-40.5399971,-34.27368927,-33.12087631
1549.09,-40.41667175,-34.40061951,-33.00945282
1549.1,-39.96397018,-34.41043091,-33.04127884
1549.11,-39.58843231,-34.32333374,-33.11516953
1549.12,-39.4417572,-34.54918671,-33.06028748
1549.13,-39.31666946,-34.75906372,-32.97134781
1549.14,-38.92162323,-34.7611618,-33.01716232
1549.15,-38.51971817,-34.74047089,-33.03858185
1549.16,-38.27878571,-34.82275009,-33.00972366
1549.17,-37.94712067,-34.85656357,-33.00042725
1549.18,-37.57639313,-34.84627151,-33.07165146
1549.19,-37.43453217,-35.09939575,-32.99269867
1549.2,-37.26716232,-35.21660995,-32.96035385
1549.21,-36.903965,-35.25627518,-32.97039795
1549.22,-36.63291931,-35.34032059,-33.03598404
1549.23,-36.42589569,-35.45202255,-32.98065948
1549.24,-36.20621109,-35.52379608,-33.02318192
1549.25,-35.97246552,-35.55664444,-33.13021088
1549.26,-35.83333588,-35.7468338,-33.32524872
1549.27,-35.80163956,-36.01485062,-33.21534729
1549.28,-35.69764328,-36.13467026,-33.25884247
1549.29,-35.51525497,-36.30728531,-33.37831116
1549.3,-35.43615341,-36.50570679,-33.38653183
1549.31,-35.39120483,-36.77600479,-33.36601639
1549.32,-35.2999649,-36.91817093,-33.53158188
1549.33,-35.15768051,-37.0226593,-33.63642883
1549.34,-35.19608688,-37.36013412,-33.55692291
1549.35,-35.21797943,-37.74834061,-33.46641159
1549.36,-35.12936783,-37.97676086,-33.57612991
1549.37,-35.13428879,-38.25826645,-33.5970192
1549.38,-35.20332336,-38.61479568,-33.49126053
1549.39,-35.1572113,-38.77668381,-33.60980225
1549.4,-35.1134758,-39.07995605,-33.69711304
1549.41,-35.25110245,-39.44908905,-33.69760895
1549.42,-35.3190918,-39.73709869,-33.5949707
1549.43,-35.25657272,-39.95978165,-33.66600037
1549.44,-35.23496628,-40.18374634,-33.66384888
1549.45,-35.28905106,-40.46846771,-33.6241188
1549.46,-35.22252655,-40.64850998,-33.59170532
1549.47,-35.1282196,-40.88238144,-33.61908722
1549.48,-35.03310013,-41.0928421,-33.51470947
1549.49,-35.04451752,-41.31526566,-33.41011429
1549.5,-34.95718765,-41.56120682,-33.36819077
1549.51,-34.74938202,-41.67447662,-33.33370209
1549.52,-34.71001434,-41.84007263,-33.22571564
1549.53,-34.66775513,-42.06233215,-33.19512177
1549.54,-34.39508438,-42.14395142,-33.24468231
1549.55,-34.21283722,-42.22065735,-33.22663116
1549.56,-34.29431152,-42.47478104,-33.09461212
1549.57,-34.18656921,-42.65143204,-33.12894058
1549.58,-34.00546265,-42.91233826,-33.22611618
1549.59,-33.87057114,-43.0671463,-33.18811798
1549.6,-33.80942917,-43.33027649,-33.11499023
1549.61,-33.59753799,-43.52561951,-33.14953232
1549.62,-33.38713455,-43.66243744,-33.16771698
1549.63,-33.34447861,-44.12690353,-33.07919693
1549.64,-33.31707382,-44.40465546,-33.08614349
1549.65,-33.1966095,-44.73965836,-33.1211586
1549.66,-33.12315369,-45.10258484,-33.05614853
1549.67,-33.09512329,-45.44049072,-33.01393127
1549.68,-33.06169891,-45.77658844,-33.07407379
1549.69,-32.89390564,-46.08374023,-33.12523651
1549.7,-32.94345093,-46.49416351,-33.08997345
1549.71,-33.0238266,-47.19157791,-33.08852768
1549.72,-32.89970779,-47.4681015,-33.11322403
1549.73,-32.89355469,-47.86944199,-33.17523193
1549.74,-33.0378685,-48.33761215,-33.12938309
1549.75,-33.11781311,-48.69416046,-33.23555756
1549.76,-33.04615784,-48.9653511,-33.33013916
1549.77,-33.07084656,-49.35497284,-33.27412415
1549.78,-33.19367981,-49.62425613,-33.26361465
1549.79,-33.23600769,-50.07397842,-33.39342499
1549.8,-33.27133942,-49.96659088,-33.47410583
1549.81,-33.42827606,-50.13246918,-33.4523201
1549.82,-33.55556488,-50.03287506,-33.46813583
1549.83,-33.64748001,-49.73564148,-33.54152298
1549.84,-33.67202759,-49.5810051,-33.50009155
1549.85,-33.86034775,-49.25152206,-33.39756393
1549.86,-33.9883461,-48.88317108,-33.4562645
1549.87,-34.01462936,-48.41073227,-33.57732391
1549.88,-34.08989334,-47.94488525,-33.5193634
1549.89,-34.36458588,-47.70612335,-33.43149185
1549.9,-34.36094284,-47.00607681,-33.50134277
1549.91,-34.38784027,-46.50281143,-33.57906723
1549.92,-34.53009033,-45.96793365,-33.52403259
1549.93,-34.62736893,-45.45541382,-33.40605927
1549.94,-34.5837059,-44.86064911,-33.40862274
1549.95,-34.61423874,-44.2857399,-33.37886047
1549.96,-34.64030457,-43.97143936,-33.29644394
1549.97,-34.70133972,-43.39469528,-33.2644043
1549.98,-34.53385162,-42.64204407,-33.27264404
1549.99,-34.65421677,-42.26306915,-33.07227325
1550,-34.64610291,-41.87169647,-32.99238205
1550.01,-34.57729721,-41.30760193,-32.98630142
1550.02,-34.67097092,-41.0332489,-33.0284462
1550.03,-34.70867157,-40.86251068,-33.00600433
1550.04,-34.72735214,-40.50395203,-33.02929688
1550.05,-34.58552551,-40.08102417,-33.11062241
1550.06,-34.61322784,-39.80932617,-33.11697769
1550.07,-34.72561264,-39.60680389,-33.0552597
1550.08,-34.74048233,-39.35034943,-33.13563156
1550.09,-34.71807098,-39.10316849,-33.24136353
1550.1,-34.83852386,-39.02591705,-33.20803833
1550.11,-34.87496185,-38.83978653,-33.13158798
1550.12,-34.95291901,-38.69359589,-33.18744659
1550.13,-34.94762039,-38.53476715,-33.25527954
1550.14,-35.0954895,-38.53479385,-33.26210785
1550.15,-35.20952606,-38.47444534,-33.27441025
1550.16,-35.25856018,-38.31251907,-33.36764145
1550.17,-35.38534164,-38.28938675,-33.42811203
1550.18,-35.66270065,-38.34978104,-33.35921097
1550.19,-35.67607498,-38.23608398,-33.4962616
1550.2,-35.81352615,-38.18113708,-33.60520554
1550.21,-35.98339844,-38.21576309,-33.62125397
1550.22,-36.12891006,-38.18975067,-33.6384964
1550.23,-36.25089645,-38.0401001,-33.68596268
1550.24,-36.40394592,-37.97263336,-33.70463181
1550.25,-36.67739487,-38.05009842,-33.69143295
1550.26,-36.84792328,-37.9201355,-33.74746323
1550.27,-36.95334244,-37.80119324,-33.83734512
1550.28,-37.18387222,-37.69719696,-33.81498718
1550.29,-37.43104172,-37.61318588,-33.82022858
1550.3,-37.52992249,-37.3717041,-33.94585419
1550.31,-37.8443222,-37.21312714,-33.97808075
1550.32,-38.14938354,-37.19625473,-33.96659088
1550.33,-38.46175385,-37.06071472,-33.97866058
1550.34,-38.57818222,-36.55702591,-34.10665894
1550.35,-38.79740524,-36.30234909,-34.02952957
1550.36,-39.22772598,-36.14957428,-33.94596863
1550.37,-39.46821213,-35.98696899,-33.97727966
1550.38,-39.84365463,-35.74440765,-34.03328705
1550.39,-40.28191757,-35.53536987,-33.88775635
1550.4,-40.69493866,-35.42744446,-33.78668976
1550.41,-41.122509,-35.15027237,-33.74907303
1550.42,-41.22437668,-34.79642105,-33.71867371
1550.43,-41.59590912,-34.67721176,-33.6593132
1550.44,-41.98633957,-34.52419662,-33.64204025
1550.45,-42.3000946,-34.27576447,-33.63751984
1550.46,-42.69393921,-34.17301559,-33.55430603
1550.47,-43.13969803,-34.06310272,-33.40368271
1550.48,-43.50440598,-33.9444313,-33.3719902
1550.49,-43.64715195,-33.68928528,-33.41727448
1550.5,-44.03684235,-33.70500946,-33.31443024
1550.51,-44.33630753,-33.66889954,-33.3566246
1550.52,-44.46659851,-33.41944885,-33.3825531
1550.53,-44.71828842,-33.36564636,-33.40291977
1550.54,-45.38346863,-33.53868484,-33.25614929
1550.55,-45.68714523,-33.45023727,-33.3506279
1550.56,-45.8965683,-33.36764908,-33.42241287
1550.57,-46.1713028,-33.35171127,-33.35918808
1550.58,-46.37886047,-33.41901398,-33.36441803
1550.59,-46.81127167,-33.45497894,-33.56118011
1550.6,-47.03332901,-33.4444313,-33.61527252
1550.61,-47.38061142,-33.6002388,-33.60772324
1550.62,-48.02643204,-33.69165039,-33.58703613
1550.63,-48.16029358,-33.63560104,-33.65928268
1550.64,-48.68435669,-33.6961937,-33.69495773
1550.65,-48.94271851,-33.81695175,-33.68814468
1550.66,-49.08358383,-33.85978317,-33.74131012
1550.67,-49.2771759,-33.88456726,-33.9249649
1550.68,-49.55374146,-33.99822235,-33.89783478
1550.69,-50.06948853,-34.20155334,-33.75445175
1550.7,-49.94464874,-34.0945816,-33.82887268
1550.71,-49.91369629,-34.10511398,-33.87875366
1550.72,-50.0282402,-34.27383423,-33.83792877
1550.73,-49.88756561,-34.24648666,-33.80014801
1550.74,-49.62621307,-34.10072708,-33.9489212
1550.75,-49.45895767,-34.24913406,-33.89346313
1550.76,-49.29641724,-34.32822418,-33.85107422
1550.77,-49.0026741,-34.27061462,-33.9177742
1550.78,-48.66312027,-34.039814,-33.92615509
1550.79,-48.29618454,-33.98823547,-33.79222107
1550.8,-48.02697754,-33.96237564,-33.82881546
1550.81,-47.66505051,-33.80768967,-33.93703842
1550.82,-47.35886002,-33.82328415,-33.87303543
1550.83,-47.05441284,-33.81834793,-33.66827393
1550.84,-46.61781311,-33.74782944,-33.56671524
1550.85,-46.12308502,-33.66640472,-33.59381104
1550.86,-45.75735474,-33.57565308,-33.51064682
1550.87,-45.46190643,-33.58375549,-33.32446671
1550.88,-45.18239212,-33.54901886,-33.39380264
1550.89,-44.50674438,-33.42860413,-33.40399933
1550.9,-44.20084763,-33.4452858,-33.24321365
1550.91,-43.95308685,-33.48521423,-33.14153671
1550.92,-43.47517395,-33.46009064,-33.15823364
1550.93,-43.10811615,-33.50802231,-33.1374855
1550.94,-42.77202988,-33.55199432,-33.0104599
1550.95,-42.51579285,-33.56193924,-32.99785995
1550.96,-42.0158844,-33.53465652,-33.01919174
1550.97,-41.65751266,-33.58955383,-32.9853363
1550.98,-41.37138748,-33.80205154,-32.94438934
1550.99,-40.92975616,-33.83685684,-33.02697372
1551,-40.60771179,-33.89022827,-33.04309845
1551.01,-40.29302216,-33.99188995,-32.94110107
1551.02,-40.01128769,-34.06560516,-33.0032196
1551.03,-39.65783691,-34.16975021,-33.19019318
1551.04,-39.38053131,-34.27038193,-33.2865181
1551.05,-39.25756454,-34.46307373,-33.27542877
1551.06,-38.91609955,-34.57846451,-33.39310837
1551.07,-38.541996,-34.59893417,-33.5755043
1551.08,-38.29014969,-34.67080688,-33.58621597
1551.09,-38.11795044,-34.89965057,-33.6710434
1551.1,-37.87540436,-35.04073715,-33.86656952
1551.11,-37.55441284,-35.03364563,-33.92890549
1551.12,-37.38054657,-35.19565964,-33.93987274
1551.13,-37.1965332,-35.31004333,-33.98124695
1551.14,-36.92617035,-35.39447403,-34.11619949
1551.15,-36.81589508,-35.53604889,-34.14672089
1551.16,-36.77429581,-35.76891327,-34.09977722
1551.17,-36.60154343,-35.84580994,-34.15615463
1551.18,-36.44028091,-35.92472458,-34.19667435
1551.19,-36.42266846,-36.19685745,-34.15395737
1551.2,-36.38127518,-36.3030014,-34.12109375
1551.21,-36.26039886,-36.4593811,-34.15363693
1551.22,-36.18352509,-36.56592941,-34.17802811
1551.23,-36.1999588,-36.75415421,-34.07318878
1551.24,-36.19078064,-36.92340088,-34.10810852
1551.25,-35.99139786,-36.85737991,-34.13503265
1551.26,-36.00924683,-37.09724045,-34.09713745
1551.27,-36.04616928,-37.28120041,-34.03640366
1551.28,-35.99196243,-37.38784027,-34.01519394
1551.29,-35.9074173,-37.50307465,-34.03012085
1551.3,-35.94262695,-37.64992523,-33.97066498
1551.31,-36.01834106,-37.90015411,-33.92077637
1551.32,-35.88946915,-37.93817902,-33.89122009
1551.33,-35.79386902,-38.02092361,-33.87936401
1551.34,-35.82698441,-38.27729034,-33.76815033
1551.35,-35.71700668,-38.31049347,-33.81455994
1551.36,-35.54167175,-38.39553452,-33.91711807
1551.37,-35.52630997,-38.70149231,-33.86437988
1551.38,-35.42288208,-38.84915924,-33.83356476
1551.39,-35.23952866,-38.87887192,-33.81781769
1551.4,-35.09256363,-38.99977112,-33.88352203
1551.41,-35.02689362,-39.2003212,-33.89113617
1551.42,-34.86464691,-39.471241,-33.94912338
1551.43,-34.65320206,-39.57192993,-34.00799561
1551.44,-34.53419495,-39.78263092,-33.98168182
1551.45,-34.45185089,-40.19293976,-33.93326569
1551.46,-34.24337006,-40.344944,-33.9222374
1551.47,-34.05131149,-40.65835571,-33.91261673
1551.48,-33.81476593,-40.85845184,-33.90951538
1551.49,-33.83994293,-41.23894119,-33.84519196
1551.5,-33.70293808,-41.47980499,-33.89430237
1551.51,-33.4916687,-41.64804459,-33.98247147
1551.52,-33.47743607,-42.18504715,-34.00931931
1551.53,-33.45053482,-42.60388184,-33.97696304
1551.54,-33.35388947,-42.8720932,-34.13581467
1551.55,-33.23174286,-43.20801544,-34.14064789
1551.56,-33.23077393,-43.52288055,-34.04236221
1551.57,-33.17646027,-43.71031189,-34.14313126
1551.58,-33.15715408,-44.14303589,-34.2312851
1551.59,-33.20894241,-44.52389908,-34.25579834
1551.6,-33.22055817,-45.01059723,-34.2324295
1551.61,-33.11631393,-45.23297882,-34.2993927
1551.62,-33.13209152,-45.49940872,-34.23014832
1551.63,-33.2258606,-46.02318192,-34.25815964
1551.64,-33.25809479,-46.18398666,-34.25766373
1551.65,-33.32421875,-46.41991425,-34.29684448
1551.66,-33.45153809,-46.84909439,-34.34027481
1551.67,-33.60029602,-47.19177628,-34.29302597
1551.68,-33.81314087,-47.55968857,-34.12767792
1551.69,-33.75527954,-47.59685898,-34.26026535
1551.7,-33.81652832,-47.69246674,-34.21704102
1551.71,-34.01361084,-48.01342392,-34.06212616
1551.72,-34.10014343,-48.01990891,-34.07582092
1551.73,-34.17155075,-48.06127548,-34.19393158
1551.74,-34.34778595,-48.13822937,-34.08395004
1551.75,-34.58680725,-48.09225464,-33.95689392
1551.76,-34.5293045,-47.91703033,-34.00641251
1551.77,-34.58532715,-47.69841766,-33.94856644
1551.78,-34.69935989,-47.60010529,-33.88023758
1551.79,-34.68648529,-47.29844666,-33.90217972
1551.8,-34.64089966,-46.9121666,-33.92303085
1551.81,-34.8981781,-46.73716354,-33.72395706
1551.82,-34.90150833,-46.46481323,-33.62793732
1551.83,-34.79515076,-46.02294922,-33.56947327
1551.84,-34.76809311,-45.72914886,-33.55741119
1551.85,-34.73912811,-45.5848732,-33.45537949
1551.86,-34.70558548,-45.26277542,-33.43286133
1551.87,-34.58031845,-44.90403366,-33.48811722
1551.88,-34.51776505,-44.61355972,-33.58457947
1551.89,-34.62020874,-44.38169861,-33.41082382
1551.9,-34.60982513,-44.18471146,-33.42799377
1551.91,-34.50035095,-43.76673889,-33.54377365
1551.92,-34.353508,-43.50465012,-33.48318481
1551.93,-34.35190964,-43.34922028,-33.36155701
1551.94,-34.27384186,-43.07563782,-33.43815613
1551.95,-34.10896683,-42.66841125,-33.52047729
1551.96,-34.20306396,-42.45885468,-33.44748688
1551.97,-34.20823669,-42.29573441,-33.42886353
1551.98,-34.19748688,-42.08327103,-33.46872711
1551.99,-34.22620773,-41.90664673,-33.4106369
1552,-34.29200745,-41.7556076,-33.25571442
1552.01,-34.27059937,-41.56906128,-33.43571854
1552.02,-34.32746124,-41.31799698,-33.54733276
1552.03,-34.50020218,-41.26955414,-33.55132294
1552.04,-34.58641815,-41.11003494,-33.51532745
1552.05,-34.618927,-40.74662781,-33.6257019
1552.06,-34.72541428,-40.6025238,-33.67800903
1552.07,-34.91117096,-40.46507263,-33.6414032
1552.08,-35.05756378,-40.30642319,-33.68125916
1552.09,-35.11168289,-40.13700104,-33.85246277
1552.1,-35.23870468,-39.9003067,-33.85135269
1552.11,-35.48218918,-39.81040192,-33.83353424
1552.12,-35.80064774,-39.70717239,-33.90319824
1552.13,-35.9383316,-39.43292999,-34.03012848
1552.14,-36.1430397,-39.28143311,-33.94089508
1552.15,-36.49158859,-39.21881866,-33.82575989
1552.16,-36.7574234,-39.05881882,-33.88567352
1552.17,-37.02049255,-38.83376312,-33.89757919
1552.18,-37.22042847,-38.57994461,-33.82271576
1552.19,-37.55062103,-38.45032501,-33.78118896
1552.2,-37.8056488,-38.19228745,-33.86607361
1552.21,-38.03318405,-38.00828171,-33.78566742
1552.22,-38.44078827,-37.93267059,-33.66706848
1552.23,-38.54211426,-37.68492889,-33.65528107
1552.24,-38.75137329,-37.45697403,-33.6727066
1552.25,-39.14109802,-37.24126053,-33.51998138
1552.26,-39.44836426,-37.19274902,-33.41291809
1552.27,-39.6159668,-36.86830902,-33.44146347
1552.28,-39.79685211,-36.63637543,-33.43512726
1552.29,-40.05435562,-36.55727386,-33.32975006
1552.3,-40.26566696,-36.34507751,-33.29685211
1552.31,-40.26578903,-35.98904419,-33.3072052
1552.32,-40.37608337,-35.74949646,-33.27379608
1552.33,-40.6057663,-35.72745895,-33.23863602
1552.34,-40.70716858,-35.56045532,-33.32506561
1552.35,-40.82540131,-35.32753372,-33.4003067
1552.36,-40.89668274,-35.28280258,-33.40897751
1552.37,-41.06124496,-35.21720886,-33.40897751
1552.38,-41.23903275,-35.08340454,-33.47034836
1552.39,-41.15866089,-34.88295746,-33.62598038
1552.4,-41.44883728,-34.8357048,-33.6894722
1552.41,-41.57508087,-34.77387619,-33.78128433
1552.42,-41.65423584,-34.6863327,-33.9323349
1552.43,-41.91566467,-34.67822647,-34.05433273
1552.44,-42.12554169,-34.69950104,-34.08078766
1552.45,-42.4168396,-34.74213028,-34.20217133
1552.46,-42.38058472,-34.55288696,-34.37648773
1552.47,-42.69416428,-34.63262558,-34.36541748
1552.48,-43.03497314,-34.71799469,-34.38022232
1552.49,-43.09425735,-34.71574402,-34.5463295
1552.5,-43.45404053,-34.78799438,-34.61511993
1552.51,-44.03938675,-34.99484253,-34.55516434
1552.52,-44.39805603,-35.14594269,-34.60591888
1552.53,-44.63365936,-35.10863113,-34.70927048
1552.54,-45.01158524,-35.12150955,-34.70442963
1552.55,-45.44792938,-35.29125977,-34.75120163
1552.56,-45.78760529,-35.29444122,-34.82748795
1552.57,-46.04133987,-35.26801682,-34.93490982
1552.58,-46.60041046,-35.40631485,-34.96294785
1552.59,-47.16783524,-35.52379608,-34.81734467
1552.6,-47.47701645,-35.53048706,-34.78656006
1552.61,-48.05653,-35.4570961,-34.80543137
1552.62,-48.4592514,-35.39582825,-34.75397491
1552.63,-48.74213409,-35.41302109,-34.67876816
1552.64,-49.13970947,-35.28414536,-34.71606445
1552.65,-49.48448944,-35.21343231,-34.70061493
1552.66,-50.00880814,-35.30300522,-34.45467758
1552.67,-50.13782501,-35.19574738,-34.50786591
1552.68,-50.11064148,-35.07668686,-34.53160095
1552.69,-50.28903198,-34.97912216,-34.33602905
1552.7,-50.21931458,-34.90591049,-34.26924896
1552.71,-49.88993073,-34.71269226,-34.35306549
1552.72,-49.60156631,-34.54782486,-34.2718811
1552.73,-49.40888214,-34.58625031,-34.09048843
1552.74,-49.13077545,-34.49850464,-34.04478455
1552.75,-48.53804779,-34.23574066,-34.05892181
1552.76,-48.14501572,-34.13992691,-33.95818329
1552.77,-47.93513107,-34.1371994,-33.87675476
1552.78,-47.4341011,-34.03878784,-33.89632034
1552.79,-46.86867142,-33.97668457,-33.87407684
1552.8,-46.62994766,-33.98061752,-33.85975647
1552.81,-46.29509735,-34.03206635,-33.79898834
1552.82,-45.68370819,-33.97350311,-33.82608414
1552.83,-45.30546188,-33.92119598,-33.84548187
1552.84,-44.91416168,-33.99253082,-33.81761169
1552.85,-44.63069534,-34.00908661,-33.93727875
1552.86,-44.16762924,-34.00195313,-34.09643555
1552.87,-43.9554863,-34.11698914,-34.08285141
1552.88,-43.68174362,-34.18505096,-34.10118103
1552.89,-43.32323456,-34.24630737,-34.23262024
1552.9,-42.91812897,-34.25311661,-34.33147812
1552.91,-42.62013245,-34.40410995,-34.29675293
1552.92,-42.36600876,-34.54252625,-34.37653351
1552.93,-42.05365753,-34.51448822,-34.59141159
1552.94,-41.75653076,-34.68808365,-34.58779144
1552.95,-41.51150513,-34.95965576,-34.48419952
1552.96,-41.23963928,-35.0774765,-34.51197052
1552.97,-40.862957,-35.12894058,-34.57297134
1552.98,-40.67370987,-35.29227829,-34.52590561
1552.99,-40.55280304,-35.50354004,-34.56581116
1553,-40.31611252,-35.59440231,-34.5656662
1553.01,-40.05858612,-35.68079758,-34.560215
1553.02,-39.94668961,-35.96709442,-34.42173767
1553.03,-39.81591034,-36.13408279,-34.39979172
1553.04,-39.60923004,-36.22702026,-34.41369247
1553.05,-39.36071014,-36.37319946,-34.33732224
1553.06,-39.27902222,-36.55706406,-34.25071335
1553.07,-39.11897659,-36.61685562,-34.23233032
1553.08,-38.92215729,-36.65397644,-34.2449646
1553.09,-38.75156403,-36.68651581,-34.19155121
1553.1,-38.6229744,-36.86468887,-34.08155441
1553.11,-38.4689827,-36.87001801,-34.07363129
1553.12,-38.32773209,-36.92683411,-34.07167816
1553.13,-38.23329544,-37.02120209,-33.89983749
1553.14,-38.08778763,-37.01885986,-33.82661438
1553.15,-37.87272644,-37.04169083,-33.83737946
1553.16,-37.56829071,-36.93046951,-33.84605408
1553.17,-37.62062454,-37.15733337,-33.6868515
1553.18,-37.39502716,-37.10719299,-33.61668015
1553.19,-37.06618118,-36.94705582,-33.64443207
1553.2,-36.93537903,-37.04143524,-33.6384697
1553.21,-36.90568542,-37.12117767,-33.54732513
1553.22,-36.65499496,-37.06826401,-33.56248474
1553.23,-36.36538315,-37.01238251,-33.56870651
1553.24,-36.24740219,-37.08084869,-33.49401474
1553.25,-36.12481689,-37.13916016,-33.43666077
1553.26,-35.85500336,-37.111866,-33.44661713
1553.27,-35.68644714,-37.17163849,-33.46220398
1553.28,-35.59511948,-37.34949493,-33.37528229
1553.29,-35.43851852,-37.45827484,-33.29575348
1553.3,-35.24818802,-37.5958519,-33.34801102
1553.31,-34.97853088,-37.76193619,-33.41858673
1553.32,-34.96792984,-37.96496582,-33.38244247
1553.33,-34.85410309,-38.12097931,-33.46419907
1553.34,-34.66330719,-38.31536865,-33.58494949
1553.35,-34.63955688,-38.63786697,-33.65410233
1553.36,-34.73792648,-39.12271881,-33.61032486
1553.37,-34.4970932,-39.13173294,-33.80831909
1553.38,-34.41694641,-39.50138474,-33.9069252
1553.39,-34.44469452,-40.03656006,-33.89314651
1553.4,-34.41388321,-40.24066544,-33.94462204
1553.41,-34.26774979,-40.49578857,-34.14440918
1553.42,-34.28266907,-40.93043518,-34.20733643
1553.43,-34.36869049,-41.45932388,-34.17160416
1553.44,-34.21731567,-41.75514221,-34.27474213
1553.45,-34.13424683,-42.13134384,-34.39204025
1553.46,-34.17933273,-42.7218895,-34.39761353
1553.47,-34.1954689,-43.06766129,-34.41443253
1553.48,-34.12986755,-43.29946136,-34.553936
1553.49,-34.16160583,-43.80392456,-34.62332535
1553.5,-34.24200821,-44.12987518,-34.59186554
1553.51,-34.38645172,-44.75992966,-34.49616623
1553.52,-34.19098282,-44.75143051,-34.56125259
1553.53,-34.20043945,-45.00829697,-34.58070374
1553.54,-34.2892952,-45.48270798,-34.54590988
1553.55,-34.2629776,-45.54997253,-34.60015106
1553.56,-34.12937927,-45.77389908,-34.66652298
1553.57,-34.24411011,-46.10232544,-34.51507568
1553.58,-34.30270386,-46.345047,-34.51118088
1553.59,-34.25285339,-46.43503571,-34.51555252
1553.6,-34.08949661,-46.53566742,-34.48780823
1553.61,-34.14675903,-46.66135025,-34.3620491
1553.62,-34.11363602,-46.82313156,-34.43259811
1553.63,-33.91276169,-46.8908577,-34.53570557
1553.64,-34.02900314,-47.10905075,-34.39387131
1553.65,-34.04266357,-47.33335876,-34.29807663
1553.66,-33.96162796,-47.29005432,-34.32157135
1553.67,-33.8592453,-47.37614822,-34.34220505
1553.68,-33.84091187,-47.40987396,-34.26736069
1553.69,-33.8478508,-47.42495346,-34.30791855
1553.7,-33.7130394,-47.44623184,-34.41067505
1553.71,-33.61891937,-47.34389496,-34.4578476
1553.72,-33.69658661,-47.27741241,-34.42669678
1553.73,-33.63497162,-47.22767639,-34.43199158
1553.74,-33.60124207,-47.10673141,-34.44810104
