wav,TE0,TE1,ref
1520,-41.44285202,-50.39585876,-41.45355606
1520.01,-41.44285202,-50.39585876,-41.45355606
1520.02,-41.44285202,-50.39585876,-41.45355606
1520.03,-41.44285202,-50.39585876,-41.45355606
1520.04,-41.44285202,-50.39585876,-41.45355606
1520.05,-41.44285202,-50.39585876,-41.45355606
1520.06,-41.44285202,-50.39585876,-41.45355606
1520.07,-41.44285202,-50.39585876,-41.45355606
1520.08,-41.44285202,-50.39585876,-41.45355606
1520.09,-41.44285202,-50.39585876,-41.45355606
1520.1,-41.41792297,-50.1824646,-41.69217682
1520.11,-41.39023209,-49.95314026,-41.62577057
1520.12,-41.26037216,-49.71119308,-41.75024033
1520.13,-41.2467041,-49.56594467,-41.73805618
1520.14,-41.33517075,-49.46316147,-41.56435394
1520.15,-41.21037292,-49.1757431,-41.52288055
1520.16,-41.29315186,-49.0214386,-41.58382416
1520.17,-41.40925598,-48.8771553,-41.45401001
1520.18,-41.4227066,-48.71202087,-41.51506424
1520.19,-41.41917038,-48.60570526,-41.44097519
1520.2,-41.49700165,-48.46983337,-41.4064827
1520.21,-41.592659,-48.26190948,-41.32194901
1520.22,-41.64008713,-48.1496582,-41.22534561
1520.23,-41.83310699,-47.96791458,-41.17041016
1520.24,-42.02163696,-47.97246552,-41.20544052
1520.25,-42.2062912,-47.82538223,-41.25349426
1520.26,-42.22325516,-47.50045013,-41.19221497
1520.27,-42.38725662,-47.30693817,-41.22266006
1520.28,-42.45287704,-47.03921509,-41.17997742
1520.29,-42.55334854,-46.94235992,-41.13436127
1520.3,-42.80744171,-46.85235596,-41.01002502
1520.31,-42.95432663,-46.80990982,-41.10464859
1520.32,-43.2233429,-46.56888962,-41.11843491
1520.33,-43.36711884,-46.36888504,-41.06061554
1520.34,-43.4679718,-46.18319702,-41.22145462
1520.35,-43.71695328,-46.06967163,-41.23353958
1520.36,-43.8748436,-46.07065964,-41.27467346
1520.37,-44.06451416,-45.81651688,-41.4414444
1520.38,-44.18420029,-45.62034988,-41.51267624
1520.39,-44.42084885,-45.51725769,-41.50531006
1520.4,-44.50482178,-45.42337036,-41.50971985
1520.41,-44.58307266,-45.26819992,-41.66392899
1520.42,-44.69257736,-45.22843933,-41.78909302
1520.43,-44.74640274,-45.14530563,-41.8887558
1520.44,-44.54941559,-44.77455521,-41.87537003
1520.45,-44.60268021,-44.68126678,-41.91473389
1520.46,-44.96292114,-44.66262054,-41.93709946
1520.47,-45.0050621,-44.59457397,-41.98139191
1520.48,-45.19438171,-44.54046249,-42.03609085
1520.49,-45.22814941,-44.4440918,-42.11160278
1520.5,-45.31425095,-44.31827164,-42.22948837
1520.51,-45.28567123,-44.17935181,-42.14849091
1520.52,-45.48305893,-44.31144714,-42.17100906
1520.53,-45.51269531,-44.11856079,-42.10699081
1520.54,-45.61548615,-44.11605835,-42.08475494
1520.55,-45.8433075,-44.0839653,-42.07999039
1520.56,-45.80559158,-43.87338638,-42.15171814
1520.57,-45.89666748,-43.80013657,-41.91242981
1520.58,-46.07261658,-43.59366608,-41.99704361
1520.59,-46.17342758,-43.50160217,-42.08683777
1520.6,-46.23020172,-43.22306061,-42.12756729
1520.61,-46.48794174,-43.2240181,-42.21089172
1520.62,-46.59315872,-43.05962753,-42.01769257
1520.63,-46.73646545,-42.94830322,-42.0284462
1520.64,-47.17045593,-42.88856506,-41.93374634
1520.65,-47.36225128,-42.73384094,-41.90736389
1520.66,-47.55469131,-42.63883972,-41.87770081
1520.67,-47.82973862,-42.33283997,-41.83704758
1520.68,-48.18587494,-42.20956802,-41.80747223
1520.69,-48.49924469,-42.08123016,-41.72173309
1520.7,-48.70497894,-41.92518616,-41.67998123
1520.71,-49.02837753,-41.75224686,-41.63067245
1520.72,-49.24580383,-41.54182434,-41.68801117
1520.73,-49.79820633,-41.47745514,-41.55208588
1520.74,-50.05047607,-41.28484344,-41.51444626
1520.75,-50.35492706,-41.27061462,-41.61916351
1520.76,-50.76451111,-41.23551941,-41.60028839
1520.77,-51.25343323,-41.24883652,-41.72141647
1520.78,-51.71443558,-41.23420715,-41.56389999
1520.79,-52.05797577,-41.12710571,-41.53435516
1520.8,-52.59320068,-41.30139923,-41.49647141
1520.81,-52.82237244,-41.22839355,-41.52148056
1520.82,-53.10044098,-41.32718277,-41.66966248
1520.83,-53.5292511,-41.34122849,-41.68684387
1520.84,-53.88203049,-41.38008118,-41.86662674
1520.85,-54.09206772,-41.43952179,-41.88081741
1520.86,-54.27230835,-41.43272781,-41.88576508
1520.87,-54.46720123,-41.66279602,-41.89304733
1520.88,-54.53973007,-41.65171814,-41.87263489
1520.89,-54.52215576,-41.65161514,-41.97779465
1520.9,-54.45061493,-41.75605774,-41.89064026
1520.91,-54.25531769,-41.79376221,-41.92006683
1520.92,-54.01343536,-41.90376282,-41.75157547
1520.93,-53.7487793,-41.8562851,-41.88370895
1520.94,-53.47338486,-41.9936142,-41.98809052
1520.95,-53.15736389,-41.90833282,-41.93347549
1520.96,-52.64517593,-41.8442688,-41.87815857
1520.97,-52.23935318,-41.75627518,-41.83987808
1520.98,-51.90667725,-41.64698792,-41.93419266
1520.99,-51.56413651,-41.777771,-41.96102524
1521,-51.26424026,-41.59846497,-41.79212189
1521.01,-50.86385345,-41.6044693,-41.78398514
1521.02,-50.70436478,-41.42340851,-41.65808487
1521.03,-50.3813858,-41.33691788,-41.74870682
1521.04,-50.17917633,-41.32163239,-41.57847214
1521.05,-49.85781479,-41.11209106,-41.54938889
1521.06,-49.60172653,-41.07583237,-41.50521469
1521.07,-49.35842896,-40.9284935,-41.49183655
1521.08,-49.18285751,-40.99044037,-41.61711502
1521.09,-49.01826096,-41.05250168,-41.4631424
1521.1,-48.73432922,-40.96383286,-41.49416351
1521.11,-48.56551361,-41.00488281,-41.42126846
1521.12,-48.25912476,-40.81906128,-41.41117477
1521.13,-48.20456696,-41.00465775,-41.46584702
1521.14,-48.0519371,-41.00358963,-41.3446579
1521.15,-47.8326683,-41.04824829,-41.34166718
1521.16,-47.68177795,-41.10652161,-41.21968842
1521.17,-47.44054031,-41.13261414,-41.32987213
1521.18,-47.37215424,-41.41046524,-41.25214386
1521.19,-47.34492874,-41.44062042,-41.21592331
1521.2,-47.20463943,-41.5777092,-41.34597397
1521.21,-46.99804688,-41.61647797,-41.04152679
1521.22,-46.70516586,-41.7304306,-41.09703064
1521.23,-46.60316467,-41.8858223,-40.91799164
1521.24,-46.29124451,-41.92759323,-40.92957306
1521.25,-46.2201004,-42.27484512,-40.94368362
1521.26,-45.99830246,-42.4303627,-40.85671234
1521.27,-45.73651123,-42.63512421,-40.88069916
1521.28,-45.47383499,-42.69885254,-40.73770523
1521.29,-45.06750107,-42.64631653,-40.84415054
1521.3,-44.93740845,-42.85390472,-40.87246704
1521.31,-44.62904358,-42.89715195,-40.94425964
1521.32,-44.6080246,-43.29414368,-41.03749084
1521.33,-44.29743958,-43.21288681,-40.9884491
1521.34,-43.97741699,-43.22976685,-41.0961113
1521.35,-43.84974289,-43.3080864,-41.05658722
1521.36,-43.53287888,-43.34112167,-41.15535355
1521.37,-43.45487595,-43.57349014,-41.07050323
1521.38,-43.26308441,-43.50581741,-41.04384995
1521.39,-43.02908325,-43.49682999,-41.04760742
1521.4,-42.83512115,-43.50720215,-41.10677719
1521.41,-42.66946793,-43.52110672,-41.41957092
1521.42,-42.60601425,-43.62673187,-41.37043762
1521.43,-42.38964081,-43.60886765,-41.28879166
1521.44,-42.4693718,-43.82353592,-41.37439346
1521.45,-42.31778717,-43.84661484,-41.27648926
1521.46,-42.27600098,-43.9274025,-41.47438812
1521.47,-42.32440948,-44.0477829,-41.4679451
1521.48,-42.24186707,-44.14053345,-41.43747711
1521.49,-42.35630417,-44.39606857,-41.49842834
1521.5,-42.24277496,-44.49904633,-41.47607422
1521.51,-42.32042313,-44.72879028,-41.38453674
1521.52,-42.3274231,-44.80040359,-41.21369934
1521.53,-42.26600647,-45.00043488,-41.20734024
1521.54,-42.43575287,-45.25624466,-41.19952393
1521.55,-42.40038681,-45.3990097,-41.17237854
1521.56,-42.59445572,-45.77767563,-41.11777878
1521.57,-42.60051346,-45.89237213,-41.1437149
1521.58,-42.55532074,-46.14249802,-41.19696808
1521.59,-42.67004395,-46.37519073,-41.20257187
1521.6,-42.54224014,-46.64591217,-41.0981636
1521.61,-42.54892731,-47.13056183,-40.99902725
1521.62,-42.55257034,-47.3783226,-40.94892502
1521.63,-42.51720047,-47.83261108,-41.12787247
1521.64,-42.31964111,-48.00775528,-41.02893448
1521.65,-42.22787476,-48.29805756,-41.05224228
1521.66,-42.15160751,-48.59885406,-40.96974945
1521.67,-42.00019455,-48.89818192,-40.90740967
1521.68,-41.9865036,-49.28119659,-41.07218552
1521.69,-41.92324829,-49.60509872,-40.80237198
1521.7,-41.83349228,-49.94099045,-40.84206009
1521.71,-41.77157593,-50.35585022,-41.02048492
1521.72,-41.51573563,-50.73822784,-41.02172089
1521.73,-41.42702866,-51.19412231,-41.06881714
1521.74,-41.31409073,-51.61400986,-40.93341827
1521.75,-41.18338776,-52.09033966,-40.91646576
1521.76,-40.99217606,-52.31242371,-40.96205139
1521.77,-40.73846054,-52.56090164,-40.9255867
1521.78,-40.75331879,-52.86336136,-40.89912033
1521.79,-40.60337067,-53.09438705,-40.91820908
1521.8,-40.55579376,-53.40137482,-40.99803925
1521.81,-40.57496643,-53.43196869,-41.03664017
1521.82,-40.47712326,-53.49869919,-41.00889969
1521.83,-40.58013916,-53.55683899,-41.01691437
1521.84,-40.60147858,-53.48141479,-41.09119797
1521.85,-40.46773911,-53.35819244,-41.22396088
1521.86,-40.48677444,-53.14400101,-41.29515457
1521.87,-40.4539032,-52.97032166,-41.20223236
1521.88,-40.48561478,-52.74329758,-41.1086235
1521.89,-40.45004272,-52.5142746,-41.16625214
1521.9,-40.37758636,-52.25364304,-41.15581894
1521.91,-40.38441467,-51.93347931,-40.97123718
1521.92,-40.36010361,-51.67675018,-41.08966827
1521.93,-40.48927307,-51.48093033,-41.07438278
1521.94,-40.52980423,-51.17987061,-40.96702576
1521.95,-40.63774872,-50.90014267,-41.07912445
1521.96,-40.84527969,-50.66666031,-41.06381989
1521.97,-40.96812439,-50.35106277,-40.99210358
1521.98,-40.98543167,-49.99043274,-40.99594879
1521.99,-41.07699585,-49.61762619,-40.90901566
1522,-41.27050781,-49.50677109,-40.89854813
1522.01,-41.32545471,-49.19580841,-40.80265045
1522.02,-41.41633987,-48.88774109,-40.80176926
1522.03,-41.44773483,-48.64812088,-40.7470932
1522.04,-41.40795517,-48.37263107,-40.6236496
1522.05,-41.69976044,-48.12446594,-40.66294479
1522.06,-41.74898911,-48.02500153,-40.60329819
1522.07,-41.87394714,-47.80046844,-40.68093872
1522.08,-41.87843323,-47.5761261,-40.72180939
1522.09,-41.98046875,-47.50284958,-40.69582748
1522.1,-42.18228149,-47.26024246,-40.63740921
1522.11,-42.19351959,-46.99477386,-40.65491486
1522.12,-42.39619827,-46.81046677,-40.60679245
1522.13,-42.48250961,-46.70494461,-40.55950928
1522.14,-42.3744545,-46.44907379,-40.7009201
1522.15,-42.49060822,-46.29405594,-40.65955734
1522.16,-42.42989349,-46.14598083,-40.54555511
1522.17,-42.58630371,-46.02577591,-40.62779236
1522.18,-42.66658783,-45.92812729,-40.67436218
1522.19,-42.67280579,-45.70189667,-40.59008789
1522.2,-42.77488708,-45.61680603,-40.51258469
1522.21,-42.76239777,-45.42341232,-40.60623932
1522.22,-42.65542603,-45.0376358,-40.65985107
1522.23,-42.65047073,-44.89173889,-40.65411377
1522.24,-42.76294708,-44.70230484,-40.5620079
1522.25,-42.88941956,-44.70823669,-40.52383423
1522.26,-42.98045731,-44.54815292,-40.56237793
1522.27,-43.03001022,-44.40055084,-40.43180847
1522.28,-43.20765305,-44.44475555,-40.45938492
1522.29,-43.29911423,-44.2795639,-40.50809479
1522.3,-43.51570129,-44.24561691,-40.52832794
1522.31,-43.62267303,-44.07969284,-40.55573654
1522.32,-43.78297806,-43.8381424,-40.53787613
1522.33,-43.85937881,-43.77353287,-40.55638504
1522.34,-44.14294434,-43.57923889,-40.53608704
1522.35,-44.21327972,-43.53152466,-40.48413849
1522.36,-44.34848785,-43.46833801,-40.52531052
1522.37,-44.52932358,-43.27395248,-40.47049713
1522.38,-44.63773727,-43.22746658,-40.42380524
1522.39,-44.8722496,-43.10726547,-40.42781067
1522.4,-44.93882751,-43.01306534,-40.39139175
1522.41,-45.15780258,-42.91350174,-40.35641098
1522.42,-45.61820602,-42.77081299,-40.40501785
1522.43,-45.80377579,-42.70895386,-40.41990662
1522.44,-46.11673355,-42.6557045,-40.50712967
1522.45,-46.20708847,-42.66096115,-40.43817902
1522.46,-46.37030792,-42.62677765,-40.43628693
1522.47,-46.63549042,-42.43209839,-40.51283264
1522.48,-46.70341873,-42.31719208,-40.41278458
1522.49,-46.83198547,-42.11164856,-40.34129715
1522.5,-47.03191757,-41.9938736,-40.33691406
1522.51,-47.34407043,-42.00831985,-40.32678604
1522.52,-47.69667435,-41.93035889,-40.29557037
1522.53,-47.85504532,-41.87322998,-40.31917572
1522.54,-48.17338943,-41.87857056,-40.39663696
1522.55,-48.33937073,-41.76751709,-40.45485687
1522.56,-48.53772736,-41.65265274,-40.50695419
1522.57,-48.86315155,-41.50317001,-40.50721741
1522.58,-49.13162231,-41.41362,-40.55739975
1522.59,-49.53651428,-41.29071808,-40.58020782
1522.6,-49.82040787,-41.20310593,-40.62769318
1522.61,-50.19534302,-41.23113632,-40.5471611
1522.62,-50.7722702,-41.34461212,-40.51215363
1522.63,-51.15220642,-41.36810684,-40.5271225
1522.64,-51.55897903,-41.32936478,-40.63095093
1522.65,-51.87402344,-41.25107574,-40.7129097
1522.66,-52.22571182,-41.2749176,-40.72157288
1522.67,-52.75276566,-41.19120789,-40.85325623
1522.68,-53.17808151,-41.16454697,-40.94670868
1522.69,-53.57089233,-41.17581558,-41.05347061
1522.7,-53.92617798,-41.11982727,-41.04631805
1522.71,-54.29032898,-41.06872559,-40.94653702
1522.72,-54.49657822,-41.01563263,-40.99928284
1522.73,-54.6211853,-41.00609589,-40.9517746
1522.74,-54.79719925,-40.97812271,-40.9101181
1522.75,-54.92113876,-40.8585968,-40.92319107
1522.76,-55.03493881,-40.93663025,-40.9101944
1522.77,-55.28456497,-40.96013641,-40.91394806
1522.78,-55.2075882,-40.92394257,-40.88320923
1522.79,-55.20574951,-40.92230988,-40.75642014
1522.8,-55.15340042,-40.90203857,-40.6581955
1522.81,-54.80503845,-40.93090439,-40.75177383
1522.82,-54.59731293,-40.92411041,-40.76154327
1522.83,-54.21762466,-40.93989182,-40.7498436
1522.84,-53.85033417,-41.04550171,-40.67561722
1522.85,-53.27753067,-40.92375946,-40.51712799
1522.86,-52.65557861,-40.86514664,-40.4528389
1522.87,-52.06218338,-40.83804321,-40.24766922
1522.88,-51.6190033,-40.87771606,-40.08647919
1522.89,-51.10707474,-40.89996338,-40.0992012
1522.9,-50.73129272,-40.81873703,-40.13674545
1522.91,-50.30992508,-40.86777115,-40.15284348
1522.92,-49.92200851,-40.92307663,-40.00622559
1522.93,-49.71836472,-40.97284698,-40.00692368
1522.94,-49.35041809,-41.02144623,-39.91472626
1522.95,-49.10459137,-41.09085083,-39.77070618
1522.96,-48.87909698,-41.13785934,-39.68093109
1522.97,-48.56678772,-41.23626328,-39.65428543
1522.98,-48.27360153,-41.28634262,-39.60858154
1522.99,-47.89622498,-41.38001251,-39.72455215
1523,-47.57561111,-41.362854,-39.78839111
1523.01,-47.47933578,-41.38128662,-39.77508926
1523.02,-46.98845673,-41.29982758,-39.7199173
1523.03,-46.67881393,-41.24474716,-39.71741486
1523.04,-46.41708755,-41.20209122,-39.72888565
1523.05,-46.06512833,-41.29475403,-39.77716827
1523.06,-45.92718887,-41.36661148,-39.81723022
1523.07,-45.56333542,-41.56655121,-39.94384003
1523.08,-45.47479248,-41.61756134,-40.12460709
1523.09,-45.34064484,-41.75851059,-40.14042664
1523.1,-44.88334274,-41.89497375,-40.10456085
1523.11,-44.79218674,-41.98816681,-40.23561096
1523.12,-44.43676758,-42.07896423,-40.38684082
1523.13,-44.1397171,-42.01988602,-40.34815216
1523.14,-43.97863007,-42.10072708,-40.34889221
1523.15,-43.75539017,-42.26044464,-40.32810974
1523.16,-43.71594238,-42.26630783,-40.50344086
1523.17,-43.6118927,-42.41192245,-40.54176331
1523.18,-43.52756882,-42.57425308,-40.54312515
1523.19,-43.55331802,-42.83216858,-40.59447479
1523.2,-43.25585556,-42.9631691,-40.54528046
1523.21,-43.14074326,-43.0565033,-40.53290176
1523.22,-43.09023666,-43.30275345,-40.4737854
1523.23,-42.97933578,-43.4941597,-40.38951111
1523.24,-42.94952393,-43.64097214,-40.45353317
1523.25,-42.62839127,-43.64260864,-40.51316071
1523.26,-42.50209427,-43.6655159,-40.48722839
1523.27,-42.45737457,-43.85746384,-40.32688141
1523.28,-42.2598114,-43.7943573,-40.24824524
1523.29,-42.22031403,-43.86920166,-40.23659134
1523.3,-42.24801636,-44.1255455,-40.10561752
1523.31,-42.21030045,-44.1793251,-39.98616028
1523.32,-42.30544281,-44.35882568,-39.91108704
1523.33,-42.1975975,-44.36664581,-39.91922379
1523.34,-42.16885757,-44.45629883,-39.93258286
1523.35,-42.10065079,-44.5880127,-39.95484924
1523.36,-41.92633057,-44.60966873,-39.94138336
1523.37,-41.76126862,-44.59640121,-39.94742966
1523.38,-41.55636978,-44.51527023,-39.88431549
1523.39,-41.40209579,-44.50104141,-39.86711502
1523.4,-41.37283707,-44.66811752,-39.8270607
1523.41,-41.26440048,-44.69381714,-39.82328415
1523.42,-41.10995483,-44.88275528,-39.94733047
1523.43,-41.05501175,-44.92024994,-39.98055649
1523.44,-41.01289749,-44.9968605,-39.99699402
1523.45,-41.07948303,-45.34718704,-39.93160248
1523.46,-41.03498459,-45.53924561,-39.9705925
1523.47,-40.96590805,-45.75698471,-40.11861801
1523.48,-40.74580002,-46.01083755,-40.15758133
1523.49,-40.6126709,-46.20772552,-40.11172485
1523.5,-40.39873886,-46.4579277,-40.24246216
1523.51,-40.25411606,-46.63145828,-40.35027695
1523.52,-40.1697998,-46.98428345,-40.52648163
1523.53,-40.14329529,-47.507061,-40.51219177
1523.54,-40.08529282,-47.84246445,-40.71969223
1523.55,-39.9573288,-48.15714264,-40.84227371
1523.56,-39.79584885,-48.49458313,-40.7755661
1523.57,-39.71366501,-49.10246658,-40.78758621
1523.58,-39.72469711,-49.76314163,-40.90493011
1523.59,-39.6930809,-50.26399231,-41.06286621
1523.6,-39.68431854,-50.91135025,-41.19541168
1523.61,-39.68402863,-51.3562851,-41.28606796
1523.62,-39.72001648,-51.91188431,-41.29629517
1523.63,-39.59391785,-52.4260788,-41.22900391
1523.64,-39.4941864,-52.96881485,-41.19868469
1523.65,-39.45287704,-53.55353165,-41.1373024
1523.66,-39.3033371,-54.01921082,-41.07960892
1523.67,-39.33747101,-54.45530319,-41.11478806
1523.68,-39.52301025,-54.99473572,-40.90528107
1523.69,-39.55844879,-55.34590912,-41.07099533
1523.7,-39.73198318,-55.70849609,-41.05471802
1523.71,-39.76587677,-55.99129868,-40.94735718
1523.72,-39.7600174,-56.03821564,-40.82789993
1523.73,-39.84521103,-56.14978409,-40.84586334
1523.74,-39.86532593,-56.03315735,-40.72698593
1523.75,-39.95775604,-55.84085846,-40.6489563
1523.76,-40.08067322,-55.6504364,-40.64793015
1523.77,-40.23781586,-55.14914703,-40.65509033
1523.78,-40.29867935,-54.72062302,-40.50551987
1523.79,-40.22155762,-54.3025856,-40.36795807
1523.8,-40.32942963,-53.73278427,-40.32157898
1523.81,-40.26707458,-53.17324066,-40.27326965
1523.82,-40.29379654,-52.52296448,-40.14740753
1523.83,-40.35641861,-51.78862,-40.03783798
1523.84,-40.51789474,-51.342659,-39.99245453
1523.85,-40.74567032,-50.88237762,-40.05270386
1523.86,-40.9449234,-50.36750412,-39.90801239
1523.87,-40.9455452,-49.79547501,-39.8456192
1523.88,-41.00289536,-49.58705902,-39.96746063
1523.89,-40.94441605,-49.05308151,-39.90616608
1523.9,-40.93234253,-48.68418503,-39.90368652
1523.91,-40.97005844,-48.34332275,-39.86872101
1523.92,-41.03946686,-48.03336334,-39.96289063
1523.93,-41.09997177,-47.90581131,-40.01042175
1523.94,-40.93504715,-47.50561523,-40.01714325
1523.95,-41.04156494,-47.38431549,-40.11913681
1523.96,-41.05739594,-47.0828476,-40.15629959
1523.97,-40.91072083,-46.77419281,-40.14316559
1523.98,-40.85533142,-46.56034088,-40.21403503
1523.99,-41.00787735,-46.36081696,-40.20516586
1524,-40.98939514,-46.22389221,-40.2747879
1524.01,-41.11003113,-46.08631897,-40.16247177
1524.02,-41.18734741,-45.86335754,-40.19897079
1524.03,-41.45035934,-45.94559479,-40.3890152
1524.04,-41.27760315,-45.57448959,-40.33663177
1524.05,-41.2237854,-45.45319366,-40.29548264
1524.06,-41.35077286,-45.33527756,-40.37862396
1524.07,-41.44917679,-45.15132523,-40.39162064
1524.08,-41.46465302,-44.96788406,-40.41129303
1524.09,-41.59515381,-44.69847107,-40.35296249
1524.1,-41.78546143,-44.57949829,-40.39113617
1524.11,-41.91556549,-44.43716812,-40.50159454
1524.12,-41.90652466,-44.02429581,-40.3956337
1524.13,-41.9270401,-43.80206299,-40.31481934
1524.14,-42.2765007,-43.6529274,-40.06648254
1524.15,-42.33730698,-43.38240433,-40.02693558
1524.16,-42.56864929,-43.33260345,-39.89074707
1524.17,-42.87368011,-43.06030655,-39.69076538
1524.18,-43.23291779,-43.10557556,-39.72232819
1524.19,-43.40735626,-42.77578354,-39.72163773
1524.2,-43.60422516,-42.55533218,-39.54764557
1524.21,-43.79753113,-42.47336197,-39.53923035
1524.22,-43.96089172,-42.27191162,-39.49642944
1524.23,-43.96400833,-41.92593002,-39.49451447
1524.24,-44.40824509,-41.67290115,-39.49654007
1524.25,-44.62391281,-41.58287048,-39.53314972
1524.26,-44.75668335,-41.4713974,-39.60819244
1524.27,-44.91197586,-41.19654846,-39.52628326
1524.28,-45.03924942,-41.07604599,-39.4622345
1524.29,-45.36414337,-41.00403595,-39.52993774
1524.3,-45.31738281,-40.76795197,-39.50263977
1524.31,-45.45161438,-40.67472076,-39.4955101
1524.32,-45.83894348,-40.74490356,-39.41068268
1524.33,-46.00403976,-40.61927414,-39.50796127
1524.34,-46.16690826,-40.59193802,-39.66158676
1524.35,-46.3888855,-40.53318787,-39.59580994
1524.36,-46.57715607,-40.38889313,-39.72684097
1524.37,-46.83366776,-40.42739868,-39.86578369
1524.38,-46.8515358,-40.25816345,-39.91919327
1524.39,-47.09270477,-40.24996185,-39.88001633
1524.4,-47.34322357,-40.2322998,-40.05805206
1524.41,-47.54214478,-40.19469833,-40.22942352
1524.42,-47.8103714,-40.29169464,-40.21734238
1524.43,-48.13323975,-40.29164886,-40.2098999
1524.44,-48.37138367,-40.43481445,-40.33975983
1524.45,-48.59571075,-40.25325012,-40.29670715
1524.46,-48.8518219,-40.11208725,-40.27392197
1524.47,-49.21894836,-40.2602272,-40.25911331
1524.48,-49.52950668,-40.13241577,-40.42500305
1524.49,-49.80587006,-40.09712219,-40.37849426
1524.5,-50.32204056,-40.10134506,-40.35626221
1524.51,-50.70986938,-40.00819397,-40.32751465
1524.52,-51.20209122,-39.89680862,-40.45044327
1524.53,-51.66445923,-39.69789886,-40.2178154
1524.54,-52.21269226,-39.65211487,-40.13939667
1524.55,-52.67716217,-39.65943146,-40.12205505
1524.56,-52.93510437,-39.59028244,-40.09881592
1524.57,-53.48249054,-39.54771042,-39.99849319
1524.58,-53.80499268,-39.48609924,-39.76607132
1524.59,-54.05174637,-39.49698257,-39.81336975
1524.6,-53.88838577,-39.40563965,-39.71153641
1524.61,-53.86164856,-39.25369263,-39.55828857
1524.62,-53.66893387,-39.12503815,-39.55365753
1524.63,-53.60179138,-39.13275146,-39.6302948
1524.64,-53.39725876,-39.11439896,-39.59063339
1524.65,-53.26840973,-39.14750671,-39.61463928
1524.66,-52.96146774,-39.08216858,-39.56352997
1524.67,-52.64694214,-39.09250641,-39.6842041
1524.68,-52.40274811,-39.10318375,-39.456604
1524.69,-52.14659882,-39.16268539,-39.36248779
1524.7,-51.87767792,-39.2335434,-39.3502655
1524.71,-51.3727417,-39.17394257,-39.34572983
1524.72,-51.12189102,-39.3161087,-39.40990067
1524.73,-50.7377739,-39.52910614,-39.43529892
1524.74,-50.275383,-39.5149765,-39.51804733
1524.75,-49.93745804,-39.5118103,-39.5349617
1524.76,-49.41117859,-39.60955048,-39.39176178
1524.77,-49.11925125,-39.67185211,-39.58789825
1524.78,-48.7454567,-39.79682159,-39.6765213
1524.79,-48.28700256,-39.86129379,-39.60667801
1524.8,-48.17723083,-40.0442009,-39.71118927
1524.81,-47.7443161,-40.12409592,-39.79839325
1524.82,-47.48163223,-40.29776764,-39.91447449
1524.83,-47.17865372,-40.38871002,-39.76151657
1524.84,-46.8687973,-40.37029266,-39.73740387
1524.85,-46.64518738,-40.45468521,-39.79758453
1524.86,-46.52378082,-40.77133942,-39.84632874
1524.87,-46.252388,-40.77144623,-39.88257599
1524.88,-45.93368149,-40.93242645,-40.02601624
1524.89,-45.56230164,-40.89917755,-40.06627655
1524.9,-45.21548843,-40.87752151,-40.12968445
1524.91,-45.0269165,-41.14583588,-40.15087891
1524.92,-44.70536041,-41.05180359,-40.02024841
1524.93,-44.48934174,-41.13602448,-40.10687637
1524.94,-44.33215714,-41.29389191,-40.10963821
1524.95,-44.1646843,-41.44788361,-40.16975403
1524.96,-44.0496521,-41.56661987,-40.28025818
1524.97,-43.82986832,-41.62302017,-40.21712112
1524.98,-43.70378876,-41.66313553,-40.2117157
1524.99,-43.59798431,-41.7365036,-40.25158691
1525,-43.42215347,-41.82891083,-40.14071274
1525.01,-43.3302002,-42.03787231,-39.92860413
1525.02,-43.06195831,-41.9818573,-39.80013657
1525.03,-43.02593994,-42.09955215,-39.8408432
1525.04,-42.93209076,-42.30371475,-39.74578476
1525.05,-42.72829819,-42.45036697,-39.58001709
1525.06,-42.73174667,-42.54500198,-39.56274796
1525.07,-42.60081482,-42.63900375,-39.42909241
1525.08,-42.54634476,-42.76919937,-39.33955765
1525.09,-42.35202026,-42.93537903,-39.33601379
1525.1,-42.31241226,-43.22201157,-39.29888153
1525.11,-42.31950378,-43.41482162,-39.30873108
1525.12,-42.05942535,-43.51625061,-39.28292084
1525.13,-41.92790222,-43.63739777,-39.23474121
1525.14,-41.79059982,-43.77210617,-39.1753006
1525.15,-41.39230347,-43.69621277,-39.15458298
1525.16,-41.2562561,-43.77567291,-39.09906006
1525.17,-41.0968132,-43.89398575,-38.90257645
1525.18,-41.07442474,-44.07300186,-39.00807571
1525.19,-41.10195541,-44.20674133,-39.08362961
1525.2,-40.98711395,-44.18590164,-39.00185394
1525.21,-40.83473587,-44.35949326,-39.21608734
1525.22,-40.85014725,-44.58608246,-39.24905014
1525.23,-40.64171219,-44.64264679,-39.23103333
1525.24,-40.54055023,-44.7520256,-39.27167511
1525.25,-40.46929932,-44.94979477,-39.33315659
1525.26,-40.31851196,-44.97158813,-39.39519882
1525.27,-40.26694107,-45.20967484,-39.39129639
1525.28,-40.12100983,-45.39244843,-39.46139908
1525.29,-40.07521439,-45.68748474,-39.57266235
1525.3,-39.92892838,-45.8770256,-39.5668335
1525.31,-39.70832443,-45.95868301,-39.55929565
1525.32,-39.7447052,-46.40520477,-39.54335785
1525.33,-39.596035,-46.66497421,-39.72835541
1525.34,-39.4591713,-46.84836578,-39.82876587
1525.35,-39.59856796,-47.42743683,-39.77986908
1525.36,-39.5109024,-47.78256607,-39.94105911
1525.37,-39.49054718,-48.15387344,-40.14339447
