wav,n = 10,n = 20,n = 30,ref 10,ref 20,ref 30
1543.7,-43.05791855,-47.15546799,-53.01704788,-34.67636108,-33.75673676,-33.66782379
1543.71,-43.28905869,-47.25410843,-52.96340179,-34.79720688,-33.88892365,-33.59165573
1543.72,-43.31124496,-47.20359802,-52.92208862,-34.88591766,-33.80897141,-33.55514526
1543.73,-43.33296204,-47.20397186,-52.96245956,-34.90407944,-33.79460907,-33.67975235
1543.74,-43.4509697,-47.29601288,-52.92630005,-35.00474548,-33.8850174,-33.63003922
1543.75,-43.59727478,-47.29165649,-52.83095551,-35.08512497,-33.91457748,-33.51937485
1543.76,-43.64093781,-47.21281433,-52.88051605,-35.10762405,-33.88402557,-33.55477142
1543.77,-43.62604523,-47.32771301,-52.8501358,-35.12625504,-34.0371666,-33.55937958
1543.78,-43.68248749,-47.3938179,-52.8057251,-35.17363358,-34.1259346,-33.48817825
1543.79,-43.7829895,-47.34408951,-52.80013275,-35.26383972,-34.1187439,-33.46713257
1543.8,-43.53013992,-47.25602722,-52.86678314,-35.15162659,-34.11964035,-33.62149429
1543.81,-43.56643677,-47.20776367,-52.73906708,-35.09186554,-34.0965271,-33.47753525
1543.82,-43.49441147,-47.22668839,-52.69827652,-35.06459427,-34.17004776,-33.43684769
1543.83,-43.61890793,-47.20601654,-52.65867615,-35.07521439,-34.22450256,-33.44651794
1543.84,-43.53967667,-47.17541122,-52.71638489,-34.98986053,-34.25754547,-33.56914139
1543.85,-43.48106766,-47.18634033,-52.71791458,-34.93983841,-34.31236649,-33.57854462
1543.86,-43.66661453,-47.16520309,-52.69202042,-34.943573,-34.37266159,-33.48130417
1543.87,-43.6136055,-47.03754807,-52.70713425,-34.84192657,-34.29204941,-33.55723572
1543.88,-43.58296204,-46.94150162,-52.7387085,-34.78652954,-34.26042938,-33.66905975
1543.89,-43.64744568,-46.94463348,-52.67175674,-34.71617126,-34.2905426,-33.61973572
1543.9,-43.57677841,-46.91318893,-52.64008331,-34.71409607,-34.27734375,-33.5956192
1543.91,-43.42063904,-46.83318329,-52.5960083,-34.57975388,-34.13180542,-33.56775284
1543.92,-43.43444824,-46.8984375,-52.60318756,-34.55556488,-34.18663406,-33.56251907
1543.93,-43.53857803,-46.88520813,-52.6097641,-34.6180191,-34.18131638,-33.48448944
1543.94,-43.51477051,-46.78608704,-52.66117859,-34.57175446,-34.07579803,-33.60477448
1543.95,-43.25682831,-46.76057816,-52.74001312,-34.46063614,-33.99835587,-33.69597626
1543.96,-43.29624176,-46.76290894,-52.71487808,-34.39209366,-33.97010803,-33.63211441
1543.97,-43.28986359,-46.70335388,-52.73320389,-34.38525391,-33.88004684,-33.56840134
1543.98,-43.1678772,-46.64094162,-52.77890015,-34.29950714,-33.77077103,-33.63238525
1543.99,-43.19347382,-46.67842865,-52.80392456,-34.26708221,-33.7538681,-33.67955017
1544,-43.29568481,-46.78039169,-52.79865646,-34.33024597,-33.77653503,-33.59642029
1544.01,-43.31734467,-46.70746231,-52.94377518,-34.33436966,-33.65483475,-33.72307205
1544.02,-43.31011581,-46.71179581,-53.01577377,-34.24111938,-33.54641724,-33.85617828
1544.03,-43.10651016,-46.7184906,-53.09086609,-34.10111237,-33.52192307,-33.90267563
1544.04,-43.26430893,-46.73256683,-53.05163193,-34.1422081,-33.49834442,-33.7976265
1544.05,-43.2232666,-46.7798996,-53.08944702,-34.07682037,-33.44612503,-33.86658478
1544.06,-43.06631851,-46.80396271,-53.07717896,-33.96206665,-33.40308762,-33.90880966
1544.07,-43.15472412,-46.90816879,-53.0397377,-34.0140686,-33.41119385,-33.88960266
1544.08,-43.16869736,-47.0247612,-53.09012222,-34.05635071,-33.39435196,-33.90257645
1544.09,-43.17757034,-47.01688766,-53.18497849,-34.06651688,-33.34394455,-34.09991837
1544.1,-43.18906403,-47.07085419,-53.17916107,-33.98813248,-33.32318115,-34.11153793
1544.11,-43.35615921,-47.13786316,-53.19705963,-34.09503174,-33.34703445,-34.14383698
1544.12,-43.41782761,-47.12551498,-53.10237885,-34.09012222,-33.30370331,-34.11788559
1544.13,-43.2417984,-47.12866974,-53.1033783,-34.01468277,-33.20968246,-34.21749878
1544.14,-43.31705856,-47.32186127,-53.09970093,-34.04540634,-33.35285187,-34.15454865
1544.15,-43.55921936,-47.36861038,-53.03924561,-34.21017456,-33.34767914,-34.07130432
1544.16,-43.47179413,-47.40409088,-53.02113342,-34.21055222,-33.28440475,-34.15354538
1544.17,-43.46397018,-47.52034378,-52.99767685,-34.18563843,-33.30421448,-34.21574402
1544.18,-43.53173828,-47.68708038,-52.90566254,-34.25748825,-33.37403107,-34.11141205
1544.19,-43.59291077,-47.64033508,-52.79758453,-34.31310272,-33.25986099,-33.95966721
1544.2,-43.66710663,-47.65947723,-52.80222321,-34.28921509,-33.16902924,-34.0354805
1544.21,-43.55869293,-47.81555939,-52.77429199,-34.29623032,-33.27077103,-34.05474091
1544.22,-43.76200867,-47.86581039,-52.75419235,-34.43323135,-33.31282425,-33.95383835
1544.23,-43.86576843,-47.89154816,-52.72986603,-34.4904747,-33.24534225,-33.91796875
1544.24,-43.65820313,-47.90539169,-52.81645203,-34.38892746,-33.19038391,-34.02859879
1544.25,-43.77880859,-47.90647125,-52.73783112,-34.41055679,-33.23002625,-33.83671951
1544.26,-43.88704681,-47.91801071,-52.72567749,-34.52202988,-33.23339462,-33.74523163
1544.27,-43.92542648,-47.74284744,-52.77762222,-34.45082092,-33.10942459,-33.69847488
1544.28,-43.99047852,-47.72905731,-52.74770355,-34.33179855,-33.10467148,-33.67672729
1544.29,-43.87796783,-47.74420929,-52.71041489,-34.27824402,-33.11835861,-33.53108597
1544.3,-44.00751877,-47.70623398,-52.72637177,-34.31552124,-33.07200623,-33.52481079
1544.31,-43.78027725,-47.67649078,-52.75810242,-34.15695953,-33.0577507,-33.56358719
1544.32,-43.800457,-47.69239044,-52.81422424,-34.10554123,-33.11270523,-33.55161667
1544.33,-43.89619064,-47.70158005,-52.76623535,-34.07471085,-33.2041893,-33.43062592
1544.34,-43.71377563,-47.55362701,-52.74308777,-33.95140457,-33.08599091,-33.3950119
1544.35,-43.62216949,-47.47228241,-52.79078674,-33.81423187,-33.08062744,-33.47995377
1544.36,-43.70248413,-47.49839783,-52.80627441,-33.83569336,-33.16289902,-33.42618179
1544.37,-43.66711426,-47.26980209,-52.84143448,-33.7894783,-33.05669785,-33.40880203
1544.38,-43.64630127,-47.11720657,-52.88371658,-33.66431046,-32.97325897,-33.43844604
1544.39,-43.43495941,-47.12327576,-52.98330307,-33.49726868,-33.08287048,-33.49874115
1544.4,-43.56461334,-47.07588959,-52.95745087,-33.55125427,-33.1581955,-33.38738632
1544.41,-43.62500763,-46.98088455,-52.97459412,-33.47942352,-33.07013702,-33.34460831
1544.42,-43.3984375,-46.93062592,-53.04246902,-33.35274887,-33.00217056,-33.41275406
1544.43,-43.52702713,-46.97245026,-53.04250336,-33.40182495,-33.08978271,-33.34120178
1544.44,-43.58267975,-46.92752457,-53.01489639,-33.44837189,-33.07274246,-33.21385193
1544.45,-43.50624847,-46.85705566,-53.11542511,-33.39130783,-32.95618057,-33.32261658
1544.46,-43.5365715,-46.89588165,-53.16014862,-33.31859207,-32.98732758,-33.36474991
1544.47,-43.45101547,-46.98372269,-53.1375618,-33.32300568,-33.08354187,-33.33805847
1544.48,-43.45387268,-46.92989731,-53.12997055,-33.3657074,-33.03993225,-33.27301025
1544.49,-43.4993782,-46.8911171,-53.1680336,-33.40346146,-33.00924301,-33.31356049
1544.5,-43.45258331,-46.90862656,-53.18291473,-33.3816185,-33.0242157,-33.27783203
1544.51,-43.64435577,-46.94374084,-53.14620209,-33.46946716,-33.07775497,-33.19508743
1544.52,-43.53401947,-46.98561096,-53.21005249,-33.46414566,-33.04912186,-33.28543854
1544.53,-43.53343582,-47.0116539,-53.27231598,-33.45190048,-33.07973099,-33.37641144
1544.54,-43.71075439,-47.05741501,-53.23680878,-33.55038452,-33.14632034,-33.36406708
1544.55,-43.81532669,-47.07407379,-53.18480682,-33.61938858,-33.11619186,-33.27345657
1544.56,-43.83247375,-47.01884842,-53.23271179,-33.57242203,-33.05273438,-33.35311127
1544.57,-43.92556763,-47.16719055,-53.20929718,-33.63648605,-33.14128113,-33.38579559
1544.58,-43.98150635,-47.22566986,-53.22195435,-33.72539902,-33.24443436,-33.40848541
1544.59,-44.19553375,-47.24701691,-53.20538712,-33.84383392,-33.21569824,-33.45994568
1544.6,-43.90916824,-47.28913879,-53.24171066,-33.72822571,-33.18052292,-33.5761795
1544.61,-43.97321701,-47.30937958,-53.17159653,-33.77051544,-33.3093605,-33.50111008
1544.62,-44.0567627,-47.3134079,-53.06500626,-33.86146545,-33.40541077,-33.37937927
1544.63,-43.99946594,-47.23307419,-53.05028152,-33.82204437,-33.30701447,-33.41397858
1544.64,-44.10305023,-47.32015228,-53.04551697,-33.87081146,-33.42148972,-33.51512527
1544.65,-44.15055847,-47.44548035,-53.02535248,-34.0141716,-33.61248016,-33.49592209
1544.66,-44.20896149,-47.42757797,-53.03119278,-34.12663269,-33.62799835,-33.49277115
1544.67,-44.21198273,-47.40042114,-53.02048492,-34.15921021,-33.63739014,-33.53769302
1544.68,-44.13056946,-47.43338013,-53.03578568,-34.14660645,-33.71212387,-33.56054688
1544.69,-44.23513031,-47.47724152,-53.02064896,-34.19869614,-33.80489731,-33.49381638
1544.7,-44.0826149,-47.42967224,-53.01190567,-34.17328644,-33.81568909,-33.50371552
1544.71,-43.91916275,-47.3825264,-53.02962494,-34.16409683,-33.72176743,-33.53714752
1544.72,-44.02737045,-47.37689209,-52.95265198,-34.24121094,-33.78683472,-33.39957047
1544.73,-43.93968582,-47.33172989,-52.94621277,-34.31606674,-33.71375275,-33.34521866
1544.74,-43.88515854,-47.32102203,-52.97891998,-34.29122925,-33.69017792,-33.4380188
1544.75,-43.68083191,-47.3916893,-53.02420425,-34.18735504,-33.80104828,-33.49529266
1544.76,-43.79277039,-47.47912979,-52.94077301,-34.33261108,-33.88634872,-33.39076233
1544.77,-43.79470062,-47.48715973,-52.92570114,-34.38186646,-33.87033844,-33.34257889
1544.78,-43.67276382,-47.47633362,-52.93609619,-34.3707695,-33.76213837,-33.32119751
1544.79,-43.69615173,-47.54588699,-52.9250145,-34.4201355,-33.87796021,-33.23040771
1544.8,-43.83489227,-47.48911667,-52.91598892,-34.54112244,-33.8937645,-33.14411545
1544.81,-43.69128418,-47.46757507,-53.01541901,-34.49927139,-33.8080101,-33.2406311
1544.82,-43.74433899,-47.53499985,-53.08459091,-34.45202255,-33.83285141,-33.31339264
1544.83,-43.71429062,-47.62753677,-53.12484741,-34.52509308,-33.97972488,-33.31972885
1544.84,-43.78147125,-47.49954224,-53.18301773,-34.52606964,-33.85057831,-33.32878494
1544.85,-43.80486679,-47.39515686,-53.23966599,-34.46167755,-33.73677826,-33.3530159
1544.86,-43.64670181,-47.33733368,-53.27848434,-34.38551712,-33.65327835,-33.39646912
1544.87,-43.7271843,-47.41433716,-53.30734253,-34.41053009,-33.72333527,-33.36197281
1544.88,-43.66376495,-47.42721939,-53.39037704,-34.38627625,-33.70027161,-33.43683624
1544.89,-43.58916855,-47.45150757,-53.45571518,-34.30426025,-33.68214417,-33.54785156
1544.9,-43.75671387,-47.48169327,-53.51087952,-34.37659836,-33.66387177,-33.56152344
1544.91,-43.84083939,-47.53060532,-53.58428192,-34.41529465,-33.70129776,-33.58716583
1544.92,-43.752491,-47.41122055,-53.69602585,-34.37586975,-33.51625061,-33.72281647
1544.93,-43.79881668,-47.50442505,-53.70690918,-34.32460403,-33.54310989,-33.72795868
1544.94,-43.8095932,-47.57571411,-53.7454071,-34.44041824,-33.51147079,-33.65759277
1544.95,-43.93067169,-47.55692291,-53.74409103,-34.50274658,-33.37637329,-33.62265015
1544.96,-43.65306091,-47.55352783,-53.84964752,-34.3548317,-33.34299469,-33.68565369
1544.97,-43.73548126,-47.63269424,-53.86559296,-34.33767319,-33.37042236,-33.63880157
1544.98,-43.85099411,-47.66379929,-53.85643768,-34.39299011,-33.40639877,-33.63454819
1544.99,-43.64368439,-47.56693649,-53.91173172,-34.31134796,-33.20657349,-33.73239899
1545,-43.63303375,-47.64427185,-53.91524124,-34.27813721,-33.24423218,-33.79329681
1545.01,-43.77178192,-47.73497009,-53.88561249,-34.41778564,-33.28859711,-33.77011108
1545.02,-43.77841949,-47.71324539,-53.91175461,-34.46726608,-33.19346237,-33.75527573
1545.03,-43.75797653,-47.67288971,-53.96766281,-34.40356827,-33.09463501,-33.84428787
1545.04,-43.56051636,-47.74826431,-53.91278839,-34.30394363,-33.17576599,-33.77974701
1545.05,-43.59203339,-47.7686615,-53.86360931,-34.33769226,-33.12944031,-33.69754028
1545.06,-43.7093811,-47.81474304,-53.84580231,-34.35072327,-33.14666748,-33.66474915
1545.07,-43.60380173,-47.76974869,-53.91294098,-34.27904129,-33.07257462,-33.76364517
1545.08,-43.74514008,-47.83421707,-53.85493851,-34.35101318,-33.15240479,-33.65132904
1545.09,-43.75069046,-47.76195526,-53.87655258,-34.4054718,-33.10882568,-33.57905579
1545.1,-43.74575424,-47.7610054,-53.88228989,-34.38854599,-33.14003372,-33.58221436
1545.11,-43.69503403,-47.78512192,-53.88905716,-34.32329559,-33.24407196,-33.57082367
1545.12,-43.77162933,-47.91769028,-53.866436,-34.38445282,-33.3663559,-33.48572159
1545.13,-43.86385727,-47.73492813,-53.90776443,-34.44496918,-33.25165558,-33.45047379
1545.14,-43.81424332,-47.64617538,-53.95259094,-34.35593796,-33.20190048,-33.48287964
1545.15,-43.84938431,-47.70913696,-54.0159111,-34.38780594,-33.32651901,-33.46681976
1545.16,-44.07445908,-47.66071701,-53.9770546,-34.47431564,-33.35118484,-33.33924103
1545.17,-43.82357407,-47.55063248,-54.04468155,-34.35604095,-33.26389313,-33.39348984
1545.18,-43.77442932,-47.56338882,-54.09670639,-34.28470993,-33.34056854,-33.39693832
1545.19,-44.00393677,-47.62865067,-54.05868912,-34.38988113,-33.46787643,-33.28532791
1545.2,-44.0646286,-47.53907013,-54.09597778,-34.43578339,-33.37342834,-33.21338654
1545.21,-44.04368973,-47.43978882,-54.13533401,-34.33415604,-33.23095703,-33.18954849
1545.22,-43.98725891,-47.4420166,-54.15216446,-34.32448959,-33.25024033,-33.1901207
1545.23,-44.11616898,-47.46575165,-54.09352112,-34.40646362,-33.29313278,-33.05070877
1545.24,-44.11305237,-47.42809296,-54.13075256,-34.42451859,-33.20962143,-33.03069687
1545.25,-43.99868011,-47.44830322,-54.18728638,-34.35140991,-33.29242325,-33.07025909
1545.26,-44.0333786,-47.50189209,-54.20422363,-34.40846634,-33.37606812,-33.0251236
1545.27,-44.11552429,-47.48825073,-54.18289948,-34.51403427,-33.37338257,-32.9101944
1545.28,-43.98517227,-47.31650543,-54.26025391,-34.4418335,-33.14824677,-32.98091888
1545.29,-43.99281693,-47.40195465,-54.23417282,-34.39035034,-33.10041809,-32.93611145
1545.3,-43.90013123,-47.42922974,-54.23227692,-34.36506653,-33.05823898,-32.87817383
1545.31,-44.03596115,-47.35218811,-54.22053146,-34.39805603,-32.89490509,-32.84909439
1545.32,-43.84601974,-47.2835083,-54.24387741,-34.23823929,-32.84708023,-32.91758347
1545.33,-43.75173569,-47.45291519,-54.21916199,-34.19971848,-32.99465561,-32.92022324
1545.34,-43.84060287,-47.46521378,-54.15795898,-34.16636658,-33.01011658,-32.84958649
1545.35,-43.74740982,-47.39143753,-54.1612587,-34.10572052,-32.91129684,-32.91838455
1545.36,-43.66338348,-47.44535828,-54.23458481,-33.99502182,-32.8931694,-33.06780243
1545.37,-43.87236023,-47.51547623,-54.17147827,-34.06625366,-32.96390152,-33.01950073
1545.38,-43.93028259,-47.5186615,-54.16375351,-34.0800209,-32.88951874,-33.01109314
1545.39,-43.85924149,-47.55185699,-54.20354462,-33.9658699,-32.84669113,-33.09562683
1545.4,-43.81003952,-47.66168213,-54.15402603,-33.89858246,-32.92662811,-33.10423279
1545.41,-43.80273438,-47.68952942,-54.15189362,-33.86777496,-32.93115234,-33.12385559
1545.42,-43.86781311,-47.69635391,-54.12649536,-33.85243988,-32.93203354,-33.14041138
1545.43,-43.68943405,-47.74817657,-54.13472748,-33.74598312,-32.90452576,-33.22528076
1545.44,-43.883564,-47.85528564,-54.08325577,-33.82257843,-32.98669434,-33.24623108
1545.45,-43.94178391,-47.96030426,-53.98265457,-33.88285065,-32.97646332,-33.18680954
1545.46,-43.82695007,-48.00718689,-54.00496292,-33.79622269,-32.90735626,-33.26771927
1545.47,-43.88657379,-48.09316254,-53.9590683,-33.75308228,-32.94274139,-33.31911469
1545.48,-43.96446991,-48.29367447,-53.89649963,-33.83478546,-33.10066986,-33.25563049
1545.49,-43.99713898,-48.25717163,-53.92819977,-33.83805847,-33.09149933,-33.35943604
1545.5,-44.05136108,-48.29699707,-53.89651108,-33.81057739,-33.11827469,-33.41280365
1545.51,-43.90701294,-48.38860321,-53.89745712,-33.78613281,-33.16758728,-33.43458557
1545.52,-44.11830521,-48.46983337,-53.8167572,-33.84996414,-33.23517227,-33.28642273
1545.53,-44.09060669,-48.4560318,-53.84462738,-33.78886414,-33.20930481,-33.39857101
1545.54,-44.04760742,-48.52879333,-53.89498901,-33.7669487,-33.30568314,-33.47567749
1545.55,-44.2324295,-48.60598755,-53.84021378,-33.81428146,-33.39019775,-33.40809631
1545.56,-44.27417374,-48.56519699,-53.80807495,-33.88321686,-33.38537598,-33.35629272
1545.57,-44.15813065,-48.45795441,-53.8672905,-33.81047058,-33.29986572,-33.46102905
1545.58,-44.11995697,-48.5591011,-53.85467529,-33.74515152,-33.41638184,-33.4695282
1545.59,-44.20933914,-48.63433075,-53.84622955,-33.87638474,-33.52058792,-33.4085083
1545.6,-44.24972153,-48.5430336,-53.91469574,-33.84139633,-33.47720337,-33.44337463
1545.61,-44.19381332,-48.62491989,-53.96725464,-33.80754852,-33.63439178,-33.50576401
1545.62,-44.23167038,-48.71786499,-53.99180603,-33.8095932,-33.73189163,-33.45429993
1545.63,-44.36497498,-48.6348381,-53.9866066,-33.84637451,-33.75113297,-33.40665436
1545.64,-44.2110672,-48.50147247,-54.07493973,-33.7690773,-33.66078186,-33.45018768
1545.65,-44.20875168,-48.36591339,-54.12333298,-33.69267273,-33.66154861,-33.50917053
1545.66,-44.29087067,-48.3381958,-54.10625458,-33.72637177,-33.7532959,-33.43655777
1545.67,-44.32010651,-48.2686615,-54.13637924,-33.73278046,-33.80812073,-33.38528442
1545.68,-44.25047302,-48.2231636,-54.19649887,-33.60597992,-33.77390289,-33.43476105
1545.69,-44.14588165,-48.22546768,-54.23439026,-33.5967598,-33.87640381,-33.4352417
1545.7,-44.27955246,-48.20392227,-54.27189636,-33.66432571,-33.95240784,-33.34309006
1545.71,-44.25381851,-48.09912872,-54.30797195,-33.6002655,-33.94696808,-33.335392
1545.72,-44.1522789,-47.97503281,-54.43346024,-33.55820465,-33.90192413,-33.47274017
1545.73,-44.26279831,-47.96233368,-54.43779373,-33.54665756,-33.91192627,-33.36137772
1545.74,-44.24993134,-47.9425087,-54.46656418,-33.64978027,-33.88988495,-33.31300354
1545.75,-44.18183136,-47.82168961,-54.54627991,-33.56599045,-33.78944778,-33.32271194
1545.76,-44.15719604,-47.78977585,-54.61476517,-33.5475502,-33.76966095,-33.37279129
1545.77,-44.36049652,-47.84614563,-54.62789154,-33.60647202,-33.84568787,-33.28177261
1545.78,-44.47231674,-47.67074585,-54.69434738,-33.67164612,-33.68995667,-33.32199097
1545.79,-44.27259064,-47.50460052,-54.742836,-33.49534607,-33.56431198,-33.42755508
1545.8,-44.22103119,-47.55456924,-54.71783829,-33.47107697,-33.60367584,-33.40124893
1545.81,-44.32571793,-47.50461197,-54.59874344,-33.50894547,-33.578228,-33.23389816
1545.82,-44.29896164,-47.37646484,-54.59109116,-33.46738434,-33.48457718,-33.23989868
1545.83,-44.27968597,-47.28365326,-54.64725113,-33.42417526,-33.42227554,-33.30813599
1545.84,-44.36447144,-47.34062576,-54.60090256,-33.42658997,-33.53776932,-33.27197647
1545.85,-44.37204742,-47.24700165,-54.65045166,-33.43455124,-33.4397583,-33.26002884
1545.86,-44.36058807,-47.15354919,-54.64626312,-33.37473679,-33.33597565,-33.30699539
1545.87,-44.14524841,-47.1469841,-54.65734863,-33.26340103,-33.27188873,-33.33588791
1545.88,-44.30848312,-47.1588707,-54.59162521,-33.35054779,-33.3437233,-33.27179337
1545.89,-44.32370758,-47.13472366,-54.52656937,-33.36101532,-33.31941986,-33.19753647
1545.9,-44.19831467,-47.14085007,-54.5240097,-33.30853271,-33.3039093,-33.29294968
1545.91,-44.36236954,-47.25548553,-54.47131729,-33.41545486,-33.43690491,-33.3021431
1545.92,-44.41074371,-47.35248947,-54.41005707,-33.46842194,-33.44525528,-33.24213409
1545.93,-44.40621185,-47.2980957,-54.40019226,-33.52591324,-33.40672302,-33.32670212
1545.94,-44.42863464,-47.27993011,-54.30807114,-33.47259521,-33.35816956,-33.3094635
1545.95,-44.39943314,-47.39534378,-54.26238632,-33.57561493,-33.47476578,-33.29310226
1545.96,-44.50935364,-47.41776276,-54.20188904,-33.63732529,-33.47641754,-33.24538422
1545.97,-44.28504181,-47.45699692,-54.19362259,-33.63763046,-33.49056244,-33.32176208
1545.98,-44.2295723,-47.57582855,-54.17095947,-33.66278839,-33.53710175,-33.25323486
1545.99,-44.39855194,-47.66469193,-54.09806442,-33.80551529,-33.57414246,-33.11387634
1546,-44.42814255,-47.63380432,-54.12884521,-33.88948059,-33.51000214,-33.1598053
1546.01,-44.46734619,-47.70108032,-54.18288422,-33.94284058,-33.49980164,-33.27941895
1546.02,-44.51037979,-47.80261612,-54.15974045,-33.99630356,-33.55496597,-33.26083755
1546.03,-44.54647064,-48.02209854,-54.12358093,-34.10118866,-33.63753891,-33.19857788
1546.04,-44.54343414,-48.02314377,-54.14285278,-34.10404968,-33.51380157,-33.21229172
1546.05,-44.4769249,-48.20187759,-54.18478775,-34.110672,-33.58560944,-33.26964188
1546.06,-44.56584549,-48.32619476,-54.18962479,-34.22487259,-33.64636993,-33.18907547
1546.07,-44.74645233,-48.33708954,-54.23812866,-34.36965942,-33.63829041,-33.22200394
1546.08,-44.51202393,-48.36565018,-54.35053635,-34.26901245,-33.55767059,-33.34262848
1546.09,-44.60305405,-48.42049789,-54.34714127,-34.2635498,-33.57829285,-33.29683685
1546.1,-44.56784058,-48.39126205,-54.35568237,-34.26396561,-33.50376892,-33.21311188
1546.11,-44.54975891,-48.29920578,-54.43335724,-34.18996811,-33.31822968,-33.19073105
1546.12,-44.61071014,-48.3423233,-54.50560379,-34.1589241,-33.35164642,-33.25494766
1546.13,-44.58961105,-48.42375183,-54.52783966,-34.22074127,-33.39463043,-33.16495514
1546.14,-44.62496567,-48.4498558,-54.64651108,-34.22094345,-33.41038513,-33.18156815
1546.15,-44.54649734,-48.40887833,-54.73564148,-34.1133461,-33.31589508,-33.27471542
1546.16,-44.42912292,-48.49541092,-54.81948853,-34.00421524,-33.37983322,-33.28113937
1546.17,-44.58271027,-48.500103,-54.86725998,-34.01874161,-33.40631866,-33.16989899
1546.18,-44.51932526,-48.45821381,-54.94907379,-33.95961761,-33.37949371,-33.18451309
1546.19,-44.46875,-48.39669418,-55.10551834,-33.91612244,-33.3037262,-33.27754593
1546.2,-44.50426102,-48.47013474,-55.17185974,-33.93750763,-33.34552765,-33.25709152
1546.21,-44.39679337,-48.41609192,-55.28534698,-33.91811752,-33.26638794,-33.22818756
1546.22,-44.37267303,-48.35276413,-55.45043564,-33.90313721,-33.21082687,-33.31342316
1546.23,-44.17599487,-48.235672,-55.59060669,-33.74028397,-33.16199875,-33.39023209
1546.24,-44.27681732,-48.24320984,-55.6488266,-33.80978012,-33.16957092,-33.3371582
1546.25,-44.28969193,-48.21569061,-55.64310074,-33.81487656,-33.12353516,-33.26375961
1546.26,-44.01081848,-48.15704727,-55.7689743,-33.69335175,-32.9962883,-33.39862442
1546.27,-44.02227783,-48.22787094,-55.78801727,-33.67656326,-33.04964066,-33.43648911
1546.28,-44.15548706,-48.20875549,-55.74711227,-33.82789993,-33.03168869,-33.32686234
1546.29,-44.0558548,-48.21142578,-55.86502838,-33.80719757,-32.92444992,-33.42331314
1546.3,-44.024189,-48.30975723,-55.95118713,-33.7466507,-32.965168,-33.53438187
1546.31,-43.96069336,-48.42818832,-55.96557999,-33.78603363,-33.07106781,-33.53276062
1546.32,-43.99180603,-48.37366486,-55.94689178,-33.81596375,-32.94302368,-33.42797852
1546.33,-43.90283585,-48.37461472,-56.01634979,-33.70243454,-32.8368721,-33.5290451
1546.34,-43.77932739,-48.41256332,-56.07352829,-33.66880035,-32.82313538,-33.58457565
1546.35,-43.94927597,-48.48973465,-56.0667305,-33.76094437,-32.86323929,-33.45750046
1546.36,-43.85702515,-48.44263077,-56.02565765,-33.7140007,-32.77199936,-33.42287827
1546.37,-43.68010712,-48.45324707,-56.02878189,-33.6525116,-32.73219681,-33.53252029
1546.38,-43.72723389,-48.53354645,-55.92679596,-33.64981842,-32.76734161,-33.48618698
1546.39,-43.74218369,-48.68338776,-55.86831665,-33.73610306,-32.88510132,-33.47801208
1546.4,-43.74436951,-48.67694855,-55.82969666,-33.69802856,-32.86555862,-33.47899628
1546.41,-43.78409195,-48.76490021,-55.79389191,-33.76765823,-32.9433403,-33.53141403
1546.42,-43.76333618,-48.85858917,-55.71970367,-33.78493118,-32.99710464,-33.4452095
1546.43,-43.96126556,-48.91556549,-55.64628601,-33.94630051,-33.05315399,-33.38986206
1546.44,-43.70105743,-48.93915558,-55.68438721,-33.86222839,-33.11158752,-33.48154449
1546.45,-43.78818893,-48.99304199,-55.65502548,-33.92476654,-33.20597076,-33.46493912
1546.46,-43.9530983,-49.06040955,-55.57813263,-34.02910995,-33.403965,-33.35475159
1546.47,-43.94164658,-48.9910965,-55.59500885,-34.09580994,-33.34766006,-33.30693054
1546.48,-43.88833618,-49.04419708,-55.61467361,-34.00057983,-33.38775635,-33.33346558
1546.49,-43.95649719,-49.07537842,-55.62749481,-34.08644867,-33.52298737,-33.31015015
1546.5,-44.0615387,-48.98320007,-55.6359787,-34.19997787,-33.49832153,-33.19090652
1546.51,-44.00582504,-48.89709854,-55.70367813,-34.15851593,-33.46746826,-33.25123596
1546.52,-43.86168671,-48.92035675,-55.77579498,-34.11176682,-33.61822891,-33.25970459
1546.53,-44.02417374,-48.92743301,-55.75399399,-34.20262527,-33.70616531,-33.10007477
1546.54,-44.15512466,-48.89215469,-55.7762413,-34.2310257,-33.73582458,-33.06014252
1546.55,-43.92652512,-48.85852051,-55.87119675,-34.09767151,-33.73669052,-33.14858246
1546.56,-44.0983963,-48.94797897,-55.96892548,-34.23171616,-33.85024643,-33.09413147
1546.57,-44.21315002,-48.92072296,-56.07084274,-34.31291199,-33.81251526,-32.96750641
1546.58,-44.17977905,-48.79276276,-56.26459503,-34.27527618,-33.72140503,-32.99779129
1546.59,-44.15690231,-48.772686,-56.36351395,-34.12620544,-33.71273804,-32.91855621
1546.6,-44.13447952,-48.80391312,-56.48707199,-34.15363693,-33.71800613,-32.88516998
1546.61,-44.20120621,-48.74505997,-56.55648804,-34.0888443,-33.70445633,-32.79924011
1546.62,-44.1468544,-48.65453339,-56.7039032,-34.07176208,-33.65494919,-32.84707642
1546.63,-44.13021469,-48.62261581,-56.85234833,-33.99573135,-33.58908844,-32.83348846
1546.64,-44.32405853,-48.615448,-56.88389969,-34.00217819,-33.62084579,-32.66957474
1546.65,-44.19256592,-48.63046265,-57.1083374,-33.94762421,-33.609478,-32.74775314
1546.66,-44.24185944,-48.60056686,-57.26384735,-33.89137268,-33.60071945,-32.78285599
