wav,n = 10,n = 20,n = 30,ref 10,ref 20,ref 30
1536.61,-45.82457352,-49.95025635,-54.44040298,-37.30993652,-35.54222488,-35.64087296
1536.62,-45.88160706,-49.78341675,-54.40327835,-37.33328247,-35.43305206,-35.60810471
1536.63,-45.69617462,-49.66646576,-54.39184952,-37.15837479,-35.36940002,-35.71184158
1536.64,-45.69136047,-49.64012909,-54.37158203,-36.96405029,-35.43896484,-35.63259506
1536.65,-45.7664299,-49.48363113,-54.33067322,-36.99781418,-35.31800842,-35.60743713
1536.66,-45.71124268,-49.41998291,-54.31219482,-36.92878723,-35.13748169,-35.61258698
1536.67,-45.72172165,-49.40179062,-54.26765442,-36.84161758,-35.24132156,-35.49314499
1536.68,-45.77465057,-49.21943283,-54.2085495,-36.91012192,-35.15427399,-35.47028732
1536.69,-45.89564133,-49.03471756,-54.10739517,-36.91996002,-35.04447556,-35.35823822
1536.7,-45.91550446,-48.89667892,-54.0724144,-36.80773926,-34.8697052,-35.4090271
1536.71,-45.73072433,-48.81904984,-53.99731445,-36.69416809,-34.84294891,-35.37400436
1536.72,-45.8117218,-48.77085114,-53.93836975,-36.69612122,-34.85103607,-35.27653885
1536.73,-45.71445084,-48.69908905,-53.91135788,-36.64903259,-34.78929901,-35.3817749
1536.74,-45.64030075,-48.66490555,-53.90166855,-36.47570801,-34.71545029,-35.41592789
1536.75,-45.70313263,-48.71615601,-53.81981659,-36.44977188,-34.80596542,-35.36100006
1536.76,-45.63914108,-48.63912201,-53.81648254,-36.50563049,-34.72338104,-35.46988678
1536.77,-45.59803391,-48.59779358,-53.80440521,-36.45504761,-34.63027191,-35.53079987
1536.78,-45.51550674,-48.68865585,-53.81113052,-36.3246994,-34.67403412,-35.65275192
1536.79,-45.53242493,-48.67935181,-53.71897888,-36.28701019,-34.64118958,-35.52844238
1536.8,-45.58220673,-48.66753387,-53.63326263,-36.37740326,-34.6192894,-35.48878098
1536.81,-45.45079803,-48.6631546,-53.59681702,-36.18501282,-34.51142883,-35.47502899
1536.82,-45.43869781,-48.75485229,-53.52951813,-36.13275909,-34.56071854,-35.40078354
1536.83,-45.60071564,-48.73976898,-53.55559158,-36.23048782,-34.5039444,-35.49146652
1536.84,-45.56019211,-48.69605637,-53.54851913,-36.192173,-34.41989517,-35.556633
1536.85,-45.51771164,-48.81613922,-53.51844025,-36.12289429,-34.52287292,-35.50756836
1536.86,-45.53090668,-48.81055069,-53.47423172,-36.17153931,-34.58028793,-35.53878784
1536.87,-45.54618073,-48.81623459,-53.42113876,-36.20765305,-34.485569,-35.49477768
1536.88,-45.47158813,-48.99227905,-53.41940308,-36.15208054,-34.55852127,-35.54987335
1536.89,-45.3627243,-49.12067795,-53.45206451,-36.19495392,-34.56546021,-35.55121613
1536.9,-45.46265793,-49.23246384,-53.44687271,-36.32701111,-34.64155197,-35.50658417
1536.91,-45.55376053,-49.25564575,-53.48531723,-36.40306091,-34.54373169,-35.62467575
1536.92,-45.47986221,-49.31840515,-53.448246,-36.37742615,-34.50677872,-35.62887573
1536.93,-45.64276123,-49.39394379,-53.40644455,-36.45248795,-34.46820068,-35.58676529
1536.94,-45.66672134,-49.32769012,-53.31542206,-36.61206818,-34.37801361,-35.46481323
1536.95,-45.68723297,-49.36806488,-53.32003784,-36.62991714,-34.3392067,-35.52918243
1536.96,-45.83220673,-49.45772934,-53.29130936,-36.56545258,-34.37051773,-35.49849701
1536.97,-45.83554459,-49.47738266,-53.24249649,-36.61126328,-34.3710289,-35.45766449
1536.98,-45.91775513,-49.37592316,-53.19394684,-36.72019196,-34.29124451,-35.4318161
1536.99,-45.82518005,-49.25377655,-53.19446945,-36.66587067,-34.13217926,-35.50099182
1537,-45.70291138,-49.29581451,-53.14526367,-36.50222778,-34.15328598,-35.41236496
1537.01,-45.81607437,-49.31202316,-53.14883804,-36.6546402,-34.15934753,-35.40799713
1537.02,-45.79053116,-49.24588776,-53.16805649,-36.7866745,-34.10721207,-35.5032196
1537.03,-45.77365112,-49.29489136,-53.13871384,-36.74570847,-34.19950104,-35.44552231
1537.04,-45.82218552,-49.36024475,-53.12443924,-36.83341217,-34.28249741,-35.48728561
1537.05,-45.78074646,-49.30145645,-53.13450623,-36.87266922,-34.24450684,-35.58338165
1537.06,-45.79961395,-49.25452423,-53.18608093,-36.74959183,-34.21995163,-35.66903305
1537.07,-45.63666534,-49.28707123,-53.20517731,-36.65200806,-34.31764221,-35.76852798
1537.08,-45.7305069,-49.2468071,-53.15522385,-36.65281677,-34.37278366,-35.66016006
1537.09,-45.75418854,-49.20589066,-53.15917969,-36.60620117,-34.43695831,-35.80796814
1537.1,-45.45162582,-49.18021774,-53.16994095,-36.40822983,-34.44887924,-35.93440247
1537.11,-45.53129196,-49.16818237,-53.15335464,-36.37837982,-34.56290817,-35.92978668
1537.12,-45.47905731,-49.00035858,-53.20158768,-36.33698273,-34.50033951,-36.07629013
1537.13,-45.39412308,-49.00974655,-53.25859451,-36.26395035,-34.55731201,-36.11862183
1537.14,-45.42370605,-49.05755997,-53.26249313,-36.19298553,-34.67655182,-36.17832947
1537.15,-45.32047653,-49.00357819,-53.18173981,-36.16925812,-34.6596756,-36.06343079
1537.16,-45.27173996,-48.92565918,-53.12135696,-36.18365479,-34.63743591,-35.99986649
1537.17,-45.28375244,-48.96618652,-53.09115219,-36.08880997,-34.72505951,-36.03788376
1537.18,-45.27680969,-48.90478516,-53.02720642,-36.15298843,-34.72301865,-35.8794632
1537.19,-45.34141159,-48.90292358,-52.99243164,-36.23587799,-34.80526733,-35.81633759
1537.2,-45.29688263,-48.73989868,-53.03880692,-36.21359634,-34.66724777,-35.97102737
1537.21,-45.26475906,-48.69145584,-52.99416733,-36.14735413,-34.7151947,-35.92299652
1537.22,-45.29780579,-48.68681335,-52.94958878,-36.07274246,-34.74894333,-35.88941193
1537.23,-45.22583771,-48.66187286,-52.84061432,-36.05886459,-34.6526413,-35.77555466
1537.24,-45.2038765,-48.64601898,-52.85480499,-36.03598785,-34.6607132,-35.83268738
1537.25,-45.14964676,-48.69540405,-52.84046936,-35.94054031,-34.71520996,-35.84447479
1537.26,-45.19960022,-48.72126389,-52.82398605,-36.04805756,-34.76616287,-35.78926086
1537.27,-45.27895355,-48.69250488,-52.82646942,-36.04021454,-34.6543045,-35.84449005
1537.28,-45.07435608,-48.70051193,-52.88737488,-35.93787384,-34.62512589,-35.92572784
1537.29,-45.10428619,-48.75148773,-52.83163452,-35.87846375,-34.65853882,-35.77956009
1537.3,-45.25535583,-48.78287506,-52.84664536,-35.93763733,-34.63202286,-35.70385742
1537.31,-45.19577789,-48.86937714,-52.89027786,-35.91841125,-34.63642502,-35.77508163
1537.32,-45.29229736,-49.00016785,-52.87342834,-35.93498993,-34.76506042,-35.70587921
1537.33,-45.27656174,-48.9917717,-52.85520554,-35.98597336,-34.7840004,-35.73170471
1537.34,-45.26815796,-48.98293686,-52.91224289,-36.02723694,-34.77159882,-35.79660797
1537.35,-45.29365921,-48.96416855,-52.97626877,-35.9917984,-34.74901581,-35.80586243
1537.36,-45.24707031,-49.04323196,-52.94987869,-35.96629333,-34.87237549,-35.693573
1537.37,-45.30610275,-49.01720047,-52.97113037,-36.08697128,-34.86610031,-35.57176208
1537.38,-45.25934219,-49.08184433,-53.02577209,-36.08002853,-34.94942093,-35.67392731
1537.39,-45.16440582,-49.19651413,-53.09062576,-36.03530121,-35.05408859,-35.64010239
1537.4,-45.2449913,-49.38278198,-53.07971191,-36.12610626,-35.22594452,-35.52919006
1537.41,-45.29866791,-49.33930969,-53.14600372,-36.23833466,-35.17328644,-35.61467743
1537.42,-45.28252792,-49.37596512,-53.17901611,-36.23612976,-35.15098953,-35.52004623
1537.43,-45.28488159,-49.46043015,-53.26433945,-36.22659302,-35.30739594,-35.58824158
1537.44,-45.3359375,-49.45757294,-53.25046158,-36.27329636,-35.28816223,-35.47360611
1537.45,-45.45705414,-49.35676575,-53.25835037,-36.39006424,-35.25879288,-35.36858368
1537.46,-45.22685242,-49.37513351,-53.24763107,-36.25071716,-35.26045609,-35.33056641
1537.47,-45.31871414,-49.32569122,-53.27674484,-36.34732819,-35.30263901,-35.22743607
1537.48,-45.50036621,-49.18338013,-53.29240036,-36.47575378,-35.23265839,-35.25215912
1537.49,-45.37791824,-49.08223724,-53.34884644,-36.4887619,-35.19625473,-35.26026154
1537.5,-45.47555542,-49.02043915,-53.30663681,-36.54772568,-35.24291611,-35.0963974
1537.51,-45.40071487,-48.92213058,-53.25204086,-36.53629684,-35.19879913,-34.94906998
1537.52,-45.40902328,-48.83425903,-53.29906082,-36.5550766,-35.10601044,-34.934021
1537.53,-45.44762039,-48.78353882,-53.30912399,-36.50516129,-35.15457916,-34.91808701
1537.54,-45.40621948,-48.70063019,-53.27080154,-36.51887512,-35.13640594,-34.85037994
1537.55,-45.46078491,-48.61990356,-53.26685715,-36.57670593,-35.13737106,-34.79276657
1537.56,-45.38388062,-48.52209854,-53.35477829,-36.48287582,-35.02790451,-34.93081284
1537.57,-45.34021759,-48.47419357,-53.3289032,-36.39152527,-35.03733063,-34.9307251
1537.58,-45.4074707,-48.47174835,-53.30138397,-36.33817291,-35.06350327,-34.91128922
1537.59,-45.41387939,-48.36940002,-53.21166229,-36.34303665,-34.99163055,-34.92493057
1537.6,-45.45958328,-48.37823486,-53.2171936,-36.31286621,-34.98472977,-35.01780701
1537.61,-45.4036026,-48.43978119,-53.1633606,-36.2056694,-35.08266068,-35.00078583
1537.62,-45.44966125,-48.39673615,-53.10365295,-36.24755478,-35.08921432,-35.09797287
1537.63,-45.51181793,-48.31975174,-53.03591156,-36.24784851,-34.9814949,-35.13011932
1537.64,-45.33806229,-48.23257446,-52.99417496,-36.18249512,-34.88453674,-35.14122009
1537.65,-45.24399948,-48.29606247,-52.84259796,-36.11603928,-34.89610291,-35.09014511
1537.66,-45.4447403,-48.27092743,-52.82844543,-36.23783875,-34.80771637,-35.0998497
1537.67,-45.29021454,-48.35578918,-52.78445435,-36.18958664,-34.78534698,-35.19814682
1537.68,-45.26935959,-48.46289825,-52.71787262,-36.1540451,-34.84903336,-35.05081177
1537.69,-45.38224411,-48.53738403,-52.66371155,-36.20529556,-34.80810165,-35.07787323
1537.7,-45.31254578,-48.6023941,-52.69691467,-36.22267151,-34.69454193,-35.26790619
1537.71,-45.40646744,-48.64294434,-52.6702919,-36.23244476,-34.62481689,-35.25437927
1537.72,-45.30384827,-48.73308563,-52.56974792,-36.194767,-34.6305275,-35.20443344
1537.73,-45.32438278,-48.7612915,-52.53045654,-36.21250153,-34.54222488,-35.14414978
1537.74,-45.42479706,-48.84938812,-52.49774551,-36.15969467,-34.5198555,-35.19586182
1537.75,-45.23284531,-49.00180054,-52.45886612,-36.03866959,-34.57572556,-35.24189377
1537.76,-45.307724,-49.13142014,-52.39419937,-36.11326599,-34.58944702,-35.18886566
1537.77,-45.28062057,-49.16046143,-52.4094429,-36.13097,-34.52639008,-35.31365967
1537.78,-45.20743942,-49.1626358,-52.37346268,-36.01066208,-34.46078873,-35.33826828
1537.79,-45.22156525,-49.25875854,-52.34591293,-36.01263046,-34.53196716,-35.37780762
1537.8,-45.13583374,-49.24092484,-52.27209854,-36.00678253,-34.55623245,-35.31085968
1537.81,-45.15169907,-49.22341156,-52.20882416,-36.04770279,-34.5068512,-35.30393219
1537.82,-45.06894302,-49.26774597,-52.18596649,-35.94690323,-34.54324722,-35.33081055
1537.83,-45.00295258,-49.29220581,-52.21843338,-35.98577881,-34.64621353,-35.3050499
1537.84,-45.12625122,-49.28183746,-52.21895599,-36.03278351,-34.71548843,-35.32816315
1537.85,-44.98444748,-49.12482834,-52.24410629,-35.97345734,-34.67663956,-35.45121002
1537.86,-44.9997673,-49.07269669,-52.17847443,-35.95341492,-34.77967453,-35.37828064
1537.87,-45.06399155,-48.92335892,-52.07575226,-35.98899841,-34.79195404,-35.28861237
1537.88,-44.91636658,-48.79299164,-52.0267067,-35.96474075,-34.73719025,-35.34387207
1537.89,-44.89817047,-48.76054001,-52.00312042,-35.95563507,-34.77381897,-35.45450211
1537.9,-44.92218018,-48.55099869,-51.91081238,-35.97862244,-34.79563904,-35.36544037
1537.91,-44.89040756,-48.46529388,-51.88217926,-36.02102661,-34.81239319,-35.35132599
1537.92,-44.90572739,-48.35589218,-51.90926361,-36.07453537,-34.80218506,-35.49371719
1537.93,-44.83959961,-48.23029327,-51.83454895,-36.14933014,-34.78598785,-35.43865967
1537.94,-44.80708694,-48.17816925,-51.77005768,-36.20270157,-34.76806641,-35.24161911
1537.95,-44.86767578,-48.05801773,-51.76779175,-36.28436661,-34.63253784,-35.28936005
1537.96,-44.75277328,-47.98855209,-51.78578186,-36.21344757,-34.60955048,-35.27931213
1537.97,-44.75776672,-47.93589401,-51.7309227,-36.23371887,-34.64461899,-35.15992355
1537.98,-44.64839554,-47.85985565,-51.73727036,-36.36219406,-34.60569,-35.1818924
1537.99,-44.63831329,-47.79648209,-51.75548935,-36.34553146,-34.50201416,-35.18977356
1538,-44.60580444,-47.68593597,-51.76928711,-36.3398056,-34.38366318,-35.18764114
1538.01,-44.47693634,-47.61844254,-51.72489929,-36.30412292,-34.38638687,-35.09769821
1538.02,-44.54820633,-47.47414017,-51.74065781,-36.41508102,-34.31609344,-35.02188873
1538.03,-44.39467621,-47.31835175,-51.67899323,-36.36049271,-34.13310242,-35.03128815
1538.04,-44.25886917,-47.34484863,-51.62770462,-36.27608109,-34.18843842,-34.9163475
1538.05,-44.41326904,-47.34766006,-51.62688446,-36.36711884,-34.20437622,-34.87068176
1538.06,-44.32387543,-47.29383087,-51.64304733,-36.3970871,-34.11445999,-34.97049332
1538.07,-44.34714127,-47.28951263,-51.63744354,-36.30504608,-34.08277893,-34.88304901
1538.08,-44.46242905,-47.29127121,-51.61967468,-36.36464691,-34.08532715,-34.87833405
1538.09,-44.51307678,-47.20653534,-51.60460663,-36.35678482,-34.07659912,-34.77996826
1538.1,-44.52659607,-47.25592804,-51.62329865,-36.26887512,-34.09700012,-34.86888123
1538.11,-44.43330765,-47.23661804,-51.61394119,-36.16268158,-34.12584305,-34.92677689
1538.12,-44.4848671,-47.30857468,-51.56630325,-36.1319046,-34.15560913,-34.74819946
1538.13,-44.45519638,-47.33335876,-51.66179276,-36.04196548,-34.14893723,-34.85778046
1538.14,-44.29500961,-47.31482315,-51.72676468,-35.87169266,-34.16341019,-35.11181259
1538.15,-44.37361908,-47.3579483,-51.7326889,-35.90242767,-34.30082321,-35.05673981
1538.16,-44.42270279,-47.36199951,-51.71526337,-35.98791885,-34.33744431,-35.06544495
1538.17,-44.41019058,-47.38565826,-51.7532959,-35.96904373,-34.26626968,-35.14041901
1538.18,-44.52661133,-47.42931366,-51.82329559,-35.9367485,-34.24761963,-35.1353035
1538.19,-44.47613525,-47.50827789,-51.83256912,-35.98373032,-34.36609268,-35.05678177
1538.2,-44.62819672,-47.56622314,-51.91495514,-36.06219101,-34.38590622,-35.11640549
1538.21,-44.66152573,-47.61593628,-52.00162506,-36.08365631,-34.30353165,-35.21922684
1538.22,-44.57311249,-47.7657547,-52.03837967,-36.06409454,-34.32896805,-35.19316864
1538.23,-44.79621887,-48.01804352,-52.10865021,-36.15483856,-34.51110458,-35.1740799
1538.24,-44.89773178,-48.04075241,-52.15586472,-36.3109436,-34.3162384,-35.25444794
1538.25,-44.90961456,-48.15787125,-52.20980835,-36.33276367,-34.31956863,-35.23748016
1538.26,-44.89902496,-48.33086014,-52.25328445,-36.22917175,-34.42642975,-35.2170372
1538.27,-44.90533066,-48.41931915,-52.33472443,-36.33957672,-34.44013977,-35.38234329
1538.28,-44.91664505,-48.52342606,-52.3979187,-36.28497696,-34.46539307,-35.45824432
1538.29,-44.80296326,-48.62909317,-52.37208176,-36.28538513,-34.46856689,-35.41241455
1538.3,-44.75113678,-48.69792175,-52.32859421,-36.27655411,-34.46666336,-35.24283981
1538.31,-44.811306,-48.77866364,-52.37408447,-36.33145905,-34.42274475,-35.24160767
1538.32,-44.69285583,-48.78668976,-52.45959473,-36.23268509,-34.45390701,-35.41961288
1538.33,-44.82945251,-48.86661148,-52.38441467,-36.31731415,-34.52158356,-35.25727463
1538.34,-44.9751091,-48.89648438,-52.38235855,-36.50009537,-34.50315094,-35.1680069
1538.35,-44.87970734,-48.93038559,-52.3758812,-36.44267654,-34.43829727,-35.21287537
1538.36,-44.99370956,-48.96788788,-52.36338425,-36.43145752,-34.44302368,-35.18969727
1538.37,-44.92675781,-48.95375824,-52.33496094,-36.46400452,-34.5142746,-35.13126373
1538.38,-44.99274826,-48.92970657,-52.33557892,-36.50148773,-34.57332611,-35.18649673
1538.39,-45.04104614,-48.86909103,-52.32883072,-36.42740631,-34.5592804,-35.23036194
1538.4,-44.88677979,-48.84090805,-52.27225494,-36.35936737,-34.57793427,-35.13474274
1538.41,-45.01372147,-48.86182785,-52.25254059,-36.36702347,-34.6266098,-35.05486298
1538.42,-45.02093887,-48.76495361,-52.2818222,-36.34851837,-34.62499237,-35.15451813
1538.43,-44.96685028,-48.67177582,-52.22109222,-36.26766586,-34.52630615,-35.06006241
1538.44,-45.07770157,-48.60682297,-52.19824982,-36.19063568,-34.63919067,-35.00183105
1538.45,-44.99806213,-48.49064636,-52.18491745,-36.13450623,-34.57010651,-35.03682709
1538.46,-45.07134247,-48.40457916,-52.19283295,-36.14097977,-34.50880432,-35.03672028
1538.47,-45.00640869,-48.34320068,-52.17482758,-35.99924088,-34.47681427,-34.97484589
1538.48,-44.99289703,-48.28236008,-52.13669205,-36.09523392,-34.46046829,-34.89100647
1538.49,-45.13001633,-48.16031265,-52.17638397,-36.08343887,-34.3828392,-34.90460205
1538.5,-44.99346924,-48.08479309,-52.2339592,-35.95243835,-34.33643341,-35.01049423
1538.51,-45.07244873,-48.04382324,-52.22200394,-35.95129395,-34.43100357,-34.94602966
1538.52,-45.1988945,-47.9679184,-52.18424606,-36.05720139,-34.38436508,-34.88096237
1538.53,-44.95705795,-47.84745407,-52.2174263,-35.87621689,-34.28158188,-34.96292114
1538.54,-44.91323853,-47.87051392,-52.2371254,-35.77745056,-34.30968094,-34.96261978
1538.55,-44.89642715,-47.85643005,-52.22444153,-35.73613358,-34.36845779,-34.91370773
1538.56,-44.96802902,-47.71242523,-52.2774086,-35.76389313,-34.29940033,-34.93262482
1538.57,-45.00133514,-47.61934662,-52.31671906,-35.71160507,-34.2488327,-35.01224518
1538.58,-44.85712814,-47.52505112,-52.28224945,-35.67851639,-34.22182846,-34.87932587
1538.59,-44.88962555,-47.48159409,-52.30698776,-35.67727661,-34.20491028,-34.85900116
1538.6,-44.9647522,-47.38669586,-52.3155632,-35.64711761,-34.13724518,-34.8944931
1538.61,-44.81990814,-47.33461761,-52.3212204,-35.58286285,-34.14754486,-34.90432358
1538.62,-44.8829155,-47.34912491,-52.28361893,-35.50484467,-34.1788063,-34.87056351
1538.63,-44.84459305,-47.30184937,-52.34886169,-35.54574966,-34.19554138,-34.96992493
1538.64,-44.79711914,-47.37491608,-52.38289261,-35.52473068,-34.24802017,-35.05155182
1538.65,-44.84352112,-47.42997742,-52.42518997,-35.56505585,-34.34117126,-35.03240967
1538.66,-44.75694656,-47.40586472,-52.39358902,-35.61367798,-34.3383255,-34.98284912
1538.67,-44.83107376,-47.38892365,-52.43009186,-35.72307205,-34.36118698,-34.95183563
1538.68,-44.72049332,-47.43668365,-52.46369553,-35.62387466,-34.40831375,-35.0111618
1538.69,-44.74535751,-47.51269531,-52.47303391,-35.67533112,-34.4841156,-34.93680573
1538.7,-44.93208313,-47.61499405,-52.48869324,-35.85076523,-34.51199722,-34.91524124
1538.71,-44.83469391,-47.67134094,-52.56839752,-35.8898201,-34.43938828,-35.00260162
1538.72,-44.87509537,-47.7475853,-52.59275055,-35.91018295,-34.45285797,-34.91734314
1538.73,-45.05670166,-47.83267975,-52.6023674,-36.12649155,-34.45985031,-34.88346481
1538.74,-45.06371307,-47.75937653,-52.63240814,-36.1867981,-34.37507248,-34.8781929
1538.75,-45.13549042,-47.7454834,-52.67692566,-36.25338745,-34.3130722,-34.90373993
1538.76,-44.87746811,-47.82357407,-52.644207,-36.171875,-34.30649185,-34.87990952
1538.77,-44.94200134,-47.93220139,-52.6240654,-36.22242355,-34.31713104,-34.72247696
1538.78,-44.92271805,-48.0359726,-52.68702316,-36.21412659,-34.32971954,-34.82678986
1538.79,-44.82075882,-48.08617783,-52.67464447,-36.18753815,-34.29589081,-34.85060501
1538.8,-44.85610199,-48.1566925,-52.6947403,-36.27788925,-34.37543106,-34.80530548
1538.81,-44.82922363,-48.16519547,-52.72220993,-36.32835007,-34.34519958,-34.84972
1538.82,-44.76190186,-48.22891998,-52.75730133,-36.38146591,-34.35689926,-34.89179611
1538.83,-44.85559845,-48.24398804,-52.75848007,-36.37152863,-34.38554382,-34.90878296
1538.84,-44.80564499,-48.25162125,-52.72717667,-36.41569901,-34.43674088,-34.83882523
1538.85,-44.90947723,-48.16323471,-52.74936676,-36.42173767,-34.37545013,-34.92040634
1538.86,-44.86776352,-48.16685486,-52.75295639,-36.37075043,-34.43539047,-34.99049377
1538.87,-44.81074524,-48.20134735,-52.75020218,-36.34181213,-34.5265007,-35.00597763
1538.88,-44.97516632,-48.12641525,-52.77401733,-36.42671585,-34.50154114,-35.01796722
1538.89,-44.77513885,-48.02982712,-52.79176331,-36.35696411,-34.4697113,-35.17429352
1538.9,-44.73466492,-48.05316925,-52.74279022,-36.2969017,-34.53648376,-35.11891937
1538.91,-44.70040512,-47.99689102,-52.63854599,-36.17082977,-34.59294128,-35.06807709
1538.92,-44.67495346,-47.86024475,-52.60435486,-36.1802597,-34.54473495,-35.22828293
1538.93,-44.6359787,-47.81610107,-52.5592041,-36.05026245,-34.58718109,-35.27769852
1538.94,-44.52819061,-47.82177734,-52.52371216,-36.01926041,-34.64958954,-35.25616455
1538.95,-44.60955811,-47.75950623,-52.49686432,-36.11690521,-34.65791702,-35.29244614
1538.96,-44.69940567,-47.69869232,-52.48668671,-36.16751099,-34.62210464,-35.33856964
1538.97,-44.51885223,-47.67205811,-52.47627258,-36.05318451,-34.60124207,-35.47746658
1538.98,-44.56113815,-47.70232391,-52.39744186,-35.98015594,-34.62573242,-35.37299728
1538.99,-44.61594009,-47.64534378,-52.40788651,-36.04386139,-34.53557587,-35.38694382
1539,-44.56197739,-47.68117142,-52.35748291,-35.96795654,-34.47654724,-35.42683411
1539.01,-44.58821869,-47.69527817,-52.34977722,-35.88570404,-34.54638672,-35.39813232
1539.02,-44.52293015,-47.64871597,-52.30979919,-35.87638092,-34.51268768,-35.32508087
1539.03,-44.51362228,-47.604599,-52.30350494,-35.83498001,-34.44398117,-35.27926254
1539.04,-44.37466049,-47.47120667,-52.35769653,-35.66489029,-34.19642258,-35.38479996
1539.05,-44.21613693,-47.54139709,-52.30101395,-35.50302505,-34.26806641,-35.25862122
1539.06,-44.34582901,-47.572258,-52.32642365,-35.49175262,-34.23373795,-35.1637001
1539.07,-44.27491379,-47.60969925,-52.38192368,-35.40670013,-34.16754532,-35.24240494
1539.08,-44.26441956,-47.68224716,-52.41068268,-35.29379272,-34.16997147,-35.25716782
1539.09,-44.44955063,-47.76411819,-52.41471481,-35.31794739,-34.19364929,-35.16390228
1539.1,-44.34084702,-47.66769409,-52.49198914,-35.22354889,-34.116642,-35.2768631
1539.11,-44.42082214,-47.75167084,-52.594944,-35.25963211,-34.14631271,-35.3937645
1539.12,-44.38311386,-47.86287308,-52.63590622,-35.24188614,-34.21834946,-35.29691315
1539.13,-44.4446907,-47.95935822,-52.68653107,-35.33302307,-34.25893402,-35.24607086
1539.14,-44.57077408,-48.01996994,-52.77330017,-35.3308754,-34.30748367,-35.32990265
1539.15,-44.3934288,-48.12007904,-52.81491089,-35.23495865,-34.37420654,-35.27358627
1539.16,-44.45335007,-48.21598434,-52.88303757,-35.27837372,-34.48691177,-35.19923019
1539.17,-44.61420822,-48.2256279,-52.95347214,-35.39074326,-34.48796463,-35.22145081
1539.18,-44.49584579,-48.15616989,-53.01319885,-35.42829514,-34.42980957,-35.23204803
1539.19,-44.53246307,-48.20875168,-52.98338699,-35.44509125,-34.50826263,-35.05126572
1539.2,-44.40793991,-48.23322678,-52.98311234,-35.39356995,-34.59410095,-34.97253799
1539.21,-44.54881668,-48.23029327,-53.01984024,-35.46481323,-34.58237076,-34.98380661
1539.22,-44.63380051,-48.25947189,-53.04726791,-35.45679092,-34.61379623,-35.02517319
1539.23,-44.53588104,-48.25930786,-53.07837677,-35.45801163,-34.63692474,-34.99386597
1539.24,-44.69711304,-48.37683868,-53.08281326,-35.57255554,-34.84017181,-34.93439484
1539.25,-44.78366089,-48.2893219,-53.13817215,-35.66469574,-34.73741531,-34.98341751
1539.26,-44.70750046,-48.26551056,-53.07715607,-35.67637253,-34.70701218,-34.91246414
1539.27,-44.8688736,-48.2305069,-52.97719574,-35.71245956,-34.70454788,-34.80164337
1539.28,-44.78252411,-48.10998917,-52.92743301,-35.81736374,-34.61341476,-34.72998047
1539.29,-44.66761017,-48.16113281,-52.89628601,-35.78430939,-34.62911606,-34.7627182
1539.3,-44.76650238,-48.19942093,-52.8818779,-35.92747498,-34.68468475,-34.70285797
1539.31,-44.77589798,-48.04986954,-52.79166412,-36.04612732,-34.56414795,-34.60114288
1539.32,-44.7918663,-47.9062767,-52.72209549,-36.03477859,-34.46500397,-34.58165741
1539.33,-44.60307312,-47.71754456,-52.67103577,-35.91426468,-34.31110764,-34.62026978
1539.34,-44.5532074,-47.71445847,-52.49012756,-35.88363647,-34.32834625,-34.45273972
1539.35,-44.62190247,-47.64666367,-52.46757507,-35.91809082,-34.26118851,-34.44382095
1539.36,-44.45726013,-47.55540466,-52.3811264,-35.83213806,-34.23583221,-34.48332977
1539.37,-44.39712906,-47.51168442,-52.376194,-35.72735596,-34.30935287,-34.49728775
1539.38,-44.45989227,-47.58232117,-52.29656219,-35.75185013,-34.41085052,-34.50568008
1539.39,-44.50877762,-47.3995018,-52.31769562,-35.79864502,-34.33938599,-34.65248871
1539.4,-44.54318237,-47.2804451,-52.28432846,-35.80861664,-34.22891998,-34.64731979
1539.41,-44.33392334,-47.22174835,-52.21157837,-35.71253586,-34.22472382,-34.60710144
1539.42,-44.40831757,-47.17776108,-52.11719131,-35.77135849,-34.22515869,-34.46713257
1539.43,-44.36004257,-47.19377518,-52.06221771,-35.73805237,-34.23976898,-34.53333282
1539.44,-44.23254776,-47.19112778,-51.98855591,-35.67038727,-34.2168808,-34.48929214
1539.45,-44.26101303,-47.24776459,-51.90736771,-35.72610092,-34.24638367,-34.36297226
1539.46,-44.24811172,-47.09524536,-51.95005417,-35.72978973,-34.11001968,-34.48147202
1539.47,-44.16201782,-47.05619049,-51.95094299,-35.65458679,-34.01086426,-34.4854393
1539.48,-44.17893982,-47.1077652,-51.97731781,-35.53553391,-34.03129578,-34.51639175
1539.49,-44.21650314,-47.05491257,-51.97532272,-35.54339218,-34.00933456,-34.46106339
1539.5,-44.26902008,-47.02481079,-51.99492645,-35.5311203,-33.94803238,-34.46214294
1539.51,-44.22060013,-47.13206863,-52.02690506,-35.42818069,-34.02484131,-34.50194168
1539.52,-44.24168396,-47.21969604,-52.08041763,-35.42028427,-34.01625443,-34.43905258
1539.53,-44.39171219,-47.34968948,-52.15314865,-35.44903946,-34.08478165,-34.45182419
1539.54,-44.33813095,-47.32853317,-52.30846024,-35.43027878,-33.97372818,-34.64437103
1539.55,-44.3908577,-47.36116028,-52.29933548,-35.40767288,-33.90966797,-34.54585266
1539.56,-44.4809761,-47.4750061,-52.33359528,-35.37859344,-33.90988159,-34.49401855
1539.57,-44.55347824,-47.53057098,-52.34382248,-35.40435028,-33.82843781,-34.47421265
