wav,TE0,TE1,ref,TE0 Norm,TE1 Norm,Sum,,,
1526.59,-41.46816254,-45.65563965,-39.21011096,-2.25805158,-6.445528691,-0.855211533,,,
1526.6,-41.48914337,-45.47122574,-39.09613162,-2.393011754,-6.375094121,-0.932497594,,,
1526.61,-41.59211731,-45.50954819,-39.171346,-2.420771306,-6.338202184,-0.941695049,,,
1526.62,-41.44324875,-45.12755203,-39.38260775,-2.060640996,-5.74494428,-0.512981528,,,
1526.63,-41.56506348,-45.1025238,-39.29949313,-2.265570348,-5.803030675,-0.673366741,,,
1526.64,-41.74163818,-45.07099152,-39.19856387,-2.543074315,-5.872427648,-0.885930136,,,
1526.65,-41.64110184,-44.77810287,-39.30993014,-2.331171697,-5.468172734,-0.612083432,,,
1526.66,-41.66464615,-44.76156235,-39.41416674,-2.250479406,-5.347395604,-0.51824738,,,
1526.67,-41.62680435,-44.52920914,-39.33762866,-2.289175695,-5.19158048,-0.491999394,,,
1526.68,-41.70088959,-44.54222488,-39.22869998,-2.472189611,-5.313524907,-0.654221933,,,
1526.69,-41.72399139,-44.44747543,-39.48985797,-2.234133428,-4.957617467,-0.375495699,,,
1526.7,-41.75001144,-44.2588768,-39.26929217,-2.480719274,-4.98958463,-0.546148938,,,
1526.71,-41.87201691,-44.23658371,-39.1375249,-2.734492009,-5.099058812,-0.747497755,,,
1526.72,-41.84994507,-44.1709671,-39.40523272,-2.444712346,-4.76573438,-0.441679849,,,
1526.73,-41.83148193,-44.03606033,-39.37814074,-2.453341191,-4.657919591,-0.406920232,,,
1526.74,-41.82273865,-44.02691269,-39.29041796,-2.532320684,-4.736494725,-0.485747782,,,
1526.75,-41.81089401,-43.96470261,-39.26467257,-2.54622144,-4.700030034,-0.480654005,,,
1526.76,-41.77919388,-43.86834335,-39.19752246,-2.581671422,-4.670820897,-0.491517344,,,
1526.77,-41.95016098,-43.93717957,-39.3287099,-2.621451085,-4.60846967,-0.491998423,,,
1526.78,-41.92014313,-43.73324203,-39.14740496,-2.772738164,-4.585837072,-0.575050005,,,
1526.79,-41.9503746,-43.74881744,-39.21227008,-2.738104528,-4.536547368,-0.534590235,,,
1526.8,-41.95503616,-43.60422897,-39.20839816,-2.746638005,-4.395830815,-0.483117143,,,
1526.81,-41.96513748,-43.54743958,-39.05834704,-2.906790441,-4.489092534,-0.615974907,,,
1526.82,-42.19132233,-43.59436035,-39.10598498,-3.085337346,-4.488375371,-0.720142655,,,
1526.83,-42.13657761,-43.36374664,-39.13240557,-3.004172032,-4.231341069,-0.564255483,,,
1526.84,-42.23439026,-43.38288498,-39.15313845,-3.081251805,-4.229746526,-0.607344297,,,
1526.85,-42.46504593,-43.49077988,-39.10806399,-3.356981938,-4.382715886,-0.829336341,,,
1526.86,-42.46392059,-43.1777153,-38.9626668,-3.501253789,-4.215048497,-0.833202991,,,
1526.87,-42.66450119,-43.19430161,-39.10616809,-3.558333104,-4.088133519,-0.804859496,,,
1526.88,-42.61693573,-42.87737274,-39.20870715,-3.408228582,-3.668665593,-0.526195193,,,
1526.89,-42.80538177,-42.81776047,-39.09895068,-3.706431096,-3.718809789,-0.702316075,,,
1526.9,-42.92822647,-42.77832031,-39.31894808,-3.609278386,-3.459372228,-0.52337859,,,
1526.91,-42.9038887,-42.43272018,-39.46063357,-3.443255132,-2.972086614,-0.19098438,,,
1526.92,-43.08745193,-42.40472412,-39.29268008,-3.794771855,-3.112044042,-0.42970585,,,
1526.93,-43.13871765,-42.20132065,-39.19408541,-3.944632238,-3.007235234,-0.440391325,,,
1526.94,-43.23759079,-42.00641251,-39.27124911,-3.96634168,-2.735163396,-0.296969666,,,
1526.95,-43.48178864,-42.03582382,-39.35609942,-4.125689214,-2.679724401,-0.332504299,,,
1526.96,-43.53481293,-41.80625534,-39.29142504,-4.243387883,-2.514830297,-0.283371859,,,
1526.97,-43.65194702,-41.81658936,-39.28298312,-4.368963903,-2.533606237,-0.344743814,,,
1526.98,-43.7430954,-41.71213913,-39.34890109,-4.39419431,-2.363238042,-0.250761699,,,
1526.99,-43.82515717,-41.65065384,-39.25277835,-4.57237882,-2.397875493,-0.340129357,,,
1527,-44.01424408,-41.65858841,-39.25452166,-4.759722417,-2.404066747,-0.413798643,,,
1527.01,-44.06411743,-41.41415405,-39.31720858,-4.746908849,-2.09694547,-0.212568789,,,
1527.02,-44.20934677,-41.34178925,-39.32943469,-4.879912084,-2.012354558,-0.203337979,,,
1527.03,-44.40543365,-41.31929016,-39.32573062,-5.079703038,-1.993559545,-0.257781253,,,
1527.04,-44.4324379,-41.19320297,-39.3310979,-5.101340001,-1.862105077,-0.176171195,,,
1527.05,-44.42329407,-41.11125183,-39.38385134,-5.039442723,-1.727400487,-0.064757536,,,
1527.06,-44.52849197,-41.13089752,-39.38596087,-5.142531102,-1.74493665,-0.109323507,,,
1527.07,-44.64199829,-41.16575623,-39.30861026,-5.333388036,-1.85714597,-0.246060942,,,
1527.08,-44.86419296,-41.22848511,-39.16256457,-5.701628392,-2.065920537,-0.50363594,,,
1527.09,-44.78540039,-41.1353569,-39.23554354,-5.549856847,-1.899813359,-0.341855069,,,
1527.1,-44.90691757,-41.08799362,-39.2177022,-5.689215367,-1.870291417,-0.362552481,,,
1527.11,-45.18974686,-41.29346085,-39.16208392,-6.027662938,-2.131376927,-0.646186942,,,
1527.12,-45.24730682,-41.30435181,-39.21326953,-6.034037297,-2.09108228,-0.619357801,,,
1527.13,-45.43584824,-41.47073364,-39.35376483,-6.082083409,-2.116968816,-0.651602092,,,
1527.14,-45.59425354,-41.49785614,-39.21061831,-6.383635228,-2.287237828,-0.859064899,,,
1527.15,-45.56995773,-41.35739899,-39.24001055,-6.329947179,-2.117388433,-0.721457399,,,
1527.16,-45.6569519,-41.45645142,-39.40435534,-6.252596563,-2.052096074,-0.652847069,,,
1527.17,-45.6335907,-41.27757645,-39.29707461,-6.336516088,-1.980501836,-0.62353466,,,
1527.18,-45.83527374,-41.37657166,-39.30690509,-6.528368657,-2.06966657,-0.740018206,,,
1527.19,-45.93350983,-41.26985931,-39.38369494,-6.549814885,-1.886164373,-0.609635719,,,
1527.2,-45.97346497,-41.20134735,-39.44010287,-6.533362096,-1.761244481,-0.512083364,,,
1527.21,-46.1778717,-41.35606384,-39.44025164,-6.737620061,-1.9158122,-0.67901851,,,
1527.22,-46.22043228,-41.18738937,-39.31551104,-6.904921239,-1.871878331,-0.686483596,,,
1527.23,-46.22288513,-41.16694641,-39.44432574,-6.778559392,-1.722620671,-0.542684029,,,
1527.24,-46.2762413,-41.14840698,-39.5047124,-6.771528905,-1.643694585,-0.480755031,,,
1527.25,-46.37842941,-40.9752121,-39.4756444,-6.902785009,-1.499567693,-0.399769887,,,
1527.26,-46.57080841,-41.06025314,-39.58891802,-6.981890386,-1.471335118,-0.395321296,,,
1527.27,-46.59980774,-40.7253418,-39.58308154,-7.016726201,-1.142260259,-0.14353731,,,
1527.28,-46.68346786,-40.72478485,-39.60781604,-7.07565183,-1.116968816,-0.135414485,,,
1527.29,-46.86411285,-40.74096298,-39.45087557,-7.413237279,-1.290087407,-0.341304462,,,
1527.3,-47.03816605,-40.52619553,-39.45271426,-7.585451787,-1.073481267,-0.19830807,,,
1527.31,-47.17306519,-40.41936493,-39.50822192,-7.664843267,-0.91114301,-0.079095875,,,
1527.32,-47.26659775,-40.13750839,-39.39866763,-7.86793012,-0.738840764,0.030048612,,,
1527.33,-47.40128708,-40.01113129,-39.2962926,-8.104994481,-0.714838689,0.012743182,,,
1527.34,-47.52885437,-39.93297195,-39.41614276,-8.112711614,-0.516829198,0.179648023,,,
1527.35,-47.73952484,-39.92505646,-39.21703845,-8.522486394,-0.70801801,-0.043242813,,,
1527.36,-47.96989822,-39.91446686,-39.07478839,-8.895109838,-0.839678472,-0.208299877,,,
1527.37,-48.17416,-39.8175087,-39.27010852,-8.904051488,-0.547400182,0.04442308,,,
1527.38,-48.39264297,-39.70797729,-39.34831744,-9.044325536,-0.359659856,0.191727409,,,
1527.39,-48.57603073,-39.68338394,-39.2878583,-9.288172429,-0.39552564,0.13158018,,,
1527.4,-48.80575562,-39.65873718,-39.25212603,-9.553629583,-0.40661115,0.092164271,,,
1527.41,-48.94570923,-39.61691284,-39.29164248,-9.654066747,-0.32527036,0.154146539,,,
1527.42,-49.22314453,-39.70283508,-39.29300433,-9.930140203,-0.409830754,0.049960791,,,
1527.43,-49.5479126,-39.68083191,-39.17310076,-10.37481183,-0.507731145,-0.081551206,,,
1527.44,-49.89025116,-39.71656799,-39.194444,-10.69580716,-0.522123998,-0.123702614,,,
1527.45,-50.16143417,-39.73441315,-39.23919421,-10.92223996,-0.495218938,-0.118423004,,,
1527.46,-50.41438293,-39.62082672,-39.14396411,-11.27041883,-0.476862615,-0.129375662,,,
1527.47,-50.77305984,-39.79629135,-39.20021182,-11.57284803,-0.596079534,-0.262409542,,,
1527.48,-51.01430893,-39.73116684,-39.2213338,-11.79297513,-0.509833043,-0.198094887,,,
1527.49,-51.26041031,-39.70222473,-39.29688006,-11.96353025,-0.40534467,-0.112105946,,,
1527.5,-51.59979248,-39.89762115,-39.23760348,-12.362189,-0.660017675,-0.376035741,,,
1527.51,-52.00368881,-39.99708176,-39.1669324,-12.83675641,-0.830149358,-0.564817456,,,
1527.52,-52.30738449,-40.19280243,-39.22573596,-13.08164853,-0.967066472,-0.708059534,,,
1527.53,-52.60007477,-40.09944534,-39.25947695,-13.34059781,-0.839968389,-0.60239992,,,
1527.54,-52.94652939,-40.16216278,-39.22860079,-13.71792859,-0.933561986,-0.710639514,,,
1527.55,-53.18232346,-40.16640854,-39.40968447,-13.77263898,-0.756724065,-0.545098289,,,
1527.56,-53.39498901,-40.01293182,-39.4971593,-13.89782972,-0.515772527,-0.320878974,,,
1527.57,-53.78137207,-40.16896057,-39.33107501,-14.45029706,-0.837885564,-0.652848612,,,
1527.58,-54.01195908,-40.20090866,-39.18698245,-14.82497663,-1.013926213,-0.836995711,,,
1527.59,-54.22446823,-40.07149887,-39.20617419,-15.01829404,-0.865324681,-0.701540324,,,
1527.6,-54.46603394,-40.04957581,-39.21007281,-15.25596113,-0.839502996,-0.685190872,,,
1527.61,-54.67720413,-39.9493103,-39.07161837,-15.60558576,-0.87769193,-0.733883396,,,
1527.62,-54.94081879,-40.03132248,-39.09468203,-15.84613675,-0.936640447,-0.798628773,,,
1527.63,-55.1061058,-40.02510834,-39.09724551,-16.0088603,-0.927862828,-0.795114145,,,
1527.64,-55.22545624,-40.01265335,-39.04274493,-16.18271131,-0.969908422,-0.841069772,,,
1527.65,-55.39592361,-40.08609772,-38.99898654,-16.39693708,-1.08711118,-0.961078021,,,
1527.66,-55.3985672,-39.92787552,-38.98528796,-16.41327924,-0.94258756,-0.821073847,,,
1527.67,-55.43486404,-39.85870743,-39.05427294,-16.3805911,-0.804434484,-0.685796637,,,
1527.68,-55.38812637,-39.88895798,-38.99165469,-16.39647168,-0.897303289,-0.776572799,,,
1527.69,-55.25576019,-39.79200745,-38.86810046,-16.38765973,-0.923906987,-0.802201668,,,
1527.7,-55.13187027,-39.72114563,-38.92740756,-16.20446271,-0.793738073,-0.670558607,,,
1527.71,-54.91886902,-39.56903839,-38.90377169,-16.01509733,-0.665266698,-0.540372696,,,
1527.72,-54.72245789,-39.59291077,-38.87442523,-15.84803266,-0.71848554,-0.587190503,,,
1527.73,-54.555336,-39.64818573,-38.92961627,-15.62571973,-0.718569463,-0.580484389,,,
1527.74,-54.24738312,-39.61723328,-38.8912099,-15.35617322,-0.726023381,-0.578996334,,,
1527.75,-54.03408051,-39.59590912,-38.71940356,-15.31467695,-0.876505559,-0.722949573,,,
1527.76,-53.76235962,-39.69609451,-38.77222567,-14.99013395,-0.92386884,-0.75684448,,,
1527.77,-53.42031479,-39.70332718,-38.78402072,-14.63629407,-0.919306462,-0.738581572,,,
1527.78,-53.20691681,-39.74747849,-38.7991994,-14.40771741,-0.948279088,-0.75675255,,,
1527.79,-52.78051758,-39.86624527,-38.67854815,-14.10196943,-1.187697118,-0.971182913,,,
1527.8,-52.52344131,-39.9283371,-38.65580493,-13.86763639,-1.27253217,-1.039941414,,,
1527.81,-52.19777679,-40.00130463,-38.8232091,-13.37456769,-1.178095525,-0.923787737,,,
1527.82,-51.75847244,-39.81771088,-38.70678454,-13.0516879,-1.110926335,-0.841664077,,,
1527.83,-51.44805908,-39.87070465,-38.68314486,-12.76491422,-1.187559789,-0.895570052,,,
1527.84,-51.14125443,-39.84269714,-38.70991259,-12.43134183,-1.132784551,-0.822112361,,,
1527.85,-50.90144348,-39.75304413,-38.65786105,-12.24358243,-1.09518308,-0.773976049,,,
1527.86,-50.65451431,-39.95337296,-38.62835055,-12.02616376,-1.325022405,-0.970359037,,,
1527.87,-50.4613266,-40.04414368,-38.52755099,-11.93377561,-1.516592687,-1.138978324,,,
1527.88,-50.14668274,-40.04569244,-38.53682452,-11.60985822,-1.508867925,-1.10402558,,,
1527.89,-49.88515091,-40.15036011,-38.648557,-11.23659391,-1.501803105,-1.063085843,,,
1527.9,-49.56268692,-40.19903564,-38.67294818,-10.88973874,-1.526087468,-1.050300366,,,
1527.91,-49.38305664,-40.36951828,-38.79002505,-10.59303159,-1.57949323,-1.066035518,,,
1527.92,-49.01219177,-40.16765594,-38.82679873,-10.18539304,-1.340857213,-0.808225529,,,
1527.93,-48.7671814,-40.3067894,-38.74844485,-10.01873655,-1.558344548,-0.979600414,,,
1527.94,-48.58877945,-40.42771149,-38.71255236,-9.876227086,-1.715159124,-1.097924433,,,
1527.95,-48.26649475,-40.34165573,-38.86850482,-9.397989934,-1.473150914,-0.823870906,,,
1527.96,-48.12440872,-40.43755722,-38.88271075,-9.241697972,-1.554846471,-0.871728594,,,
1527.97,-47.81676483,-40.33436203,-38.8858388,-8.93092603,-1.448523229,-0.735043311,,,
1527.98,-47.53095245,-40.25861359,-38.89218646,-8.638765996,-1.366427129,-0.620462165,,,
1527.99,-47.36456299,-40.25539017,-39.04412966,-8.320433324,-1.211260503,-0.439133325,,,
1528,-47.11505508,-40.24445343,-38.86327105,-8.251784032,-1.381182378,-0.56929199,,,
1528.01,-47.06243515,-40.32619095,-38.64980059,-8.412634557,-1.676390355,-0.841294679,,,
1528.02,-46.88539886,-40.40630341,-38.79256182,-8.092837041,-1.613741582,-0.732549778,,,
1528.03,-46.85144424,-40.453125,-38.96159869,-7.889845555,-1.491526311,-0.595387567,,,
1528.04,-46.77352142,-40.54520416,-38.89835101,-7.875170415,-1.646853154,-0.718509302,,,
1528.05,-46.5323143,-40.56637573,-38.99596911,-7.536345189,-1.570406621,-0.590319045,,,
1528.06,-46.41734695,-40.61235809,-39.14503222,-7.272314733,-1.467325872,-0.454238679,,,
1528.07,-46.23826599,-40.59377289,-39.10406237,-7.134203618,-1.489710515,-0.44273812,,,
1528.08,-46.10668564,-40.63143921,-38.95012789,-7.156557744,-1.681311315,-0.59752421,,,
1528.09,-46.08107758,-40.70288467,-38.9880498,-7.093027776,-1.714834874,-0.609426154,,,
1528.1,-45.90671921,-40.74855042,-38.90759783,-6.999121373,-1.840952581,-0.685120226,,,
1528.11,-45.64237976,-40.70794678,-38.66529589,-6.977083867,-2.042650884,-0.833497147,,,
1528.12,-45.58174133,-40.95558167,-38.77172976,-6.810011571,-2.183851903,-0.897744602,,,
1528.13,-45.3835144,-40.92645645,-38.88072329,-6.502791112,-2.045733159,-0.715651122,,,
1528.14,-45.38503647,-40.97564697,-38.86910754,-6.515928929,-2.106539434,-0.763831238,,,
1528.15,-45.32414246,-41.19652557,-38.86575061,-6.458391851,-2.330774968,-0.911328635,,,
1528.16,-45.06748199,-41.13562775,-38.75156146,-6.315920537,-2.384066289,-0.909148209,,,
1528.17,-45.06507874,-41.30978394,-38.83913928,-6.225939458,-2.470644658,-0.944145549,,,
1528.18,-44.98087311,-41.49644852,-38.78003054,-6.200842565,-2.716417974,-1.107867328,,,
1528.19,-45.02132034,-41.75004578,-38.8245061,-6.196814244,-2.925539678,-1.249887942,,,
1528.2,-45.02183533,-41.89090347,-39.04111605,-5.980719274,-2.849787419,-1.128714315,,,
1528.21,-44.72976303,-41.86339951,-39.18602877,-5.543734258,-2.677370732,-0.867947349,,,
1528.22,-44.80274582,-42.15675735,-39.09984713,-5.702898687,-3.056910222,-1.171133882,,,
1528.23,-44.70024872,-42.23181915,-38.96602755,-5.734221166,-3.2657916,-1.316642639,,,
1528.24,-44.50662231,-42.19234848,-39.01640063,-5.490221685,-3.17594785,-1.170420786,,,
1528.25,-44.56422424,-42.51784897,-38.95435458,-5.609869664,-3.56349439,-1.456950564,,,
1528.26,-44.35306931,-42.55962753,-38.80912905,-5.543940251,-3.750498479,-1.544993433,,,
1528.27,-44.37186813,-42.75867844,-38.90705233,-5.464815801,-3.851626104,-1.573445143,,,
1528.28,-44.1481781,-42.71996689,-39.04406481,-5.104113286,-3.675902074,-1.321260589,,,
1528.29,-43.93599319,-42.73693085,-38.89081317,-5.045180028,-3.846117681,-1.394097883,,,
1528.3,-44.01333237,-42.90145111,-38.81864291,-5.194689458,-4.082808202,-1.592962635,,,
1528.31,-43.76429749,-42.80076599,-38.956281,-4.808016484,-3.84448499,-1.289284108,,,
1528.32,-43.72554398,-42.84723663,-38.94764834,-4.777895635,-3.899588292,-1.306276381,,,
1528.33,-43.76927567,-43.00998306,-38.81662875,-4.952646917,-4.193354314,-1.546128019,,,
1528.34,-43.42810059,-42.82479477,-38.85097628,-4.577124303,-3.973818486,-1.254703724,,,
1528.35,-43.34636307,-42.85139465,-38.88027697,-4.466086095,-3.971117681,-1.201254258,,,
1528.36,-43.39231491,-43.01292801,-38.88602954,-4.506285375,-4.126898473,-1.302150518,,,
1528.37,-43.21920776,-43.05311584,-38.6902135,-4.528994268,-4.362902349,-1.434854396,,,
1528.38,-43.20244598,-43.07701874,-38.81013613,-4.39230985,-4.266882604,-1.318843483,,,
1528.39,-43.04099274,-43.00294876,-38.74343234,-4.297560399,-4.259516423,-1.268196797,,,
1528.4,-42.96399307,-43.10115051,-38.65163546,-4.31235761,-4.44951505,-1.370094938,,,
1528.41,-42.9252243,-43.22623062,-38.70767337,-4.217550939,-4.518557256,-1.355146847,,,
1528.42,-42.74538422,-43.17266846,-38.74572116,-3.99966306,-4.426947301,-1.197752503,,,
1528.43,-42.71400452,-43.24941254,-38.75179034,-3.962214177,-4.497622197,-1.211372662,,,
1528.44,-42.61010361,-43.44215775,-38.65215045,-3.95795316,-4.790007299,-1.343784273,,,
1528.45,-42.45615387,-43.45141602,-38.70938616,-3.746767705,-4.742029851,-1.205650764,,,
1528.46,-42.47032166,-43.6407547,-38.87019854,-3.600123113,-4.770556157,-1.135729149,,,
1528.47,-42.23748779,-43.69171143,-38.62407046,-3.613417333,-5.067640966,-1.269643577,,,
1528.48,-42.22644043,-44.00781631,-38.6790021,-3.547438329,-5.328814214,-1.337124584,,,
1528.49,-42.04370117,-44.19448471,-38.83416873,-3.209532445,-5.360315984,-1.142819788,,,
1528.5,-41.85285187,-44.24131775,-38.76647311,-3.086378759,-5.47484464,-1.108143787,,,
1528.51,-42.01092148,-44.73096848,-38.70915728,-3.301764196,-6.021811193,-1.441929493,,,
1528.52,-41.81289291,-44.94348907,-38.56179934,-3.251093572,-6.381689733,-1.529910629,,,
1528.53,-41.67300415,-45.01775742,-38.61412936,-3.058874791,-6.403628057,-1.406609752,,,
1528.54,-41.73368835,-45.45257568,-38.60036212,-3.133326238,-6.852213567,-1.596005526,,,
1528.55,-41.71912384,-45.79898071,-38.57013064,-3.148993199,-7.228850072,-1.716178458,,,
1528.56,-41.66344833,-46.01046753,-38.64637881,-3.017069524,-7.364088719,-1.657686694,,,
1528.57,-41.54204559,-46.27478409,-38.64233523,-2.899710363,-7.632448857,-1.640672482,,,
1528.58,-41.57863998,-46.58250427,-38.55548983,-3.023150151,-8.02701444,-1.830767764,,,
1528.59,-41.51937103,-46.81632996,-38.51325732,-3.006113713,-8.303072637,-1.882317357,,,
1528.6,-41.33426285,-46.90463638,-38.4435628,-2.890700048,-8.461073583,-1.827743187,,,
1528.61,-41.32462692,-47.15312576,-38.39230853,-2.932318395,-8.760817235,-1.924112257,,,
1528.62,-41.27861786,-47.47414017,-38.40101367,-2.877604192,-9.0731265,-1.942929445,,,
1528.63,-41.11212921,-47.54364777,-38.37012225,-2.742006963,-9.173525518,-1.852038896,,,
1528.64,-41.05960464,-47.61200714,-38.41061907,-2.64898557,-9.201388066,-1.78116357,,,
1528.65,-41.00930405,-47.88693237,-38.39144641,-2.61785764,-9.495485967,-1.807164569,,,
1528.66,-41.02155304,-47.97134018,-38.24066287,-2.780890172,-9.730677312,-1.982400036,,,
1528.67,-41.01805878,-48.07048035,-38.40235644,-2.615702336,-9.668123906,-1.83428076,,,
1528.68,-41.0651207,-48.25728607,-38.43880969,-2.62631101,-9.818476384,-1.867594069,,,
1528.69,-41.19211578,-48.45837784,-38.37410479,-2.818010991,-10.08427305,-2.071086402,,,
1528.7,-40.99377441,-48.58108521,-38.4377225,-2.556051915,-10.14336271,-1.858303557,,,
1528.71,-40.87734604,-48.62138367,-38.46122485,-2.41612119,-10.16015882,-1.741279902,,,
1528.72,-40.93797684,-48.62041092,-38.46325808,-2.474718755,-10.15715284,-1.790957657,,,
1528.73,-40.85938263,-48.75678253,-38.348203,-2.511179631,-10.40857953,-1.85807895,,,
1528.74,-40.80610657,-48.81179047,-38.42566806,-2.380438512,-10.38612241,-1.742295328,,,
1528.75,-40.791996,-48.84948349,-38.39507418,-2.396921819,-10.45440931,-1.765821374,,,
1528.76,-40.74280548,-49.04717255,-38.20509463,-2.537710851,-10.84207792,-1.939191744,,,
1528.77,-40.79354858,-49.20458221,-38.36720019,-2.426348394,-10.83738202,-1.841415437,,,
1528.78,-40.66876221,-49.35202789,-38.31355029,-2.355211919,-11.0384776,-1.803657705,,,
1528.79,-40.66445541,-49.62626266,-38.26282626,-2.401629155,-11.36343641,-1.882372467,,,
1528.8,-40.75128937,-49.87898254,-38.44828921,-2.303000157,-11.43069333,-1.802123826,,,
1528.81,-40.68772507,-50.19073486,-38.46616107,-2.221564,-11.7245738,-1.760031428,,,
1528.82,-40.69171906,-50.41251373,-38.46099597,-2.230723088,-11.95151777,-1.790659068,,,
1528.83,-40.707901,-50.82314682,-38.39754229,-2.310358708,-12.42560453,-1.906783288,,,
1528.84,-40.76173401,-51.22133636,-38.56163531,-2.200098699,-12.65970105,-1.826001088,,,
1528.85,-40.70296478,-51.35520935,-38.59339648,-2.109568303,-12.76181287,-1.751050558,,,
1528.86,-40.54742432,-51.7809639,-38.54553347,-2.001890844,-13.23543042,-1.686698663,,,
1528.87,-40.62624359,-52.18735123,-38.53118258,-2.09506101,-13.65616865,-1.802013011,,,
1528.88,-40.55567551,-52.38538361,-38.52238589,-2.033289617,-13.86299772,-1.75727032,,,
1528.89,-40.45263672,-52.68690491,-38.44353991,-2.009096807,-14.243365,-1.756929871,,,
1528.9,-40.65990448,-53.01234436,-38.45978289,-2.200121587,-14.55256147,-1.954535832,,,
1528.91,-40.58838272,-53.2877655,-38.47478991,-2.113592809,-14.81297559,-1.886378444,,,
1528.92,-40.45027542,-53.40644836,-38.55255633,-1.897719091,-14.85389203,-1.683233268,,,
1528.93,-40.3312645,-53.46210098,-38.64029055,-1.690973943,-14.82181043,-1.484745558,,,
1528.94,-40.38499832,-53.57856369,-38.56451922,-1.8204791,-15.01404447,-1.617139884,,,
1528.95,-40.3308754,-53.36497879,-38.54930621,-1.781569188,-14.81567258,-1.570806741,,,
1528.96,-40.17588425,-53.10477829,-38.6371358,-1.538748448,-14.46764249,-1.322944188,,,
1528.97,-40.20755768,-52.98590088,-38.52093249,-1.686625188,-14.46496839,-1.463401138,,,
1528.98,-40.1603241,-52.74027252,-38.63480883,-1.525515264,-14.10546369,-1.292132868,,,
1528.99,-39.93622589,-52.35309219,-38.72675448,-1.20947141,-13.62633771,-0.96740304,,,
1529,-39.87935638,-52.05225372,-38.61716967,-1.262186711,-13.43508405,-1.006534666,,,
1529.01,-39.90091705,-51.86855316,-38.59762316,-1.303293889,-13.27093,-1.035642559,,,
1529.02,-39.86518097,-51.53435898,-38.55044299,-1.314737981,-12.98391599,-1.028660215,,,
1529.03,-39.81462097,-51.19985199,-38.57971698,-1.234903997,-12.62013501,-0.930160166,,,
1529.04,-39.71492004,-50.91439819,-38.36895114,-1.345968907,-12.54544706,-1.028383553,,,
1529.05,-39.73236465,-50.62112427,-38.24993258,-1.482432073,-12.37119169,-1.142192132,,,
1529.06,-39.66778564,-50.35411072,-38.35673648,-1.311049169,-11.99737424,-0.955222099,,,
1529.07,-39.50281525,-50.08119583,-38.1775754,-1.325239843,-11.90362043,-0.960823348,,,
1529.08,-39.5195694,-49.8972168,-38.07306414,-1.446505254,-11.82415265,-1.065584755,,,
1529.09,-39.51102066,-49.65805054,-38.13466387,-1.376356786,-11.52338666,-0.975592487,,,
1529.1,-39.42152023,-49.52183533,-38.21025592,-1.211264318,-11.31157941,-0.806361872,,,
1529.11,-39.5486908,-49.38663483,-38.19794589,-1.350744908,-11.18868894,-0.921833259,,,
1529.12,-39.62089157,-49.1344986,-38.03063708,-1.590254491,-11.10386152,-1.129789158,,,
1529.13,-39.73863983,-48.90975189,-38.13882952,-1.599810308,-10.77092237,-1.103642535,,,
1529.14,-39.70569611,-48.62633133,-38.13452655,-1.571169561,-10.49180478,-1.047253546,,,
1529.15,-39.67269897,-48.42924881,-38.02319842,-1.649500554,-10.40605039,-1.106622004,,,
1529.16,-39.86732864,-48.33338547,-38.14939242,-1.717936223,-10.18399305,-1.139898447,,,
1529.17,-39.82656479,-48.06783295,-38.13747149,-1.689093297,-9.930361455,-1.082399277,,,
1529.18,-39.85012436,-47.86329269,-38.13950091,-1.710623448,-9.723791783,-1.07350227,,,
1529.19,-40.06277466,-47.69454193,-38.05340319,-2.009371465,-9.641138738,-1.318192673,,,
1529.2,-40.07483292,-47.32925034,-38.03922778,-2.035605138,-9.290022557,-1.286806842,,,
1529.21,-40.11212158,-47.1401329,-38.0839284,-2.028193181,-9.056204503,-1.24274251,,,
1529.22,-40.04310608,-46.82978439,-38.00194674,-2.041159337,-8.827837651,-1.214843975,,,
1529.23,-40.1833725,-46.74998474,-38.04373294,-2.139639562,-8.706251805,-1.274387852,,,
1529.24,-40.32401657,-46.60627365,-38.13007098,-2.193945592,-8.476202672,-1.275930912,,,
1529.25,-40.32281876,-46.34925842,-38.02276354,-2.300055211,-8.326494878,-1.332122404,,,
1529.26,-40.51600266,-46.27348328,-37.98381549,-2.532187169,-8.289667791,-1.509172419,,,
1529.27,-40.68555069,-46.10932922,-38.16377001,-2.521780675,-7.945559209,-1.426574312,,,
1529.28,-40.60783005,-45.83201981,-38.17812854,-2.429701512,-7.653891271,-1.289206551,,,
1529.29,-40.6726265,-45.78796768,-38.10394793,-2.568678563,-7.68401975,-1.402800873,,,
1529.3,-40.75325012,-45.6606369,-38.06072741,-2.69252271,-7.59990949,-1.476780706,,,
1529.31,-40.70734406,-45.55249023,-38.06406146,-2.643282598,-7.488428777,-1.412260978,,,
1529.32,-40.72500229,-45.39888,-38.17330676,-2.551695531,-7.225573247,-1.27776918,,,
1529.33,-40.80431366,-45.20554352,-38.00156909,-2.802744573,-7.203974431,-1.457864873,,,
1529.34,-40.77389145,-45.13043594,-38.02442675,-2.749464696,-7.106009191,-1.392639805,,,
1529.35,-40.76544952,-44.9294548,-38.16836672,-2.597082799,-6.761088079,-1.187750958,,,
1529.36,-40.74081802,-44.85227966,-38.07991152,-2.660906499,-6.772368138,-1.236950029,,,
1529.37,-40.78379822,-44.76652908,-38.06873446,-2.715063756,-6.697794622,-1.25473479,,,
