wav,TE0,TE1,ref,TE0 Norm,TE1 Norm,Sum,,,
1546.56,-36.60768127,-36.85453796,-31.81037646,-4.797304814,-5.044161504,-1.908679495,,,
1546.57,-36.73279953,-36.84725189,-31.77319079,-4.959608739,-5.074061101,-2.006157945,,,
1546.58,-36.74908447,-36.7378006,-31.88655978,-4.862524694,-4.851240819,-1.846579135,,,
1546.59,-36.8126297,-36.73303223,-31.92992907,-4.882700627,-4.803103154,-1.832419579,,,
1546.6,-37.00318146,-36.75173187,-31.80443698,-5.198744481,-4.947294896,-2.06090017,,,
1546.61,-37.108284,-36.68872833,-31.81086474,-5.297419255,-4.877863591,-2.072276973,,,
1546.62,-37.0876236,-36.54827881,-31.88294345,-5.20468015,-4.665335363,-1.916340607,,,
1546.63,-37.13056564,-36.40273285,-31.82113772,-5.309427922,-4.581595128,-1.919982219,,,
1546.64,-37.28040695,-36.38779449,-31.74325305,-5.537153905,-4.644541448,-2.057655461,,,
1546.65,-37.307724,-36.1648674,-31.78610736,-5.521616643,-4.378760045,-1.90240317,,,
1546.66,-37.3473053,-36.01871872,-31.8208211,-5.526484197,-4.197897618,-1.801282954,,,
1546.67,-37.57426453,-36.07434845,-31.85693484,-5.717329686,-4.21741361,-1.892638016,,,
1546.68,-37.67847061,-36.01709747,-31.74740725,-5.931063359,-4.269690221,-2.01111276,,,
1546.69,-37.81016922,-35.89517975,-31.82553988,-5.984629338,-4.069639867,-1.912128753,,,
1546.7,-37.74465561,-35.57964706,-31.85579806,-5.888857549,-3.723849004,-1.662517319,,,
1546.71,-37.97626877,-35.59544373,-31.81723147,-6.159037297,-3.778212255,-1.79718015,,,
1546.72,-38.12741089,-35.58241653,-31.80458956,-6.322821324,-3.77782697,-1.856209165,,,
1546.73,-38.20144653,-35.39220428,-31.81776171,-6.383684819,-3.574442571,-1.745471263,,,
1546.74,-38.36511993,-35.29251862,-31.85393649,-6.511183446,-3.438582128,-1.698337512,,,
1546.75,-38.66442871,-35.27259064,-31.86106234,-6.803366368,-3.411528295,-1.774107868,,,
1546.76,-38.85889053,-35.08033752,-31.92890673,-6.9299838,-3.151430791,-1.631811523,,,
1546.77,-38.95156479,-34.93767929,-31.95671969,-6.994845098,-2.9809596,-1.529504307,,,
1546.78,-39.11383438,-34.80817413,-31.84377795,-7.270056432,-2.964396184,-1.593859087,,,
1546.79,-39.33304214,-34.71565628,-31.84641391,-7.48662824,-2.869242375,-1.580884531,,,
1546.8,-39.48427582,-34.60448837,-31.93540698,-7.54886884,-2.669081395,-1.44658434,,,
1546.81,-39.65011978,-34.55935287,-31.95910769,-7.69101209,-2.600245183,-1.428569225,,,
1546.82,-39.90961075,-34.56154633,-31.95251208,-7.957098668,-2.609034246,-1.496836852,,,
1546.83,-40.09602737,-34.441185,-31.92367678,-8.172350591,-2.517508214,-1.472750732,,,
1546.84,-40.18755341,-34.26706314,-32.05680972,-8.130743688,-2.210253423,-1.220945901,,,
1546.85,-40.35124207,-34.24926758,-32.0006383,-8.350603765,-2.248629277,-1.295682541,,,
1546.86,-40.57984161,-34.22311401,-32.00439196,-8.575449651,-2.218722051,-1.314798421,,,
1546.87,-40.69229507,-34.12529755,-32.12595111,-8.566343969,-1.99934644,-1.134164326,,,
1546.88,-40.81505585,-34.05514908,-32.20906573,-8.605990117,-1.846083348,-1.015117688,,,
1546.89,-40.97495651,-34.04324722,-32.13028842,-8.844668096,-1.912958806,-1.111427287,,,
1546.9,-41.28736877,-34.13108063,-32.07304507,-9.214323705,-2.058035558,-1.293547802,,,
1546.91,-41.22093201,-33.89277267,-32.16715365,-9.053778356,-1.725619023,-0.988416257,,,
1546.92,-41.28537369,-33.83323669,-32.17076617,-9.114607518,-1.662470525,-0.944391768,,,
1546.93,-41.39556885,-33.80090714,-32.13107424,-9.264494603,-1.669832891,-0.973174775,,,
1546.94,-41.58407593,-33.75479126,-32.22656756,-9.357508367,-1.528223699,-0.865548309,,,
1546.95,-41.65586853,-33.72064972,-32.29156237,-9.364306157,-1.429087346,-0.78124723,,,
1546.96,-41.84109879,-33.78232574,-32.24428302,-9.59681577,-1.538042729,-0.907116135,,,
1546.97,-41.9344101,-33.73479462,-32.17139941,-9.763010686,-1.563395208,-0.951247901,,,
1546.98,-42.07741165,-33.67720032,-32.20632296,-9.871088689,-1.470877355,-0.8845792,,,
1546.99,-42.1029892,-33.52274323,-32.22662097,-9.87636823,-1.296122258,-0.732152134,,,
1547,-42.39983368,-33.59267426,-32.19498568,-10.204848,-1.397688573,-0.860726426,,,
1547.01,-42.54969025,-33.57349777,-32.2479642,-10.30172605,-1.325533574,-0.807895607,,,
1547.02,-42.67153931,-33.4390564,-32.31679278,-10.35474653,-1.122263616,-0.632679973,,,
1547.03,-42.95820999,-33.5104866,-32.33308154,-10.62512845,-1.177405065,-0.710266519,,,
1547.04,-43.32577133,-33.61937714,-32.13088351,-11.19488782,-1.488493627,-1.047039839,,,
1547.05,-43.66485596,-33.60810471,-32.21441775,-11.45043821,-1.393686956,-0.984888773,,,
1547.06,-43.78705215,-33.56882858,-32.24241763,-11.54463453,-1.326410955,-0.931875661,,,
1547.07,-44.07417297,-33.53915405,-32.11628848,-11.9578845,-1.422865575,-1.054943008,,,
1547.08,-44.38067627,-33.54539871,-32.1002019,-12.28047437,-1.445196813,-1.100903819,,,
1547.09,-44.67380142,-33.49194336,-32.22789508,-12.44590635,-1.264048284,-0.945218069,,,
1547.1,-44.96906662,-33.47852325,-32.22514849,-12.74391813,-1.253374761,-0.955687272,,,
1547.11,-45.4817009,-33.60078049,-32.13500338,-13.34669751,-1.465777104,-1.192893983,,,
1547.12,-45.81823349,-33.47565842,-32.11505633,-13.70317716,-1.360602086,-1.11447339,,,
1547.13,-46.21409988,-33.43164063,-32.18401843,-14.03008146,-1.247622197,-1.024604272,,,
1547.14,-46.41495132,-33.43690491,-32.0982564,-14.31669492,-1.338648503,-1.125214186,,,
1547.15,-46.86097717,-33.45666885,-32.0759328,-14.78504438,-1.380736058,-1.186816583,,,
1547.16,-47.11288452,-33.350811,-32.19242602,-14.9204585,-1.158384984,-0.979488651,,,
1547.17,-47.72254181,-33.26019287,-32.22041064,-15.50213117,-1.039782231,-0.887063916,,,
1547.18,-48.18491364,-33.24915314,-32.17138415,-16.01352948,-1.077768987,-0.940576422,,,
1547.19,-48.75009155,-33.24505997,-32.1253522,-16.62473935,-1.119707769,-0.999137921,,,
1547.2,-48.87626266,-33.01830292,-32.16500598,-16.71125669,-0.853296941,-0.74201812,,,
1547.21,-49.30958939,-32.9347496,-32.10434466,-17.20524473,-0.830404943,-0.731471241,,,
1547.22,-49.70355225,-32.95012665,-32.08458453,-17.61896772,-0.865542119,-0.774781838,,,
1547.23,-50.14810944,-32.782547,-32.24526721,-17.90284223,-0.53727979,-0.458343759,,,
1547.24,-50.34152222,-32.66494751,-32.39356738,-17.94795484,-0.271380132,-0.197853391,,,
1547.25,-50.65216064,-32.69146347,-32.28093844,-18.3712222,-0.410525029,-0.341617817,,,
1547.26,-51.01634598,-32.68191528,-32.25907641,-18.75726957,-0.422838872,-0.359572333,,,
1547.27,-51.04852676,-32.57709503,-32.28052264,-18.76800412,-0.296572393,-0.235256685,,,
1547.28,-51.23588181,-32.52853775,-32.32799273,-18.90788907,-0.200545018,-0.142449598,,,
1547.29,-51.41335297,-32.54825592,-32.26414233,-19.14921064,-0.284113591,-0.228077249,,,
1547.3,-51.45026398,-32.4842453,-32.38782626,-19.06243772,-0.096419042,-0.041661782,,,
1547.31,-51.54896927,-32.37142181,-32.48177081,-19.06719846,0.110348994,0.16251871,,,
1547.32,-51.64784241,-32.4292717,-32.48399096,-19.16385145,0.054719264,0.106401414,,,
1547.33,-51.74495697,-32.47101974,-32.40297061,-19.34198636,-0.068049138,-0.017017851,,,
1547.34,-51.80312729,-32.43754578,-32.46324282,-19.33988447,0.025697047,0.075668868,,,
1547.35,-51.81758118,-32.38894653,-32.47966891,-19.33791227,0.090722377,0.139977991,,,
1547.36,-51.8555069,-32.43067169,-32.36029559,-19.49521131,-0.070376104,-0.021077623,,,
1547.37,-51.73975372,-32.54213715,-32.41535693,-19.32439679,-0.126780217,-0.074849594,,,
1547.38,-51.54258728,-32.54243469,-32.48525363,-19.05733365,-0.057181066,-0.002849821,,,
1547.39,-51.4751091,-32.64042282,-32.4599393,-19.0151698,-0.180483525,-0.124055968,,,
1547.4,-51.26486206,-32.82352448,-32.31325274,-18.95160932,-0.510271733,-0.448532683,,,
1547.41,-51.03079605,-32.88836288,-32.33547717,-18.69531888,-0.552885717,-0.486781133,,,
1547.42,-50.72715759,-32.92855453,-32.32261782,-18.40453977,-0.605936711,-0.534430497,,,
1547.43,-50.34278107,-33.07978439,-32.19225817,-18.15052289,-0.887526219,-0.806721239,,,
1547.44,-50.05766296,-33.17494202,-32.09828692,-17.95937604,-1.076655095,-0.988530219,,,
1547.45,-49.85671616,-33.17719269,-32.11135607,-17.74536008,-1.065836614,-0.973535123,,,
1547.46,-49.3459549,-33.17914963,-32.1661542,-17.17980069,-1.012995427,-0.909264817,,,
1547.47,-49.0658226,-33.31995773,-32.1321271,-16.9336955,-1.187830632,-1.073680138,,,
1547.48,-48.61259842,-33.35037231,-32.11425143,-16.49834699,-1.236120885,-1.108718948,,,
1547.49,-48.36201096,-33.34216309,-32.10635501,-16.25565595,-1.23580808,-1.101205918,,,
1547.5,-47.93329239,-33.40030289,-32.05521517,-15.87807721,-1.345087712,-1.194791213,,,
1547.51,-47.52957535,-33.60205841,-31.95875292,-15.57082242,-1.643305486,-1.470965084,,,
1547.52,-47.33942413,-33.63682175,-31.95099765,-15.38842649,-1.685824102,-1.504511944,,,
1547.53,-46.91567993,-33.59921646,-32.00535327,-14.91032667,-1.593863195,-1.396070256,,,
1547.54,-46.65493393,-33.6387291,-31.97132998,-14.68360395,-1.667399114,-1.455787126,,,
1547.55,-46.4008255,-33.71681213,-31.92901354,-14.47181196,-1.787798589,-1.559799481,,,
1547.56,-45.86116028,-33.64580154,-31.95136386,-13.90979642,-1.694437688,-1.441201875,,,
1547.57,-45.62172318,-33.62353134,-31.9653905,-13.65633268,-1.658140844,-1.39230975,,,
1547.58,-45.53421783,-33.69719696,-31.91492205,-13.61929578,-1.782274907,-1.506705563,,,
1547.59,-45.10882568,-33.6649704,-32.02018862,-13.08863706,-1.644781774,-1.343985691,,,
1547.6,-44.87671661,-33.56803894,-32.0894559,-12.78726072,-1.478583043,-1.16860877,,,
1547.61,-44.64715195,-33.55997086,-32.01020556,-12.63694639,-1.549765294,-1.224165223,,,
1547.62,-44.59693909,-33.62709045,-31.97950869,-12.61743039,-1.647581761,-1.313399647,,,
1547.63,-44.37620544,-33.57043076,-32.01295214,-12.3632533,-1.557478612,-1.210929975,,,
1547.64,-44.01795959,-33.503685,-31.99578219,-12.0221774,-1.507902806,-1.138291517,,,
1547.65,-43.92683411,-33.46988678,-31.96415835,-11.96267576,-1.505728429,-1.131411628,,,
1547.66,-43.64307404,-33.49053574,-31.90176135,-11.74131269,-1.588774388,-1.188495374,,,
1547.67,-43.37469101,-33.48604202,-31.95401889,-11.42067212,-1.532023137,-1.107854663,,,
1547.68,-43.18828201,-33.45074844,-31.84803897,-11.34024305,-1.602709478,-1.164255675,,,
1547.69,-43.03898239,-33.56010818,-31.77964526,-11.25933713,-1.780462926,-1.31649092,,,
1547.7,-42.86699295,-33.57926178,-31.71589404,-11.15109891,-1.863367742,-1.379640695,,,
1547.71,-42.65463638,-33.48913574,-31.80429583,-10.85034055,-1.68483991,-1.188065966,,,
1547.72,-42.57436752,-33.52188873,-31.79853564,-10.77583188,-1.723353093,-1.214220239,,,
1547.73,-42.50160217,-33.6200943,-31.73811465,-10.76348752,-1.88197965,-1.353599268,,,
1547.74,-42.1557312,-33.60164642,-31.70836383,-10.44736738,-1.893282598,-1.326118105,,,
1547.75,-41.9066658,-33.56962585,-31.70993167,-10.19673414,-1.859694188,-1.265367608,,,
1547.76,-41.96714401,-33.71363449,-31.68272143,-10.28442258,-2.03091306,-1.425813088,,,
1547.77,-41.75823975,-33.7257576,-31.66541415,-10.0928256,-2.06034345,-1.425852571,,,
1547.78,-41.49144745,-33.73886108,-31.69403964,-9.797407811,-2.044821447,-1.37120943,,,
1547.79,-41.37691498,-33.78335571,-31.62883502,-9.748079961,-2.154520696,-1.457699172,,,
1547.8,-41.16505432,-33.91716003,-31.56263476,-9.602419561,-2.354525273,-1.604693243,,,
1547.81,-41.0270195,-33.96434402,-31.61957675,-9.407442754,-2.344767278,-1.565032553,,,
1547.82,-40.58736801,-33.88804626,-31.6632741,-8.924093907,-2.224772161,-1.383194919,,,
1547.83,-40.52311707,-34.04968643,-31.56726199,-8.955855077,-2.482424443,-1.600191787,,,
1547.84,-40.3949852,-34.20735931,-31.60264712,-8.792338079,-2.604712194,-1.668507314,,,
1547.85,-40.13677597,-34.30757904,-31.68005114,-8.456724828,-2.627527898,-1.619466375,,,
1547.86,-40.03253555,-34.40889359,-31.68817645,-8.344359105,-2.720717137,-1.669269646,,,
1547.87,-39.91606522,-34.5369339,-31.59615069,-8.319914525,-2.940783208,-1.835585349,,,
1547.88,-39.78475571,-34.71932602,-31.61873751,-8.166018193,-3.100588506,-1.922907979,,,
1547.89,-39.48406601,-34.66989136,-31.70656329,-7.777502721,-2.963328069,-1.724641451,,,
1547.9,-39.32078171,-34.81007767,-31.70126849,-7.619513219,-3.108809178,-1.792815121,,,
1547.91,-39.22861481,-34.98883438,-31.63298922,-7.595625585,-3.355845159,-1.967379968,,,
1547.92,-38.88309097,-35.03012848,-31.66305667,-7.220034307,-3.367071813,-1.869289259,,,
1547.93,-38.70174408,-35.10905838,-31.73067599,-6.97106809,-3.37838239,-1.803054313,,,
1547.94,-38.63845062,-35.32553101,-31.71335726,-6.925093358,-3.612173741,-1.949809846,,,
1547.95,-38.40847778,-35.46389389,-31.66475421,-6.743723577,-3.799139684,-2.016211065,,,
1547.96,-38.1713028,-35.54895782,-31.76460391,-6.406698888,-3.784353917,-1.890234991,,,
1547.97,-37.99878693,-35.66845322,-31.72736102,-6.271425908,-3.941092198,-1.941497883,,,
1547.98,-37.95343018,-35.89979935,-31.70945483,-6.243975347,-4.190344518,-2.086587809,,,
1547.99,-37.80060959,-36.03867722,-31.71122485,-6.08938474,-4.327452367,-2.109372755,,,
1548,-37.6452713,-36.09368134,-31.80899554,-5.836275762,-4.284685796,-1.981254784,,,
1548.01,-37.64532471,-36.25905609,-31.80607348,-5.839251226,-4.45298261,-2.080738056,,,
1548.02,-37.62926865,-36.50302887,-31.81512957,-5.814139073,-4.687899297,-2.204313123,,,
1548.03,-37.27383423,-36.43293762,-31.89698153,-5.376852697,-4.53595609,-1.925783971,,,
1548.04,-37.13682175,-36.4330368,-31.91384631,-5.222975438,-4.519190496,-1.846542321,,,
1548.05,-37.11804199,-36.52978516,-31.87836962,-5.239672368,-4.651415532,-1.925291591,,,
1548.06,-37.05042648,-36.60321426,-31.89133197,-5.159094518,-4.711882299,-1.919434566,,,
1548.07,-36.97548676,-36.63572693,-32.02805834,-4.947428411,-4.607668584,-1.763926851,,,
1548.08,-36.93999481,-36.71776962,-32.06086856,-4.879126256,-4.656901067,-1.756292473,,,
1548.09,-36.95679855,-36.85660172,-32.02502185,-4.931776708,-4.831579869,-1.871089381,,,
1548.1,-36.79677582,-36.8504715,-32.09059649,-4.706179326,-4.759875005,-1.722644224,,,
1548.11,-36.59350967,-36.80334473,-32.17155963,-4.421950048,-4.6317851,-1.515300434,,,
1548.12,-36.6057663,-36.93386841,-32.06255084,-4.543215459,-4.871317571,-1.69386885,,,
1548.13,-36.59593582,-37.03426743,-32.02067309,-4.575262731,-5.013594335,-1.778600844,,,
1548.14,-36.49391556,-37.05080032,-32.11547213,-4.378443425,-4.935328191,-1.63766597,,,
1548.15,-36.50930405,-37.1735878,-32.17271548,-4.336588567,-5.000872319,-1.645741993,,,
1548.16,-36.52066422,-37.26472855,-31.99931842,-4.5213458,-5.265410131,-1.867162657,,,
1548.17,-36.50203705,-37.41194153,-32.02320224,-4.478834813,-5.388739293,-1.899700923,,,
1548.18,-36.24568176,-37.31400681,-32.06933718,-4.176344579,-5.244669622,-1.667439852,,,
1548.19,-36.20583344,-37.46287537,-32.08532458,-4.120508855,-5.377550786,-1.693407244,,,
1548.2,-36.2281456,-37.591362,-32.04157763,-4.186567968,-5.549784368,-1.804606495,,,
1548.21,-35.92743301,-37.56977844,-32.08803302,-3.839399999,-5.481745427,-1.5730965,,,
1548.22,-35.83497238,-37.66201782,-32.03772097,-3.797251409,-5.624296849,-1.605096331,,,
1548.23,-35.99920273,-37.97410583,-31.96970874,-4.029493993,-6.0043971,-1.895341693,,,
1548.24,-35.84754944,-38.12982941,-31.98385363,-3.863695806,-6.145975774,-1.846308483,,,
1548.25,-35.69441986,-38.2356987,-32.01164752,-3.682772344,-6.224051183,-1.759825685,,,
1548.26,-35.52391434,-38.36915207,-31.98698931,-3.536925023,-6.382162755,-1.720291718,,,
1548.27,-35.43536377,-38.53697968,-31.93502169,-3.500342076,-6.601957982,-1.769655299,,,
1548.28,-35.33572006,-38.66086197,-32.01261645,-3.323103612,-6.648245519,-1.664623074,,,
1548.29,-35.13324356,-38.77072144,-31.9824956,-3.15074796,-6.788225835,-1.588998071,,,
1548.3,-35.12560272,-38.99390411,-31.94467669,-3.18092603,-7.049227422,-1.687612127,,,
1548.31,-35.13736725,-39.34989166,-31.8813489,-3.256018346,-7.46854276,-1.860077875,,,
1548.32,-35.03099442,-39.48843384,-32.00665789,-3.024336522,-7.481775945,-1.694355116,,,
1548.33,-34.8761673,-39.57444382,-32.01793795,-2.858229344,-7.556505864,-1.590492816,,,
1548.34,-34.75267792,-39.7910881,-31.98206073,-2.770617192,-7.809027379,-1.586503921,,,
1548.35,-34.71863937,-40.01990891,-32.01369982,-2.70493955,-8.006209081,-1.582125612,,,
1548.36,-34.57538223,-40.25727081,-32.12548571,-2.44989652,-8.1317851,-1.410907806,,,
1548.37,-34.48997498,-40.44247437,-32.0597127,-2.430262273,-8.382761663,-1.447456341,,,
1548.38,-34.5558815,-40.8176651,-31.97828799,-2.577593511,-8.839377111,-1.655670484,,,
1548.39,-34.44458008,-40.96304321,-32.02692538,-2.417654698,-8.936117833,-1.543665742,,,
1548.4,-34.37355042,-41.15916443,-32.08541995,-2.288130468,-9.073744481,-1.461630685,,,
1548.41,-34.37368011,-41.47229385,-32.00713854,-2.36654157,-9.465155309,-1.592692769,,,
1548.42,-34.40961838,-41.80053329,-32.09367114,-2.31594724,-9.706862157,-1.588482456,,,
1548.43,-34.29666519,-41.94763184,-32.20216113,-2.094504064,-9.745470708,-1.406144783,,,
1548.44,-34.30993271,-42.31757736,-32.15726214,-2.152670568,-10.16031522,-1.514795273,,,
1548.45,-34.35559082,-42.60317993,-32.09774523,-2.257845586,-10.5054347,-1.651975157,,,
1548.46,-34.39584732,-42.93264771,-32.09671908,-2.29912824,-10.83592862,-1.729843982,,,
1548.47,-34.21082687,-43.13309479,-32.163194,-2.047632878,-10.96990079,-1.523902378,,,
1548.48,-34.14532471,-43.29011536,-32.11744815,-2.027876561,-11.17266721,-1.528859375,,,
1548.49,-34.24614334,-43.67477417,-32.17831164,-2.0678317,-11.49646253,-1.598742253,,,
1548.5,-34.21298218,-43.93294907,-32.24710971,-1.965872472,-11.68583936,-1.525728675,,,
1548.51,-34.18371201,-44.0451622,-32.31644946,-1.867262548,-11.72871274,-1.440556015,,,
1548.52,-34.20049667,-44.37231445,-32.16122943,-2.039267247,-12.21108503,-1.640682316,,,
1548.53,-34.20170975,-44.64203644,-32.18436175,-2.017347997,-12.45767469,-1.641656255,,,
1548.54,-34.18053818,-44.87694168,-32.18221789,-1.998320287,-12.69472379,-1.643285196,,,
1548.55,-34.06974792,-45.04774094,-32.14670687,-1.923041051,-12.90103406,-1.589461604,,,
1548.56,-34.09932709,-45.2625885,-32.1044324,-1.994894689,-13.1581561,-1.674745518,,,
1548.57,-34.09217453,-45.544487,-32.23089724,-1.861277288,-13.31358976,-1.561046618,,,
1548.58,-34.00247192,-45.71929932,-32.23832446,-1.764147466,-13.48097486,-1.481091755,,,
1548.59,-34.05739212,-45.99834442,-32.11498385,-1.942408269,-13.88336057,-1.673157476,,,
1548.6,-34.07910919,-46.32727051,-32.03596621,-2.04314298,-14.2913043,-1.791758575,,,
1548.61,-34.07247162,-46.49990845,-32.09119921,-1.981272405,-14.40870923,-1.73977644,,,
1548.62,-33.92411804,-46.54463196,-32.0182088,-1.905909246,-14.52642316,-1.674639865,,,
1548.63,-33.91038513,-46.83744431,-31.87292224,-2.037462896,-14.96452207,-1.82156967,,,
1548.64,-33.98389816,-47.01737213,-31.9204114,-2.06348676,-15.09696073,-1.852694494,,,
1548.65,-33.83343506,-47.24345779,-31.98935824,-1.844076818,-15.25409955,-1.65040673,,,
1548.66,-33.76494217,-47.27730942,-31.96333056,-1.801611608,-15.31397886,-1.612355281,,,
1548.67,-33.92663956,-47.5544014,-31.82035952,-2.106280034,-15.73404188,-1.921882284,,,
1548.68,-33.88925934,-47.74747086,-31.7577489,-2.131510442,-15.98972196,-1.956452878,,,
1548.69,-33.75758743,-47.81402588,-31.81684237,-1.940745061,-15.99718351,-1.77334955,,,
1548.7,-33.76080704,-48.0303688,-31.74486285,-2.015944188,-16.28550596,-1.856419651,,,
1548.71,-33.75657272,-48.22343826,-31.6589635,-2.097609227,-16.56447477,-1.945046898,,,
1548.72,-33.70091629,-48.28285599,-31.73539859,-1.965517705,-16.5474574,-1.816877218,,,
1548.73,-33.69942093,-48.46742249,-31.71674472,-1.982676213,-16.75067777,-1.840168205,,,
1548.74,-33.83873749,-48.61226654,-31.70758563,-2.13115186,-16.90468091,-1.988822176,,,
1548.75,-33.79149246,-48.65895081,-31.60976916,-2.181723302,-17.04918165,-2.04239055,,,
1548.76,-33.69703293,-48.76025009,-31.69352084,-2.00351209,-17.06672925,-1.870227082,,,
1548.77,-33.70226669,-48.75192261,-31.62507373,-2.077192968,-17.12684888,-1.943497466,,,
1548.78,-33.79167175,-48.86463547,-31.65864688,-2.133024877,-17.20598859,-2.000034127,,,
1548.79,-33.74928284,-48.89364243,-31.74527865,-2.004004186,-17.14836377,-1.873149526,,,
1548.8,-33.7407074,-48.84040833,-31.79227572,-1.948431676,-17.0481326,-1.816244868,,,
1548.81,-33.84187698,-48.94930649,-31.71394473,-2.127932256,-17.23536176,-1.99597694,,,
1548.82,-33.90852356,-48.92509079,-31.66491442,-2.243609136,-17.26017637,-2.108906819,,,
1548.83,-33.80004501,-48.84171677,-31.78260546,-2.01743955,-17.0591113,-1.883501788,,,
1548.84,-33.74151993,-48.7594223,-31.75535327,-1.986166661,-17.00406904,-1.851505114,,,
1548.85,-33.86224747,-48.60832977,-31.67498522,-2.187262242,-16.93334455,-2.044044924,,,
1548.86,-33.93767548,-48.49527359,-31.72867327,-2.209002202,-16.76660032,-2.05954048,,,
1548.87,-33.87823486,-48.32386398,-31.77783328,-2.100401586,-16.54603071,-1.947104465,,,
1548.88,-33.99667358,-48.0633812,-31.70893222,-2.287741368,-16.35444898,-2.120733702,,,
1548.89,-34.10124588,-47.98023605,-31.60400515,-2.497240728,-16.3762309,-2.323002181,,,
1548.9,-34.0534668,-47.44673538,-31.62634021,-2.427126592,-15.82039518,-2.232724431,,,
1548.91,-33.98184967,-47.10174179,-31.69070178,-2.291147893,-15.41104001,-2.084411342,,,
1548.92,-34.06727219,-46.94998169,-31.64862567,-2.41864652,-15.30135602,-2.200592037,,,
1548.93,-34.13221359,-46.63726044,-31.60113269,-2.531080907,-15.03612775,-2.293747477,,,
1548.94,-33.98501587,-46.04936981,-31.70992785,-2.275088018,-14.33944196,-2.013157225,,,
1548.95,-34.07698441,-45.83244324,-31.76513415,-2.311850255,-14.06730909,-2.031221958,,,
1548.96,-34.14393616,-45.51298523,-31.65082675,-2.49310941,-13.86215848,-2.187267111,,,
1548.97,-34.18933868,-45.229599,-31.67636615,-2.512972539,-13.55323285,-2.183966309,,,
1548.98,-34.08417511,-44.78383636,-31.73005419,-2.354120916,-13.05378217,-1.999341462,,,
1548.99,-34.15999222,-44.43950653,-31.67107897,-2.488913243,-12.76842756,-2.099666327,,,
1549,-34.1573143,-44.25095367,-31.62267047,-2.534643834,-12.62828321,-2.129146713,,,
1549.01,-34.03165436,-43.70891953,-31.7256177,-2.306036656,-11.98330182,-1.861758917,,,
1549.02,-34.07059097,-43.42060852,-31.741319,-2.329271978,-11.67928953,-1.852068162,,,
1549.03,-34.26252747,-43.21695709,-31.65400057,-2.608526891,-11.56295652,-2.088438175,,,
1549.04,-34.25370026,-42.85112381,-31.72577029,-2.527929967,-11.12535352,-1.966048111,,,
1549.05,-34.18828201,-42.46856689,-31.78239184,-2.405890172,-10.68617505,-1.804263241,,,
1549.06,-34.22159195,-42.22675705,-31.76705676,-2.454535192,-10.45970029,-1.816321109,,,
1549.07,-34.28578186,-42.08706665,-31.80865222,-2.477129644,-10.27841443,-1.810480854,,,
1549.08,-34.28678894,-41.91140366,-31.94937258,-2.337416356,-9.962031072,-1.645184459,,,
1549.09,-34.23403168,-41.55174255,-32.03442126,-2.199610417,-9.517321294,-1.460774762,,,
1549.1,-34.31086349,-41.43546295,-32.01624804,-2.294615453,-9.41921491,-1.524997246,,,
1549.11,-34.44067764,-41.24552536,-31.99459582,-2.446081823,-9.25092954,-1.622909069,,,
1549.12,-34.34984207,-40.96723938,-32.07967883,-2.270163243,-8.887560552,-1.414041502,,,
1549.13,-34.34383011,-40.79351044,-32.16463977,-2.179190343,-8.628870671,-1.292581739,,,
1549.14,-34.40789413,-40.71502304,-32.03694659,-2.370947545,-8.678076451,-1.457660826,,,
1549.15,-34.47954941,-40.55295563,-32.05643588,-2.42311353,-8.49651975,-1.46452342,,,
1549.16,-34.53549194,-40.39442062,-32.12553149,-2.409960454,-8.268889135,-1.408041019,,,
1549.17,-34.55785751,-40.24949646,-32.13142901,-2.426428502,-8.118067449,-1.38951255,,,
1549.18,-34.69967651,-40.2057991,-32.08696871,-2.612707799,-8.118830388,-1.535720821,,,
1549.19,-34.65575027,-40.02280807,-32.13447695,-2.52127332,-7.888331121,-1.413359842,,,
1549.2,-34.66466904,-39.84283447,-32.25964099,-2.405028051,-7.583193486,-1.253860042,,,
1549.21,-34.84024048,-39.89716721,-32.20580035,-2.634440129,-7.691366857,-1.454738523,,,
1549.22,-34.81839752,-39.69981003,-32.24208575,-2.576311772,-7.457724279,-1.354213356,,,
1549.23,-34.79531097,-39.5247879,-32.33068972,-2.464621251,-7.19409818,-1.204762319,,,
1549.24,-34.87709427,-39.44292831,-32.28518038,-2.591913884,-7.15774793,-1.290264203,,,
1549.25,-35.00388718,-39.44708252,-32.2603963,-2.74349088,-7.186686223,-1.409747493,,,
1549.26,-34.99147797,-39.27114868,-32.2445119,-2.746966069,-7.026636785,-1.369379991,,,
1549.27,-35.01602173,-39.04921341,-32.18401461,-2.832007115,-6.865198796,-1.38602792,,,
1549.28,-35.02621841,-38.94941711,-32.17149859,-2.854719823,-6.777918523,-1.377307577,,,
1549.29,-35.19153976,-38.86663818,-32.11535769,-3.076182073,-6.751280492,-1.525761116,,,
1549.3,-35.20723724,-38.67469788,-32.10117083,-3.106066411,-6.573527043,-1.49225783,,,
1549.31,-35.22693634,-38.4531517,-32.09356051,-3.133375829,-6.359591191,-1.443248984,,,
1549.32,-35.37993622,-38.39863205,-31.96720629,-3.412729924,-6.431425756,-1.654614156,,,
1549.33,-35.47497559,-38.21596527,-31.92967349,-3.545302098,-6.286291783,-1.692751257,,,
1549.34,-35.56380081,-38.00479889,-31.96439868,-3.599402135,-6.040400212,-1.640313623,,,
